COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r ɨ									
18-1	d a r ɨ									
35-1	h ʔ θ u θ u									
36-1	h u θ a ts u									
48-1	n a g a i									
60-1	θ u r i									
63-1	a i r a m i									
64-1	k i									
67-1	h a i									
68-1	n ɨ									
71-1	ts i i									
76-1	h u n ɨ									
83-1	ts ɨ n u									
87-1	h a n ɨ i									
95-1	m i m i									
98-1	h a n a									
99-1	k u ts i									
-102-1	a i θ a i									
103-1	ts ɨ m ɨ									
110-1	θ ɨ									
116-1	m u n ɨ									
120-1	n u m u r									
132-1	k i k u r									
139-1	k u r u a u r									
140-1	ʔ g ʔ g u r									
156-1	θ a g ɨ r									
168-1	ts u k i									
169-1	h u a i									
170-1	m i g u									
173-1	ʔ a i i									
180-1	k u m u									
185-1	h a i i									
186-1	m u ɨ r u i									
187-1	m i θ i									
190-1	a k a i									
193-1	k ʔ r u i									
194-1	a i r u i									
195-1	k u r u i									
216-1	m a r u									
221-1	n a m									
239-1	ʔ ts u i									
252-1	m i a u									
253-1	g u a u									
254-1	ʔ ts u ts u i									
266-1	k a g ɨ i									
267-1	n a g a r ɨ r u r									
268-1	u m i i									
272-1	a m ɨ g									
276-1	a r a u r									
281-1	m u a i									
304-1	ts ɨ b a i									
305-1	θ i θ									
308-1	h a n a									
309-1	k u a a									
310-1	θ u									
311-1	n i									
342-1	x u k i									
346-1	k u r a i									
347-1	k i r u r									
348-1	h i r u i									
351-1	θ m i a									
361-1	ʔ m u r									
379-1	k u a a r a i									
394-1	h i d a r i									
395-1	m i g i r									
400-1	h i sː a r u									
412-1	a a k ɨ r u r									
413-1	ts u k a a a									
414-1	h u r u r									
422-1	h u k u r ɨ r u									
423-1	k a ɴ g a ɨ r u									
430-1	h a k u r									
435-1	h u k u r									
446-1	a i θ a r									
447-1	u ɨ r									
458-1	θ u a i									
56-1	h i θ u									
62-1	ʔ n u									
70-1	θ a n ɨ r									
96-1	m ɨ									
101-1	h a									
114-1	k u b i i									
119-1	k i m u									
134-1	a i g u r u									
138-1	a i n u r									
146-1	a r u k u									
161-1	g u r									
182-1	k ɨ m u r i									
188-1	g a m a r									
196-1	ts u r u i									
262-1	h i r u m a									
300-1	h ɨ u u r									
313-1	d ɨ i									
350-1	a ɨ m a i									
352-1	ts i k a i									
396-1	h u r u									
401-1	ʔ u u r									
420-1	ʔ θ i r u r									
424-1	u θ a u r									
442-1	a i m ɨ r u k i									
455-1	ʔ k i θ ɨ r u									
15-1	a r ɨ i									
49-1	u n n g g i									
130-1	m i r u									
149-1	k u r u i									
175-1	a ɨ n a i									
199-1	a ts ɨ i									
230-1	a n u h r u									
233-1	a n u h i r u									
264-1	k i r i i									
274-1	n u r ɨ θ a									
298-1	k ɨ g a a									
303-1	h a r a a θ a i									
354-1	a ts ui i									
369-1	k i r ɨ r u									
376-1	a r ɨ r									
415-1	m u a u b u r									
418-1	n m i									
456-1	ts ɨ n a									
59-1	ɨ ʔ r									
118-1	a i g h r									
142-1	θ u b u r									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o tɕ u								
36-2		h u t a tɕ u								
48-2		n a g a i								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		tɕ u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i tɕ a								
103-2		tɕ u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o g o g u								
156-2		t a tɕ o r u								
168-2		tɕ u k i								
169-2		h o s i								
170-2		m i dʑ u								
173-2		i s i								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k i r o i								
194-2		s i r o i								
195-2		k u r o i								
216-2		m a r u								
221-2		n a								
239-2		i t u								
252-2		m i a u								
253-2		ts o d u								
254-2		i tɕ u tɕ u								
266-2		k a dʑ e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e g								
276-2		a r a u								
281-2		m u s i								
304-2		tɕ u b a								
305-2		tɕ i tɕ								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n i								
342-2		e u k i								
346-2		k u r a i								
347-2		k i r u								
348-2		h i r o i								
351-2		t oː i a								
361-2		o m o i								
379-2		k u s a r a								
394-2		h i d a r i								
395-2		m i g i								
400-2		h i g a r u								
412-2		s a k e r u								
413-2		tɕ u k i s a u								
414-2		h o r u								
422-2		h u k u r e r u								
423-2		k a g a e r u								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a								
447-2		u w								
458-2		t o s i								
56-2		h i t o								
65-2		k a a								
70-2		t a n e								
75-2		k a a								
114-2		k u b i								
119-2		k i m o								
161-2		g u								
171-2		k a u a								
188-2		g a m a								
196-2		ts o r u								
262-2		h i r u m a								
300-2		h e s o								
313-2		d e								
350-2		s e m a i								
352-2		tɕ i k a i								
396-2		h u r u								
401-2		o s u								
420-2		o tɕ i r u								
424-2		u t a u								
442-2		s i m e r u k								
455-2		i k i t o r u								
22-2		n a i								
24-2		m i a n a								
49-2		o n n g o								
78-2		a b u r a m								
89-2		k e								
149-2		k u r u								
183-2		h i								
192-2		a o i								
250-2		h o k a n o								
264-2		k i r i								
298-2		k e g a u a								
303-2		h a r a a t a								
314-2		m o s i								
354-2		a tɕ tɕ								
369-2		k i r e r u								
376-2		w a r u								
415-2		m u s u b u								
451-2		h o k o r i								
456-2		tɕ u n a								
72-2		n i k u								
80-2		t a m a g o								
104-2		a s i								
118-2		s i dʑ oː								
150-2		n e tɕ e r u								
204-2		i sː a i								
14-3			k o r e							
18-3			d a r e							
35-3			h i t o							
36-3			h u t a t							
48-3			n a g a							
60-3			t o							
63-3			s r a m							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			t i							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m							
98-3			h a n a							
99-3			k u t							
-102-3			s i t a							
103-3			ts u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m u							
132-3			k k u							
