COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
468-1	ŋ a b a			
222-1	ɗ b o b o n e			
208-1	a b u ɾ b u d u			
962-1	a g o ɾ k mʷ			
203-1	a g u d i			
138-1	ʃ ʃ l b			
504-1	ɗ ɔː ʃ a			
662-1	ɓ i d ɗ			
478-1	g oː ɗ ɗ			
409-1	a ɾ e			
410-1	g u n d i			
256-1	ɓ ʔ l e			
622-1	n d u			
546-1	n d u			
547-1	ʃ ə m a ʔ			
847-1	n e n d ə g i			
95-1	b ə ɗ i			
105-1	b mʷ n i			
510-1	b o ʃ a			
951-1	m b ə m a ɾ e			
1116-1	m b ə m a			
149-1	ɓ u dʒ ʔ i			
376-1	ɓ a l i			
815-1	g o ɾ a			
453-1	ɗ u n e			
67-1	ɗ e ʃ e			
47-1	ɗ o k o k a			
869-1	ɗ i ŋ a			
57-1	k ʔ g u			
303-1	g a dʒ ʔ i a			
443-1	g eː ɾ i			
884-1	g u n d i			
166-1	g u n d i			
918-1	a b e ɾ ɪ			
831-1	h ʔ m e			
616-1	b iː e			
84-1	h o ʃ e l e			
346-1	h o h u l u			
601-1	dʒ i g i			
177-1	k ʔ a m a			
341-1	k ʔ o l a			
1066-1	m e n dʒ i ŋ i			
318-1	m oː ʃ i			
241-1	m b m o			
556-1	h a n d u ŋ u			
191-1	ɓ ə m ə l			
458-1	a dʒ ʔ i dʒ ʔ i			
1-1	h a n h i ɾ			
751-1	ɾ o			
864-1	a ŋ o n i			
154-1	a m a n dʒ i			
278-1	a m i l u ʔ			
766-1	ʃ ɔː ɾ a			
251-1	a g g ɾ u			
582-1	o ʔ u n			
6-1	a l i			
1106-1	n g o			
473-1	ə i n n			
1111-1	h a l u			
957-1	m a ɾ e			
41-1	b ʔ o			
24-1	dʒ iː			
25-1	ŋ ʔ ɾ e			
879-1	a b a ɾ a b e d			
837-1	m e ʃ i			
233-1	o ʔ b i o o			
938-1	ɓ n l l			
369-1	a ɾ e			
946-1	ɓ a ŋ g o			
889-1	ɓ ʔ eː eː			
820-1	e ʃ o ɾ e			
438-1	n d e n e			
468-2		l a b a		
222-2		a b o b o ʔ i		
208-2		a b u r b u d u		
962-2		a g o r θ k		
203-2		a g u d i ʔ		
138-2		ʃ i l l		
504-2		ɗ oː ʃ f ŋ e		
662-2		ɓ ʃ d r		
478-2		g o ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ aː l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n ɛ d ɪ g i		
95-2		b ɛ ɗ i		
105-2		b ɛ n i		
510-2		b o ʃ a		
951-2		m b ə m a r e		
1116-2		m b oː m a		
149-2		ɓ u s ʔ i		
376-2		ɓ ɛ l i		
815-2		g o r a		
453-2		ɗ u ɲ e		
67-2		ɗ e ʃ e		
47-2		d o k o l e ŋ		
869-2		ɗ g l a		
57-2		k aː g u		
303-2		g a s ʔ i a		
443-2		g eː r a		
884-2		g u n d ɪ		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ ɛ		
616-2		b iː e		
84-2		h o ʃ a l a		
346-2		h e h o l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f f n r e ŋ e		
318-2		f ɛ ʃ s		
241-2		m b ʃ ʃ		
556-2		h a n d u u		
191-2		ɓ o m b ɪ l		
458-2		a s ʔ i s ʔ i		
1-2		h a n ə i r		
751-2		r o		
864-2		a ŋ o n r		
154-2		a m a n s i		
278-2		a m i l u		
766-2		ʃ oː r a		
251-2		a g ʃ r u		
582-2		u ʔ u ɲ		
6-2		a l i		
1106-2		n g o		
473-2		ɪ e e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s a		
25-2		l a r n		
879-2		a b a r a b ʔ d		
566-2		aː w a w ʔ w ɛ s ʔ ʔ		
742-2		a g u ʔ		
1044-2		ʃ i m b i l u		
13-2		h l h e s i s		
720-2		aː s ɛ l a ʔ		
837-2		m aː ʃ i		
233-2		ɓ i iː o mː		
938-2		ɓ d l l a ŋ		
369-2		a r n		
946-2		ɓ a ŋ g o		
889-2		ɓ nː eː o		
820-2		a ʃ o w e n		
405-2		b ə d e		
134-2		ɓ a ɗ s j e i		
1078-2		m iː h i		
429-2		b o ŋ k ʃ		
187-2		b u s k ʔ e		
438-2		n d e n e		
