ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Dashi	s o ŋ ³¹	s o ŋ ³¹	21
2	Gongxing	s a ŋ ⁴²	s a ŋ ⁴²	21
3	Jinxing	s ʯ ŋ ³¹	s ʯ ŋ ³¹	21
4	Mazhelong	s o ŋ ²¹	s o ŋ ²¹	21
5	ProtoBai	s u ŋ ³	s u ŋ ³	21
6	Tuoluo	s ʯ ŋ ²¹	s ʯ ŋ ²¹	21
7	Ega	ts o ⁵⁵	ts o ⁵⁵	22
8	Enqi	ts a ⁵⁵	ts a ⁵⁵	22
9	Jinman	ts a ⁵⁵	ts a ⁵⁵	22
10	Dashi	ɣ ou ⁴²	ɣ ou ⁴²	43
11	Jinxing	ɣ ou ⁴²	ɣ ou ⁴²	43
12	Mazhelong	ɣ o ⁴²	ɣ o ⁴²	43
13	ProtoBai	ɣ u ⁴	ɣ u ⁴	43
14	Ega	u ⁴²	u ⁴²	44
15	Enqi	u ²¹	u ²¹	44
16	Jinman	u ⁴²	u ⁴²	44
17	Zhoucheng	ou ⁴²	ou ⁴²	44
18	Gongxing	ŋ a ŋ ²⁴	ŋ a ŋ ²⁴	83
19	Zhoucheng	ŋ a ⁴⁴	ŋ a - ⁴⁴	83
20	Enqi	ŋ o ⁴³	ŋ o ⁴³	114
21	Gongxing	ŋ o ⁴²	ŋ o ⁴²	114
22	ProtoBai	ŋ o ³	ŋ o ³	114
23	Ega	pʰ a ⁴⁴	pʰ a ⁴⁴	152
24	Enqi	pʰ a ⁵⁵	pʰ a ⁵⁵	152
25	Gongxing	pʰ a ²⁴	pʰ a ²⁴	152
26	Mazhelong	p ɛ ⁵⁵	p ɛ ⁵⁵	152
27	ProtoBai	pʰ a ¹	pʰ a ¹	152
28	Zhoucheng	p e ³⁵	p e ³⁵	152
29	Dashi	m j ə˞ ³⁵	m j ə˞ - ³⁵	161
30	Enqi	m j a ²⁴	m j a - ²⁴	161
31	Jinxing	m j a n ⁵⁵	m j a n ⁵⁵	161
32	ProtoBai	m j æ ¹	m j æ - ¹	161
33	Tuoluo	ɥ a ŋ ⁵⁵	- ɥ a ŋ ⁵⁵	161
34	Ega	ɲ j a ⁴⁴	ɲ j a ⁴⁴	162
35	Gongxing	ɲ ɥ ɛ ⁵⁵	ɲ ɥ ɛ ⁵⁵	162
36	Jinman	ɲ j o ⁵⁵	ɲ j o ⁵⁵	162
37	Ega	ŋ ɯ ²¹	ŋ ɯ ²¹	170
38	Gongxing	ŋ ɯ ²¹	ŋ ɯ ²¹	170
39	Ega	ɕ i ⁴⁴	ɕ i ⁴⁴	171
40	Gongxing	ɕ i ²⁴	ɕ i ²⁴	171
41	Jinman	ɕ i ⁴⁴	ɕ i ⁴⁴	171
42	Enqi	p i ²⁴	p i ²⁴	172
43	Mazhelong	p ɛ ⁵⁵	p ɛ ⁵⁵	172
44	ProtoBai	p e ¹	p e ¹	172
45	Zhoucheng	p e ³⁵	p e ³⁵	172
46	Dashi	o ⁵⁵	o ⁵⁵	181
47	Zhoucheng	ʯ ⁵⁵	ʯ ⁵⁵	181
48	Enqi	ʔ o ⁵⁵	ʔ o ⁵⁵	184
49	Jinxing	ʔ ʯ ⁴⁴	ʔ ʯ ⁴⁴	184
50	ProtoBai	ʔ o ⁴	ʔ o ⁴	184
51	Enqi	qʰ u ²⁴	qʰ u ²⁴	193
52	Gongxing	qʰ u ⁵⁵	qʰ u ⁵⁵	193
53	Jinman	qʰ u ⁵⁵	qʰ u ⁵⁵	193
54	Mazhelong	kʰ o ⁵⁵	kʰ o ⁵⁵	193
55	ProtoBai	qʰ u ¹	qʰ u ¹	193
56	Zhoucheng	kʰ u ⁵⁵	kʰ u ⁵⁵	193
57	Dashi	k w a ⁴²	k w a ⁴²	200
58	Enqi	q w a ²¹	q w a ²¹	200
59	Gongxing	ɣ w a ²¹	ɣ w a ²¹	200
60	Jinxing	k u ɑ ⁴²	k u ɑ ⁴²	200
61	ProtoBai	ɣ w a ⁴	ɣ w a ⁴	200
62	Tuoluo	g w o ⁴²	g w o ⁴²	200
63	Ega	f e ²²	f e ²²	207
64	Gongxing	pf ɯ ²²	pf ɯ ²²	207
65	Jinman	f ə˞ ²²	f ə˞ ²²	207
66	Tuoluo	f ʯ ³³	f ʯ ³³	207
67	Enqi	p o ²²	p - o ²²	208
68	Mazhelong	p o ²¹	p - o ²¹	208
69	ProtoBai	p j o ²	p j o ²	208
70	Zhoucheng	p o ²¹	p - o ²¹	208
71	Ega	tɕ i ²¹	tɕ i ²¹	249
72	Enqi	ts u ⁴³	ts u ⁴³	249
73	Gongxing	dz u ¹²	dz u ¹²	249
74	Jinman	tɕ i ²¹	tɕ i ²¹	249
75	Dashi	p j ə˞ ⁴⁴	p j ə˞ ⁴⁴	278
76	Enqi	p j æ ⁵⁵	p j æ ⁵⁵	278
77	Jinxing	p j a ⁴⁴	p j a ⁴⁴	278
78	Mazhelong	p j ə˞ ⁴⁴	p j ə˞ ⁴⁴	278
79	ProtoBai	p r æ ⁴	p r æ ⁴	278
80	Zhoucheng	p j ɛ ⁴⁴	p j ɛ ⁴⁴	278
81	Gongxing	tɕ w ɛ ²⁴	tɕ w ɛ ²⁴	280
82	Jinman	tɕ w a ⁵⁵	tɕ w a ⁵⁵	280
83	Tuoluo	ʈʂ w a ⁴²	ʈʂ w a ⁴²	280
84	Dashi	p e ³³	p e ³³	300
85	Jinxing	p ẽ ⁵⁵	p ẽ ⁵⁵	300
86	Mazhelong	pʰ o ⁵⁵	pʰ o ⁵⁵	300
87	ProtoBai	p ɛ ²	p ɛ ²	300
88	Tuoluo	p ɛ ³³	p ɛ ³³	300
89	Zhoucheng	p e ³³	p e ³³	300
90	Enqi	ɕ j a ²⁴	ɕ j a ²⁴	303
91	Jinman	ɕ j a ⁵⁵	ɕ j a ⁵⁵	303
92	Mazhelong	ɕ ə˞ ⁵⁵	ɕ - ə˞ ⁵⁵	303
93	Enqi	x ɯ ²²	x ɯ ²²	304
94	Gongxing	x ɯ ⁴²	x ɯ ⁴²	304
95	Jinman	x ɯ̃ ⁴²	x ɯ̃ ⁴²	304
96	Enqi	m i ²¹	m i ²¹	369
97	Gongxing	m i ¹²	m i ¹²	369
98	ProtoBai	m i ¹	m i ¹	369
99	Zhoucheng	m i ²¹	m i ²¹	369
100	Jinman	tɕ i u ⁴⁴	tɕ i u ⁴⁴	370
101	Mazhelong	ts u ⁴⁴	ts - u ⁴⁴	370
102	Dashi	p i ²¹	p - i - ²¹	441
103	Jinxing	p i ə ²¹	p - i ə ²¹	441
104	Mazhelong	p i ²¹	p - i - ²¹	441
105	ProtoBai	b r i ²	b r i - ²	441
106	Zhoucheng	p i ²¹	p - i - ²¹	441
107	Ega	tɕ ɥ i ²¹	tɕ ɥ i ²¹	442
108	Jinman	tɕ ɥ ẽ ²¹	tɕ ɥ ẽ ²¹	442
109	Ega	tɕʰ u ⁴²	tɕʰ u ⁴²	477
110	Jinman	tɕʰ u ⁴²	tɕʰ u ⁴²	477
111	Jinxing	ts õ ²¹	ts õ ²¹	477
112	Zhoucheng	ts o ²¹	ts o ²¹	477
113	Enqi	t j o ²¹	t j o - ²¹	479
114	Gongxing	dz o ŋ ¹²	- dz o ŋ ¹²	479
