ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	Dashi	m ə˞ ²¹	m ə˞ - ²¹	1
2	Enqi	m æ ²¹	m æ - ²¹	1
3	Gongxing	m æ ¹²	m æ - ¹²	1
4	Jinxing	m a n ²¹	m a n ²¹	1
5	Mazhelong	m ə̃˞ ²¹	m ə̃˞ - ²¹	1
6	ProtoBai	m æ ¹	m æ - ¹	1
7	Tuoluo	m a ³⁵	m a - ³⁵	1
8	Dashi	s o ŋ ³¹	s o ŋ ³¹	21
9	Gongxing	s a ŋ ⁴²	s a ŋ ⁴²	21
10	Jinxing	s ʯ ŋ ³¹	s ʯ ŋ ³¹	21
11	Mazhelong	s o ŋ ²¹	s o ŋ ²¹	21
12	ProtoBai	s u ŋ ³	s u ŋ ³	21
13	Tuoluo	s ʯ ŋ ²¹	s ʯ ŋ ²¹	21
14	Ega	ts o ⁵⁵	ts o ⁵⁵	22
15	Enqi	ts a ⁵⁵	ts a ⁵⁵	22
16	Jinman	ts a ⁵⁵	ts a ⁵⁵	22
17	Dashi	ɣ ou ⁴²	ɣ ou ⁴²	43
18	Jinxing	ɣ ou ⁴²	ɣ ou ⁴²	43
19	Mazhelong	ɣ o ⁴²	ɣ o ⁴²	43
20	ProtoBai	ɣ u ⁴	ɣ u ⁴	43
21	Ega	u ⁴²	u ⁴²	44
22	Enqi	u ²¹	u ²¹	44
23	Jinman	u ⁴²	u ⁴²	44
24	Zhoucheng	ou ⁴²	ou ⁴²	44
25	Gongxing	ŋ a ŋ ²⁴	ŋ a ŋ ²⁴	83
26	Zhoucheng	ŋ a ⁴⁴	ŋ a - ⁴⁴	83
27	Enqi	ŋ o ⁴³	ŋ o ⁴³	114
28	Gongxing	ŋ o ⁴²	ŋ o ⁴²	114
29	ProtoBai	ŋ o ³	ŋ o ³	114
30	Dashi	tɕʰ ə ⁰	tɕʰ - ə ⁰	119
31	Ega	tsʰ i ⁵⁵	tsʰ - i ⁵⁵	119
32	Enqi	tsʰ i ⁵⁵	tsʰ - i ⁵⁵	119
33	Gongxing	tɕʰ i ⁵⁵	tɕʰ - i ⁵⁵	119
34	Jinxing	tɕʰ i ⁵⁵	tɕʰ - i ⁵⁵	119
35	ProtoBai	tsʰ j i ¹	tsʰ j i ¹	119
36	Tuoluo	tɕʰ i ⁵⁵	tɕʰ - i ⁵⁵	119
37	Ega	pʰ a ⁴⁴	pʰ a ⁴⁴	152
38	Enqi	pʰ a ⁵⁵	pʰ a ⁵⁵	152
39	Gongxing	pʰ a ²⁴	pʰ a ²⁴	152
40	Mazhelong	p ɛ ⁵⁵	p ɛ ⁵⁵	152
41	ProtoBai	pʰ a ¹	pʰ a ¹	152
42	Zhoucheng	p e ³⁵	p e ³⁵	152
43	Dashi	m j ə˞ ³⁵	m j ə˞ - ³⁵	161
44	Enqi	m j a ²⁴	m j a - ²⁴	161
45	Jinxing	m j a n ⁵⁵	m j a n ⁵⁵	161
46	ProtoBai	m j æ ¹	m j æ - ¹	161
47	Tuoluo	ɥ a ŋ ⁵⁵	- ɥ a ŋ ⁵⁵	161
48	Ega	ɲ j a ⁴⁴	ɲ j a ⁴⁴	162
49	Gongxing	ɲ ɥ ɛ ⁵⁵	ɲ ɥ ɛ ⁵⁵	162
50	Jinman	ɲ j o ⁵⁵	ɲ j o ⁵⁵	162
51	Ega	ŋ ɯ ²¹	ŋ ɯ ²¹	170
52	Gongxing	ŋ ɯ ²¹	ŋ ɯ ²¹	170
53	Ega	ɕ i ⁴⁴	ɕ i ⁴⁴	171
54	Gongxing	ɕ i ²⁴	ɕ i ²⁴	171
55	Jinman	ɕ i ⁴⁴	ɕ i ⁴⁴	171
56	Enqi	p i ²⁴	p i ²⁴	172
57	Mazhelong	p ɛ ⁵⁵	p ɛ ⁵⁵	172
58	ProtoBai	p e ¹	p e ¹	172
59	Zhoucheng	p e ³⁵	p e ³⁵	172
60	Dashi	o ⁵⁵	o ⁵⁵	181
61	Zhoucheng	ʯ ⁵⁵	ʯ ⁵⁵	181
62	Enqi	ʔ o ⁵⁵	ʔ o ⁵⁵	184
63	Jinxing	ʔ ʯ ⁴⁴	ʔ ʯ ⁴⁴	184
64	ProtoBai	ʔ o ⁴	ʔ o ⁴	184
65	Enqi	qʰ u ²⁴	qʰ u ²⁴	193
66	Gongxing	qʰ u ⁵⁵	qʰ u ⁵⁵	193
67	Jinman	qʰ u ⁵⁵	qʰ u ⁵⁵	193
68	Mazhelong	kʰ o ⁵⁵	kʰ o ⁵⁵	193
69	ProtoBai	qʰ u ¹	qʰ u ¹	193
70	Zhoucheng	kʰ u ⁵⁵	kʰ u ⁵⁵	193
71	Dashi	k w a ⁴²	k w a ⁴²	200
72	Enqi	q w a ²¹	q w a ²¹	200
73	Gongxing	ɣ w a ²¹	ɣ w a ²¹	200
74	Jinxing	k u ɑ ⁴²	k u ɑ ⁴²	200
75	ProtoBai	ɣ w a ⁴	ɣ w a ⁴	200
76	Tuoluo	g w o ⁴²	g w o ⁴²	200
77	Ega	f e ²²	f e ²²	207
78	Gongxing	pf ɯ ²²	pf ɯ ²²	207
79	Jinman	f ə˞ ²²	f ə˞ ²²	207
80	Tuoluo	f ʯ ³³	f ʯ ³³	207
81	Enqi	p o ²²	p - o ²²	208
82	Mazhelong	p o ²¹	p - o ²¹	208
83	ProtoBai	p j o ²	p j o ²	208
84	Zhoucheng	p o ²¹	p - o ²¹	208
85	Ega	tɕ i ²¹	tɕ i ²¹	249
86	Enqi	ts u ⁴³	ts u ⁴³	249
87	Gongxing	dz u ¹²	dz u ¹²	249
88	Jinman	tɕ i ²¹	tɕ i ²¹	249
89	Dashi	p j ə˞ ⁴⁴	p j ə˞ ⁴⁴	278
90	Enqi	p j æ ⁵⁵	p j æ ⁵⁵	278
91	Jinxing	p j a ⁴⁴	p j a ⁴⁴	278
92	Mazhelong	p j ə˞ ⁴⁴	p j ə˞ ⁴⁴	278
93	ProtoBai	p r æ ⁴	p r æ ⁴	278
94	Zhoucheng	p j ɛ ⁴⁴	p j ɛ ⁴⁴	278
95	Gongxing	tɕ w ɛ ²⁴	tɕ w ɛ ²⁴	280
96	Jinman	tɕ w a ⁵⁵	tɕ w a ⁵⁵	280
97	Tuoluo	ʈʂ w a ⁴²	ʈʂ w a ⁴²	280
98	Dashi	p e ³³	p e ³³	300
99	Jinxing	p ẽ ⁵⁵	p ẽ ⁵⁵	300
100	Mazhelong	pʰ o ⁵⁵	pʰ o ⁵⁵	300
101	ProtoBai	p ɛ ²	p ɛ ²	300
102	Tuoluo	p ɛ ³³	p ɛ ³³	300
103	Zhoucheng	p e ³³	p e ³³	300
104	Enqi	ɕ j a ²⁴	ɕ j a ²⁴	303
105	Jinman	ɕ j a ⁵⁵	ɕ j a ⁵⁵	303
106	Mazhelong	ɕ ə˞ ⁵⁵	ɕ - ə˞ ⁵⁵	303
107	Enqi	x ɯ ²²	x ɯ ²²	304
108	Gongxing	x ɯ ⁴²	x ɯ ⁴²	304
109	Jinman	x ɯ̃ ⁴²	x ɯ̃ ⁴²	304
110	Enqi	m i ²¹	m i ²¹	369
111	Gongxing	m i ¹²	m i ¹²	369
112	ProtoBai	m i ¹	m i ¹	369
113	Zhoucheng	m i ²¹	m i ²¹	369
114	Jinman	tɕ i u ⁴⁴	tɕ i u ⁴⁴	370
115	Mazhelong	ts u ⁴⁴	ts - u ⁴⁴	370
116	Dashi	kʰ a ⁴⁴	kʰ a ⁴⁴	423
117	Ega	qʰ o ⁴⁴	qʰ o ⁴⁴	423
118	Enqi	qʰ a ⁵⁵	qʰ a ⁵⁵	423
119	Gongxing	qʰ a ⁵⁵	qʰ a ⁵⁵	423
120	Jinman	qʰ a ⁴⁴	qʰ a ⁴⁴	423
121	Mazhelong	kʰ a ⁴⁴	kʰ a ⁴⁴	423
122	Tuoluo	qʰ ɔ ⁴²	qʰ ɔ ⁴²	423
123	Dashi	p i ²¹	p - i - ²¹	441
124	Jinxing	p i ə ²¹	p - i ə ²¹	441
125	Mazhelong	p i ²¹	p - i - ²¹	441
126	ProtoBai	b r i ²	b r i - ²	441
127	Zhoucheng	p i ²¹	p - i - ²¹	441
128	Ega	tɕ ɥ i ²¹	tɕ ɥ i ²¹	442
129	Jinman	tɕ ɥ ẽ ²¹	tɕ ɥ ẽ ²¹	442
130	Ega	tɕʰ u ⁴²	tɕʰ u ⁴²	477
131	Jinman	tɕʰ u ⁴²	tɕʰ u ⁴²	477
132	Jinxing	ts õ ²¹	ts õ ²¹	477
133	Zhoucheng	ts o ²¹	ts o ²¹	477
134	Enqi	t j o ²¹	t j o - ²¹	479
135	Gongxing	dz o ŋ ¹²	- dz o ŋ ¹²	479
136	ProtoBai	d r o ŋ ¹	d r o ŋ ¹	479
137	Tuoluo	d j o ŋ ³⁵	d j o ŋ ³⁵	479
138	Dashi	f ʯ̃ ⁵⁵	f ʯ̃ - ⁵⁵	490
139	Enqi	f o ²⁴	f o - ²⁴	490
140	Gongxing	pf u ŋ ⁵⁵	pf u ŋ ⁵⁵	490
141	Jinxing	f ʯ̃ ⁵⁵	f ʯ̃ - ⁵⁵	490
142	Tuoluo	f ə̃˞ ⁵⁵	f ə̃˞ - ⁵⁵	490
143	Zhoucheng	f ʯ ⁵⁵	f ʯ - ⁵⁵	490
144	Ega	x õ ⁵⁵	x õ ⁵⁵	491
145	Jinman	x õ ⁵⁵	x õ ⁵⁵	491
146	Mazhelong	pʰ e n ⁵⁵	pʰ - e n ⁵⁵	492
147	ProtoBai	pʰ j u ŋ ¹	pʰ j u ŋ ¹	492
148	Dashi	f o ⁴⁴	f - o ⁴⁴	501
149	Ega	x u ⁴⁴	- x u ⁴⁴	501
150	Enqi	f o ²⁴	f - o ²⁴	501
151	Jinxing	f ʯ ⁴⁴	f - ʯ ⁴⁴	501
152	ProtoBai	p j u ⁴	p j u ⁴	501
153	Tuoluo	f ə˞ ⁴²	f - ə˞ ⁴²	501
154	Zhoucheng	f ʯ ⁴⁴	f - ʯ ⁴⁴	501
155	Gongxing	ʐ i ²¹	ʐ i ²¹	502
156	Jinman	ʐ ə˞ ⁴²	ʐ ə˞ ⁴²	502
157	Dashi	f ʯ ⁴²	f - ʯ ⁴²	523
158	Enqi	f o ²¹	f - o ²¹	523
159	Gongxing	b v u ²¹	b v u ²¹	523
160	Jinxing	f ʯ ⁴²	f - ʯ ⁴²	523
161	Mazhelong	pʰ əɯ ⁴²	pʰ - əɯ ⁴²	523
162	ProtoBai	b j o ⁴	b j o ⁴	523
163	Tuoluo	v ə˞ ⁴²	v - ə˞ ⁴²	523
164	Ega	u ⁴²	u ⁴²	524
165	Jinman	u ²¹	u ²¹	524
166	Zhoucheng	ʯ ⁴²	ʯ ⁴²	524
167	Dashi	kʰ o ³³	kʰ - o ³³	545
168	Jinxing	kʰ ʯ ³¹	kʰ - ʯ ³¹	545
169	ProtoBai	kʰ r o ³	kʰ r o ³	545
170	Zhoucheng	kʰ ʯ ³³	kʰ - ʯ ³³	545
171	Ega	tsʰ ɛ ⁴⁴	tsʰ ɛ ⁴⁴	546
