COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
159	n j ɔ̰ ⁴²		m j ɛ ³				m j a̰ ⁴
445	l a̰ ŋ k ⁴²					h l au ŋ	
240			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
363	t a̰ ḭ ʔ ⁵³	t ḭ ²³	d a ŋ ²				d a ŋ ⁴³
53			dʒ ɔ ʔ ³	dʒ o ʔ ³²			
110	s a n ³		s ɨ ⁵		ʃ e ʔ		tʃʰ ɪ ŋ ⁵³
377	t ɔ̰ ⁴⁵		d ɔ ³⁴	t o̰ ʔ ⁵			t ɔ̰ ⁵⁴
422				w a ⁵⁴			w a ŋ ³¹
419				kʰ e ʔ ⁵⁴		kʰ dʒʷ eː	
304				k a̰ ŋ ³²		kʰ a ɲ	
547			l o ŋ ⁵¹	l au ŋ ³		l au ŋ	
393	kʰ u ŋ ³					h au k	kʰ ɔ k ³²
365	t a̰ ḭ ⁵³		d e ʔ ³¹	d a ⁴³			t a̰ ḭ ⁵³
533			m au ²			h m au ŋ	m a ³²
349	d u k ⁴²		d o k ³	d au t ⁴²			
383			ʔ a ²				ʔ a ²
155			dʒ ɛ ⁵				d z u ŋ ³
81			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
429	tsʰ a ʔ ⁴¹		dʒ oi ʔ ⁵			s w eː	
168	b a p ³¹		b ai t ³²	b e ʔ ²¹		p a k	
428				s a t ⁵⁴	ʃ w ai ʔ ³¹	s u t	s ʊ t ⁵⁴
233	n j a̰ ŋ ⁵			m a̰ ⁴			m j a̰ ŋ ³²
387		ŋ w ɛ̰ ʔ		ŋ ḭ ʔ ⁵			ŋ a̰ p ⁵⁴
575	tʃʰ a ³		tʃʰ ɛ ⁵³				dʒ u ŋ ⁵²
287			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
372			m au ʔ ³¹	m o̰ k ⁵⁴			m a̰u ⁵²
526		p a ²³	b ɔ ⁴	b o ³⁵			
459	kʰ a t ⁵²		kʰ a̰i ʔ ⁵¹				kʰ a t ⁵⁴
554	dʒ ṵ a̰ t ⁵⁴		dʒ w e ʔ ⁵³				
317	m ɔ t ⁴²		m oi ʔ ³				
269		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
396	m ɛ ³	m a̰ ³	m ə ³	m ə ²			
513			g o ŋ ⁵	k au ŋ ³			
299		p ṵ ⁵²		b au ²			b u ³¹
320				d z o ³²		ʔ a ŋ	d z a ŋ ³¹
167	n ə ³		n ə ³²	n ə ²			
201					s ɛ	s w aː	
528	l au ʔ ³¹	l u ²³		l a̰ k ⁵³			
552			l e ³²	l a ⁵		l eː	l ai ⁵³
258	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
250					sʰ i ³¹	s eː	ʃ i ⁵³
384	l a ŋ ⁵		l a ŋ ³	l a ²⁵			l a ŋ ³⁴
433			j ø k ³			r w i k	
324	j a p ⁴²		j æ p ³				v a p ⁵
32	t ḭ ³²	p i ³	b i ³²				
537			g ə ⁵	g ə ²		kʷ a	
420			m j ũ ³	m j u ŋ ⁵⁴		m j aːu	
368				h o k ⁵⁴		h a ts	
266	j ɛ̰ n ⁴		j o k ³	j a̰ m ³²			j a̰ ŋ ³
263			d z u ⁴	d z o ³²			dʒ ə ³
10			w ɔ ⁵¹		w a ʔ ⁵⁵	r w a	
153	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
123			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
497						t u t	d ɔ t ⁵⁴
545	dʒ w ɛ ʔ ⁵²		dʒ ø m ³²	dʒ o ⁵		tsʷ a t	
514	w i ³⁴					w a	
310	k j ɔ̰ p ⁵³					tsʷ a p	dʒ ɔ p ⁵⁴
191	k ṵ k ⁵⁴		g o k ⁵³			k a m	k ṵ ʔ ⁵
131	ŋ a t ³¹		ŋ ai t ³	n a ³²			ŋ a t ³²
178						k au k	g ɔ k ⁴
316	k j ḛ ḭ ³		g e ³¹			k j a ɲ	g i ⁵³
531	tsʰ au ⁵		tsʰ au ³	tsʰ o ʔ ⁵⁴			
130	dʒ j æ p ⁴²		g j æ p ³	ɣ e ʔ ³			
261	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
461				p j ḛ ⁵⁴		pʰ j a k	
254		ɣ ɛ ⁵²	j e ⁴	ɣ e ²			
158	b au ³				p u ³¹	p w iː	b au ³¹
74			ʃ i ⁵		s i ³¹		ʃ ɪ ³
339				l a p ³²			l ʊ p ³
265				ʔ o k ⁴²			ʔ a̰u ⁵³
549	dʒ a m ³		dʒ æ m ⁵⁴				
318			d z ɔ ³				dʒ ɔ ⁵³
14			l æ̰ p ⁵³			h l j a p	l a̰ p ⁴
115	dʒ ɔ ³		d z ə ⁴³				
118				m j a ŋ ³²			m ɔ ³
109	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
226	tʃʰ o ʔ ⁵³		tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	tʃʰ ə ⁵
412	t a̰u ⁵			t o̰ k ⁵⁴			
436	tsʰ a m ³	x a m ³				tsʰ a m	
61				tʰ a ⁴		t aːu	
