COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2646		h a ŋ j a				h a ŋ j a		
2445		t̪ a m tʃ u				t̪ a m tʃ u		
2422	j a k p o		j a k p o					
1906	u ɲ u	u ɲ u m o		u ɲ u		u ɲ u		
2063		tʰ a kʰ u				tʰ a kʰ u		
2		a ʃ i			a ʃ i		a ʃ i	
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
2055					u kʰ e n		u kʰ e n	
136					g e tʃ i k	g e tʃ i	g e tʃ i k	
2407					pʰ a kʰ e n		pʰ a kʰ e n	
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
1918					o tʰ u g a ŋ p u	u t u g a m p u	u t g a m b u	
2312		g o tʃ u				g o tʃ u		
580	b l a s a							b l a s a
2379			tʰ i ŋ kʰ u		tʰ i ŋ kʰ ə n	tʰ i ŋ kʰ u	tʰ i ŋ kʰ ə n	tʰ i ŋ m a n
728	tʰ a ŋ p u							tʰ a ŋ p u
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
2200	n a d̪ o k l a			n a d̪ o k tʃʰ a m				n a h a d o k p a n
2608					j a m l o k		j a m l o k	
2492		ʃ e ʃ u				ʃ e ʃ u		
1264				z o ɾ				z o ɾ
1959	u ɲ u	u ɲ u b a g m o		u ɲ u b a				
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
1879	tʃʰ e r tʃʰ e r			tʃʰ e r tʃʰ e r				
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
445	n a ɾ i k o l							n a ɾ i k o l
5						dʒ a ŋ		dʒ a ŋ
2635		ʃ i ɾ i	ʃ i r i l a		ʃ i r a		ʃ i r a	
856			k j a k p a				k j a k p a	
1603		r a	r a		ɾ u	r a	ɾ u	
153	l i ʃ i ŋ			l i ʃ i ŋ				
2338	ɲ o ɾ l a	ɲ u r tʃ u				j u r tʃ u	ɲ u r kʰ ə n	
2323						kʰ o d̪ i l o		kʰ o l o
2638		p e t̪ a r				b e t̪ a r		
1878	j u ŋ m u	j u ŋ b u	j u ŋ b u			j u ŋ b u		j u ŋ b u
2491					pʰ a kʰ e n		pʰ aː kʰ e n	
863	s e		s e	s e				
72	d̪ a n		d̪ a n			d̪ a n		
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
1941	u t u	u tʰ u	u tʰ u	u tʰ u				
1807			tʃʰ i n l a			tʃʰ i n l a		
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
2249			z o g j a k b o		z o k j a kʰ e n	z o g j a k b o	z o k j a kʰ e n	z o g j a k b o
2404	pʰ a l o		pʰ a w o					pʰ a l o
864		g o ŋ			g o ŋ			
2588		kʰ u	kʰ u		kʰ u	kʰ u	kʰ u	
