COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	m j j ŋ						
19-1	n j ʔ						
44-1	l u ʔ ³						
50-1	tʃʰ ai ŋ ³						
62-1	s ai k ⁵						
70-1	b a n ⁵						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ u ³						
122-1	m j u ʔ ³						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ⁵						
133-1	n au ³						
135-1	n au ŋ						
142-1	d z i ³						
143-1	ŋ ɔ̰ ʔ ⁵						
149-1	ʔ u ³						
152-1	ŋ u ³						
157-1	p u ³						
183-1	ʔ u ⁵						
184-1	n u ʔ ⁵						
185-1	tsʰ a n						
189-1	m j ɔ ʔ ³						
192-1	n ɔ ³						
195-1	n a ³						
200-1	kʰ a n ³						
216-1	s ai ŋ ³						
218-1	l a ʔ ³						
225-1	s ai ŋ ³						
235-1	kʰ j ei						
244-1	s w j ³						
253-1	m j ŋ						
270-1	m j ⁵						
278-1	m a ŋ ŋ						
279-1	w a ʔ						
285-1	j ai m ³						
308-1	d j a ³						
322-1	m i ⁵						
325-1	kʰ au ʔ						
337-1	m j a ŋ ³¹						
341-1	d z ɔ						
347-1	ʃ u k ⁵						
362-1	j j ʔ						
391-1	j a d ³						
394-1	m ɔ ʔ ³						
397-1	tʃʰ i t						
443-1	m j ṵ d ⁵						
460-1	s a ʔ ⁴²						
463-1	w j ʔ						
464-1	ʔ u ŋ ³						
473-1	s u m ³						
476-1	kʰ j u k ⁵						
481-1	tsʰ a ³						
494-1	k j ⁴³						
496-1	j j ai ŋ						
516-1	w ɛ ³						
522-1	n ɔ ʔ ³						
523-1	pʰ j ɨu ³						
524-1	n a ³						
540-1	kʰ u ⁴³						
3-1	b j j ³						
6-1	g j ³						
7-1	dʒ a m ³						
20-1	n a p ³						
51-1	ŋ w n ³						
64-1	g u ŋ ŋ						
65-1	g u ʔ						
66-1	d z u						
71-1	ʃ i ³						
