COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4895						ɲ i ⁵⁵			ɲ i ⁵⁵
6950					ts o ³¹			dz ɿ ³¹	
1743	p i ²¹						p i ³¹		
1541			pʰ ĩ ⁴⁴			pʰ i ⁵⁵	p ĩ ⁵⁵		
5578	tʰ ɤ ⁴²		tʰ ɤ ³¹			tʰ ɤ ³¹			tʰ ɤ ³¹
3041	m ɯ ⁵⁵		m ɯ ⁵⁵	m ɯ ⁵⁵			m u ⁵⁵		m ɯ ⁵⁵
4604		k ɯ ³¹	k u ³¹			k ɯ ³¹			k ɯ ³¹
4530	ʈʂ ɯ ³¹	ts ɯ ³¹	ts ɯ ³¹	ts ɯ ²¹	ɖ ɯ ³¹			dz ɯ ³¹	ts ɯ ³¹
5946	ŋ ɤ ⁴⁴							ŋ ɤ ⁴⁴	
6471	ts ɿ ⁴⁴				ʈʂ æ ⁵⁵				
6066								ŋ w e ³³	w e ³³
5229						s e ³²			s e ⁴²
3626	ʈʂ w ɛ ⁵⁵							ts w ɛ ⁵⁵	
1218						kʰ ɔ ⁵⁵			kʰ ɔ ⁵⁵
4560				k u ⁴⁴			kʲ ɛ ³⁵	k ɛ ³³	
1748			k w ã ⁵⁵	k w ã ⁵⁵					
5183					ts ɿ ³³	tɕ i ³³			
6320	pʰ i ³¹	pʰ ĩ ³¹		pʰ ĩ ³¹		pʰ i ³¹		pʰ i ³¹	pʰ i ³¹
4070						ts ɿ ³³	tɕ ɿ ³³		ts ɿ ³³
3302	j ɔ ³³	j ɔ ³³	j o ³³			j ɔ ³³	j ɔ ³³	j ɔ ³³	
4943					ʈ õ ²¹		ts ɔ ⁴²		
6486	j ɔ ⁴²	j ɔ̃u ⁴²	j õ ⁴²	j ɔ̃ ⁴²			j ɛ̃ ²¹	j ɔ ⁴²	
1175		k w ã ³⁵	k w ã ⁵⁵				k w ã ³⁵	kʰ ao ⁵⁵	
2342				tɕʰ ɛ ⁴⁴			tɕʰ ɛ̃ ²¹		ts a ⁴⁴
4531		j õ ²¹		j ɔ ²¹			j ã ³¹	j o ²¹	j o ²¹
2340	ɔ ³¹	u ³¹	õ ²¹	ɔ̃ ²¹		o ²¹			ɔ ²¹
3874	t ɯ ²¹	t ɯ ²¹	t ɛ ²¹	t j ɯ ³¹	ts ɯ ³¹			t ɯ ²¹	
3762		k ẽ ⁴²			tɕ a ⁴²		tɕ ɛ̃ ⁴²		
1522								ɕ ɛ ⁴⁴	s e ⁴⁴
6058	n a ⁵⁵	n a ⁵⁵	n a ⁵⁵				n a ⁵⁵	n a ⁵⁵	
5540	ɣ ɔ ³¹	ɣ ɔ ²¹							
3537			ã ³³	ã ⁴⁴					
300				kʰ o ⁵⁵		kʰ ɔ ⁵⁵			
6876		kʰ w ɔ ³⁵							k w a ⁴⁴
3042	t ɯ ²¹	t ɯ ⁵⁵	t ɯ ²¹	t j ɯ ²¹		t ɯ ²¹	t ou ³¹		
958			m a ²¹	m a ²¹					
4456	ɲ i ²¹	j ĩ ²¹	j ĩ ²¹						ɲ i ²¹
253	j ɯ ⁴⁴	j ɯ̃ ⁴⁴	j ɯ̃ ⁴⁴					j ɯ ⁴⁴	
4573	tɕʰ u ³¹					tɕʰ ɔ ³³	tsʰ u ³¹	tɕʰ u ³¹	tɕʰ o ³¹
3115				k a ⁴⁴	q u ⁵⁵			k u ³³	
5589	k u ²¹	k u ²¹	k ou ²¹	k u ³³	q u ⁵⁵				
1710					m ɔ ³³	m ɯ ³³	m e ³³		m ɔ ³³
5512	kʲ e ³⁵							k ɛ ³³	
1582		l i ⁵⁵		l ɛ ³¹		l i ³¹			
2730			ɣ ɯ ⁴²	ɣ ɯ ⁴²	ɣ ɯ ⁴²			ɣ ɯ ⁴²	
1317		j ɛ̃ ³⁵	j ɯ̃ ⁵⁵						j i ⁵⁵
3760	t ɯ ⁴⁴		t ɯ ⁴⁴	t ɯ ⁴⁴		t ɯ ⁴⁴		t ɯ ⁴⁴	t ɯ ³³
6062				t ã ⁵⁵	t ɔ ⁴⁴	t a ⁴⁴			t ɔ ⁵⁵
3625	u ⁵⁵					o ⁵⁵	u ⁵⁵	w u ⁵⁵	o ⁵⁵
925	t ɯ ⁴²	t ɯ ⁴²	t ɯ ⁴²						t ɯ ⁴²
6047	n a ⁵⁵	n a ⁵⁵	n a ⁵⁵	n a ⁵⁵			n a ⁵⁵	n a ⁵⁵	
3415							j ɛ̃ ³³	j ɛ ³³	
5401	tʰ u ³³	tʰ u ³³	tʰ u ³³	tʰ u ³³					
3413					m i ³¹			m i ³³	
927				k a ⁵⁵	q a ⁵⁵				
2184	ŋ o ³³		ɤ̃ ³³		ŋ ɤ̃ ³³	ŋ ɤ ³³		ŋ u ³³	
441			s ɤ̃ ³¹	s ɔ̃ ⁴²	s õ ³¹				
6168	n ɯ ³¹							n ɯ ³¹	
419			ts ɿ ³³						ts ɿ ³³
6547							kʰ w e ³¹		kʰ w e ³¹
663						j i ³¹			j i ³¹
2991		f ɤ ³³	f ɤ ³³						
1277			x ɯ̃ ³³					x ɯ ³³	x ɯ ³⁵
6006			s w a ⁴⁴						s w a ⁴⁴
6406		k u ³³				k u ³³			k u ³³
6993						s e ⁴⁴		ɕ ɛ ⁴⁴	s e ⁴⁴
967	n i ⁵⁵	n i ³⁵	n i ⁵⁵	n i ⁵⁵					
2195	s ɔ ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴⁴	ɕ i ⁴⁴			s ɤ ⁴⁴		
4159	tɕʰ i ⁵⁵	tɕʰ i ³³					tɕ ĩ ³⁵		ts ɿ ³³
4056						tɕ j ɛ ³³	j ĩ ³³		tɕ j ɛ ³³
4894			ɕ o ²¹	ɕ o ³¹					
214	x ɔ ³¹		x u ³¹	x ɔ ³³	x ẽ ⁵⁵	x a ⁴²	x w e ³³		
6618		ɣ ɔu ²¹	ɣ ou ²¹				ɣ ɔ ²¹		
4877				k ɯ ⁵⁵	k ɯ ⁴⁴				
3781		kʰ a ⁴⁴		kʰ a ⁴⁴					
4110	ɲ i ⁴⁴				ɲ i ³³	ɲ i ⁴⁴	n i ⁴⁴	ɲ i ⁴⁴	ɲ ɯ ⁴⁴
3044		tɕ a ⁵⁵				tʰ a ⁵⁵	tɕ ĩ ³⁵	ts ɯ ⁴⁴	
6898		k w ɔ ³⁵				k w ɔ ³⁵	k w ɔ ³⁵	k w ɔ ⁵⁵	
4976				t e ⁴⁴				d ɛ ³³	
5287				ɕ ĩ ⁴⁴		ɕ i ³⁵			
1777		j ĩ ³³	j ĩ ³³				j ɔ ³³		
1822						p i ²¹			p i ³¹
5592			n ɯ ²¹	n i ²¹		n ɯ ²¹	n ou ²¹		n ɯ ²¹
2293	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁵⁵	ɕ i ⁴⁴				ɕ i ⁵⁵	
1815	k ɛ ³⁵			k u ⁵⁵	q ɔ ⁵⁵		kʲ ɛ ³⁵	k ɛ ³⁵	
5550						ŋ ɯ ²¹			ŋ ɯ ²¹
6916				l a ⁴²					l a ⁴²
660	t w a ³¹	t w a ³¹	t w a ³¹				t w e ³³	t w a ³¹	
5077					t ɯ ⁵⁵			t ɯ ³³	
2468	f e ³⁵								f e ³⁵
3668				k a ⁴⁴					tɕ a ⁴⁴
