COGID	dutch	english	french	german
-588	p l ɑ t			p l a t
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
919	s t uː l			ʃ t uː l
3	h ɔ f			h oː f
816	l oː n			l oː n
1193	b r eː t			b r ai t
1240	h iː l	h iː l		
2216	v l øː ɣ ə l			f l yː ɡ ə l
1447	b oː m			b au m
2159	k r ɔ p			k r ɔ pf
1144	k aː l			k aː l
1267	n iː r			n iː r ə
1836	k ɑ l m	k ɑː m		
1948	s l ɔ t			ʃ l ɔ s
1333		n ɪ ə r		n aː ə
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1719	h ɛ k			ɡ ə + h eː ɡ ə
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
111	k ɪ n t			k ɪ n t
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
877	w eː ɣ ə			v iː ɡ ə n
-1337	v ɔ r k	f ɔː k		
727	m ɑ n			m a n
685		t aɪ m	t ɑ̃	
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
1389			ʃ o z	z a x ə
137	s p r ɪ ŋ ə			ʃ p r ɪ ŋ ə n
1586	w ɛ r k + t œy x			v ɛ r k + ts ɔy k
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
635	v ɛ r v ə			f ɛ r b ə n
27	v l eː s			f l ai ʃ
108	m ɛɪ s j ə			m ɛː t x ə n
758	l ʉ x t			l ʊ f t
205	ɑ r m + b ɑ n t			a r m + b a n t
127	v eː			v iː
995	v l ɛ x t ə			f l ɛ x t ə n
287	t ɑu w			t au
305	p aː l			pf aː l
1848	r ʉ n t			r ɪ n t + f iː
30	l ɛɪ m			l ai m
1562	v eː l			f iː l
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
2000	b l ɑ t			b l a t
864		s aɪ d		z ai t ə
1295	h aː v ə r			h aː f ə r
1638	k oː p ə r	k ɔ p ə r		
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
52	b ɑ k + s t eː n			b a k + ʃ t ai n
-78	p ɛɪ m + b oː m	p aɪ n		
7	w oː n ə			v oː n ə n
1568	w ɛɪ n ə x			v eː n ɪ x
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
855	l aː x	l əʊ		
1571	m eː n ə x t ə			m ɛ ŋ ə
268	d ɛɪ	θ aɪ		
2192	k uː	k aʊ		
1972	d eː l			t ai l
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
528	j øː k			j ʊ k ə n
1509	s n ɔ t	s n ɔ t		
2051	h eː m ə l			h ɪ m ə l
1199	s l œy j ə r			ʃ l ai ə r
517	p aː r t			pf eː r t
1188	n ɑu w	n æ r əʊ		
319	s t ɛ r v ə			ʃ t ɛ r b ə n
721			p ɛ ʀ	eː ə
2107	h ɑ r k			h a r k ə
1518	s p ɪ ts			ʃ p ɪ ts ə
1648	s m eː d ə			ʃ m iː d ə n
314	d oː d ə			t ɶː t ə n
-2270	r ɛ s t ə			r ɛ s t
1052	z ɛɪ			z iː
684	t ɛɪ t			ts ai t
162	aː d ə l aː r			aː d l ə r
1397	h ɑu d ə			b ə + h a l t ə n
638	m aː l ə			m aː l ə n
1918	d oː r + s n ɛɪ d ə			ʃ n ai d ə n
1065			t y	d uː
-1259	d iː n eː	d ɪ n ə r		
801		f r ɔ ɡ		f r ɔ ʃ
1912	s t ɛ r k			ʃ t a r k
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
783		r əʊ d	ʀ u t	
311	l ɛɪ k			l ai x + n aː m
1530	k oː n ɛɪ n			k a n iː n + x ə n
1317	r ɔ t	r ɔ t n̩		
1556	x eː w ə			ɡ a f ə n
337	k aː p	k eɪ p		
427	w ɑu t			v a l t
1666	v l ɑ k t ə			f l ɛ x ə
260	m uː			m yː d ə
-445		f æ m ə l ɪ		f a m iː l iː ə
837	b l ɛɪ v ə			b l ai b ə n
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
1799	k n oː p			k n ɔ pf
672	d eː k ə			d ɛ k ə
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
514	h ɛ ŋ s t			h ɛ ŋ s t
1300	x ɛ r s t			ɡ ɛ r s t ə
2219	v ə r + z aː m ə l ə			z a m ə l n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
-1021	m uː r ɑ s			m oː r a s t
1024	aː d ə r			aː d ə r
1264	s x ɪ l ə			ʃ ɛː l ə n
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1921	s l aː n			ʃ l aː ɡ ə n
347	t w eː d ə			ts v ai t ə
-2	t ɛ n t	t ɛ n t		
566	k l ɪ m ə	k l aɪ m		
1892	x ɪ f			ɡ ɪ f t
1204	v iː r + k ɑ n t			f iː r + ɛ k
736	v r ɑu w			f r au
1608	b ɔ r s t			b r ʊ s t
1254	h aː r t			h eː r t
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
590	s ɔ k	s ɔ k		
716		b ɑː k		b ɔ r k ə
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
642	b ɑu w ə			b au ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
586	k r aː x			k r aː ɡ ə n
630	v ɑ ŋ ə			f a ŋ ə n
785	w iː l	w iː l		
2125	w ɪ k ə l ə			v ɪ k ə l n
330	z w ɑ ŋ ə r			ʃ v a ŋ ə r
122	d iː r			t iː r
2097		h əʊ		h a k ə
271		l eɪ z ɪ		l ɛ s ɪ x
874	m ɑ n	əʊ l d + m æ n		
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
612	b eː n			b ai n
1895		h iː l		h ai l ə n
1343	k ɪ n t			k ɪ n t
1548	aː d ə m ə			aː t m ə n
243	d yː r			t ɔy ə r
850	t ɔ p	t ɔ p		
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
-306	p ɔ s t	p əʊ s t		
431	k l ɪ ŋ k			k l ɪ ŋ k ə
51		b r ɪ k	b ʀ i k	
1047	b r ɔ n			b r ʊ n ə n
1720	b uː r			b au ə r
2144	k œy k ə	tʃ ɪ k ɪ n		
2208	h ɑ k ə			ts ɛ r + h a k ə n
2105		r eɪ k		r ɛ x ə n
2202	r ɑ m	r æ m		
232	k oː p ə			k au f ə n
2253	k ɛ r v ə	k ɑː v		
2038	n ɪ x t			n ɪ x t ə
1669	b ɛ r x			b ɛ r k
1865	x ə + z ɪ x t			g e + z ɪ x t
1909	x ə + z ɔ n t			ɡ ə + z ʊ n t
20	k l ɛɪ n			k l ai n
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
166	v oː ɣ ə l			f oː ɡ ə l
1696	w ɛ r p ə			v ɛ r f ə n
838		s t eɪ	ʀ ɛ s t e	
1181	m ʉ ts			m ʏ ts ə
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1431	d r aː ɣ ə			t r aː ɡ ə n
782	w ɛ x			v ɛ k
1644	x iː t ə			ɡ iː s ə n
1553	h uː s t ə			h ʊ s t ə n
-1041	r iː v iː r	r ɪ v ə r		
931	k aː r s			k eː r ts ə
-2035		k ʌ z n̩		k uː z iː n ə
1002	k l ɛɪ	k l eɪ		
885	d eː l ə			au s + t ai l ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
393	k ɑu w ə			k au ə n
940	m aː x			m aː ɡ ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1681	d ɑ l			t aː l
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
184	b ə + t aː l ə			b ə + ts aː l ə n
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
293	d ɑ k			d a x
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
164	x iː r			ɡ ai ə r
100	v r ɑu w			f r au
-1161	l ɛɪ n	l aɪ n		
1222	aː n + s t eː k ə			a n + ʃ t ɛ k ə n
2091	b ə + w aː r ə			b ə + v aː r ə n
-1158	b ɑ l	b ɔː l		
1191		b uː t	b ɔ t	
2228	h ɑ l s			h a l s
1851		f l əʊ		f l iː s ə n
2016		f r aɪ	f ʀ i ʀ	
1861	s x eː d ə l			ʃ ɛː d ə l
-1785	x r aː n	ɡ r eɪ n		
186	s x ʉ l t			ʃ ʊ l t
2001		l iː f		l au p
1212	r oː k			r au x
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
-2290	s t ɔ f			ʃ t ɔ f
-425	r ɔ ts	r ɔ k		
1408	n eː m ə			n eː m ə n
2111	x r aː v ə			ɡ r aː b ə n
1821	r ʉ x			r ʏ k ə n
