COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
4294		j ɔ ɣ ɔ					j ɔ g ɔ				j o					
115	ɔ j̃	ɔ j̃														
3467				ɛː					ɛː							
3921	t a n d a	t a l a														
1944					tʃ i r e					tʃ i lː iː				tʃ i r u		
4314	m	m										m ɛː				
4536				b ɛː					b ɛː			b ɛː				
3360									dʒ aː				dʒ aː			dʒ aː
5707	t oː						n̩ d o									
2007	j	j̃														
525					t a dʒ u			t a dʒ i								
1129				o m n o					o m d o							
5690	i s oː	i s eː					i s e									
5143				n i					n i			n u				
5645													n eː		n ɔː	
548						o n dʒ uː					u n dʒ i					
3638	m	m														
3665						n o							n ɔ			
2994	d u w a	d u w ɔ							t i w ɛ							
4714					k oː l o			k oː l o								
4389										tʃ ɛ b d ɛ					tʃ ɛ b z ɛ	
3776					t aː ŋ g u			t aː ŋ g a								
5359				tʃ ɛː						tʃ ɛ						
2286					u n a			u n a			u n a					
1153				n u w̃ o					n u w̃ o							
5141	u s u	u s u					u s i									
1209				r̃ a												l a
468														d u n u	d o n u	
2373			k ɔ dʒ i					k ɔ dʒ i								
5144				n iː					n iː							
5286													s ɔː			s ɔː
2561													n d a		n d ɛ	
5482						ɛ ŋ g u			u ŋ g u							
1276				tʃ ɛ w ɛ								k ɛ w ɛ				
4522						p ɛ g ɛ	p ɛ r g ɛ									
5035	k ɔː r ɔ j										k ɔ l ɔ w̃					
3258								j o g o			j o g e					
4187						ɲ ɛ ŋ g o				ɲ ɛ ŋ g ɛ						
3924				m a t ĩː					m o t ĩː							
1945						p i r i					p i r i					
2375					ŋ g e	ŋ g o					ŋ g e					
3014					n aː g a			nʷ aː								
3842		g u							g u							
5865			g u b a					g u b a								
345		k u w o					k u w o									
96					j ɛː			j ɛ								
4461	j̃	j̃														
1544													j oː			j oː
1824			g e n i		g e n i			g e n i								
2558									s u g u					s u t u		
954					a l e			a l e								
2927					t a l a						t a n a					
2517					d ɔ ŋ g a							d o g u	t u g o			
2676													t i j ɛ		t i j a	
5739												d iː	d iː			d iː
5198	m	m														
2866					g j ɛː			g i j ɛ								
2698				ɔ g u			ɔ g i						ɔ g u			
3470													iː j ɛ			j eː
5864		g a m dʒ a		g a m ɲ u					g a m dʒ a							
1667		d u g u														d u g u
5983			w a j a		w a j a			w a j a								
2734	o s u											s uː				
5320			p ɔ n d ɛ		p o dʒ e			p ɔ n t ɛ								
5393												dʒ i j e	g i j e		z i j e	
5587					p u r u g e			p u r g u								
4981		s u s u													s u m z u	
5020							ɛː		ɛ							
1863	m	m														
2477				d a r̃ a											d a r̃ a	
4649		e w					e w									
60	a r	a r														
981						j e g e							j e g e			
3286					w a l a			w a l a								
4163										tʃ i n aː			t a nː aː		dʒ e ɲ u	
2395				j e r i								j e r ĩ				j e r
3389	a j aː	a j aː												a j̃ a		
1500	g oː m	g oː m														
4007	ɔ r̃ ɔ	ɔ r̃ ɔ														
5498			k a b a l a		k a b a			k a b a l a								
2550		b a ŋ g i								b a ŋ g i						
2779									b a w̃ u r̃ u			b a w̃ u	b a n u			
5712					t u n d u		t u n d i		d iː n dʒ i							
450										dʒ e n dʒ e					dʒ e n dʒ u	
5956	p e m b i						p e m b i									
5450				k a m a								k a m a				k a m a
4982		n iː							n iː							
5448		p ɔ t ɔ							p ɔ t ɔ		p ɔ r ɔ					
1644	ɔ w̃ m	ɔ w							ɔ w							
3625									d ɛː g ɛ							d i g ɛ
2353			t o r i					t o r i								
4610		g oi					g o									
3356	ɲ ɛ j̃	ɲ ɛ j̃														
431				k a m ɲ a												k ɛ m ɲ ɛ
4421	t i j ɛ	t i j ɛ														
4384				k o w								k oː		k o w		
4117	k e s u	tʃ e s u					k eː s i									
1476					k o l o			k u l u								
5023											t eː n i		t e nː e			t e n ɛ
5846	o s o s oː	oː s o														
281					b a ŋ g ũː			p a ŋ̍								
3483			m i n dʒ i l i					m i n dʒ i l i								
5769	z uː									z u g o					z u w o	
1156													j i m ɛ			j i w̃ ɛ
246									n ɔː						n ɔ	
4054													b i n dʒ e			b i ɲ ɛ
3071			d u g ɛ								t ɔ g ɔ				t o g o	
1171				dʒ ãː								dʒ aː				
4151	g i m b e r e						g o m b o r o									
2617	k i j a	tʃ i j a					k i r a									
3591						m ɔː					m ɔː					
3340			b iː ŋ g e					b iː ŋ g o			b iː ŋ g o					
2674									i r e				g i n ɛ			g ɛ r̃ ɛ
3533		m oː									ɔ m ɔ					
4364							t i ŋ i					t i ŋ ɛ				
768									w o s o							w o dʒ o
4444					r e			r e								
120													u n d ɔ			u n ɔ
2888													j o ŋ o l o			j u ŋ o l o
179				dʒ e j									dʒ o j̃			
913					w eː			w eː								
2287						i n e							ɛ n ɛ		ʔ ə n ɛ	
3285				a n											a n	
892													p a t r ɔ		b a d u	
1294		g ɔ̃ː m										g u m o				
1530									p eː r e					p e r e		
4506								n s ĩː							s ĩː	
