ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	JiarongSouthernSandong	ⁿd j eu ¹	ⁿd j eu ¹	1
2	JiuqianSouthernSandong	d əu ¹	d - əu ¹	1
3	Pandong	d j əu ¹	d j əu ¹	1
4	RenliEasternSandong	ⁿd j u ¹	ⁿd j u ¹	1
5	SanjiangEasternSandong	ⁿd j u ¹	ⁿd j u ¹	1
6	ShuigenCentralSandong	d j u ¹	d j u ¹	1
7	ShuiweiSouthernSandong	d j u ¹	d j u ¹	1
8	ShuiyaoSouthernSandong	ⁿd j u ¹	ⁿd j u ¹	1
9	TangnianYangAn	ⁿd j u ¹	ⁿd j u ¹	1
10	TangzhouWesternSandong	d j u ¹	d j u ¹	1
11	TingpaiWesternSandong	d j au ¹	d j au ¹	1
12	ZhongheCentralSandong	d j eu ¹	d j eu ¹	1
13	JiuqianSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	2
14	ShuigenCentralSandong	ȶ i n ¹	ȶ i n ¹	2
15	ShuiweiSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	2
16	TangzhouWesternSandong	ȶ ə n ¹	ȶ ə n ¹	2
17	TingpaiWesternSandong	ȶ a n ¹	ȶ a n ¹	2
18	ZhongheCentralSandong	ȶ ə n ¹	ȶ ə n ¹	2
19	AntangWesternSandong	ȶ ə n ¹	ȶ ə n ¹	21
20	DujiangEasternSandong	ȶ ə n ¹	ȶ ə n ¹	21
21	JiarongSouthernSandong	ȶ i n ¹	ȶ i n ¹	21
22	JiuqianSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	21
23	ShuigenCentralSandong	ȶ i n ¹	ȶ i n ¹	21
24	TangzhouWesternSandong	ȶ ə n ¹	ȶ ə n ¹	21
25	TingpaiWesternSandong	ȶ a n ¹	ȶ a n ¹	21
26	ZhongheCentralSandong	ȶ ə n ¹	ȶ ə n ¹	21
27	JiaoliPandong	d aːu ¹	d aːu ¹	23
28	ShuiweiSouthernSandong	t aːu ¹	t aːu ¹	23
29	BanliangYangAn	ŋ a m ¹	ŋ a m ¹	67
30	DujiangEasternSandong	ŋ a m ¹	ŋ a m ¹	67
31	JiaoliPandong	ŋ a m ¹	ŋ a m ¹	67
32	JiuqianSouthernSandong	ŋ a m ¹	ŋ a m ¹	67
33	RenliEasternSandong	ŋ a m ¹	ŋ a m ¹	67
34	SanjiangEasternSandong	ŋ a m ¹	ŋ a m ¹	67
35	ShuigenCentralSandong	ŋ a m ¹	ŋ a m ¹	67
36	TangnianYangAn	ŋ a m ¹	ŋ a m ¹	67
37	TangzhouWesternSandong	ŋ a m ¹	ŋ a m ¹	67
38	ZhongheCentralSandong	ŋ a m ¹	ŋ a m ¹	67
39	JiarongSouthernSandong	q a ¹	q a ¹	68
40	ShuiyaoSouthernSandong	q a ¹	q a ¹	68
41	JiarongSouthernSandong	ȶ u ¹	ȶ u ¹	69
42	Pandong	ȶ u ¹	ȶ u ¹	69
43	ShuiweiSouthernSandong	ȶ u ¹	ȶ u ¹	69
44	ShuiyaoSouthernSandong	ȶ u ¹	ȶ u ¹	69
45	TingpaiWesternSandong	ȶ u ¹	ȶ u ¹	69
46	Pandong	q u m ¹	q u m ¹	70
47	ShuiweiSouthernSandong	q a m ¹	q a m ¹	70
48	AntangWesternSandong	k a m ¹	k a m ¹	106
49	DujiangEasternSandong	k a m ¹	k a m ¹	106
50	JiaoliPandong	k a m ¹	k a m ¹	106
51	JiuqianSouthernSandong	k a m ¹	k a m ¹	106
52	RenliEasternSandong	k a m ¹	k a m ¹	106
53	SanjiangEasternSandong	k a m ¹	k a m ¹	106
54	ShuigenCentralSandong	k a m ¹	k a m ¹	106
55	ShuiweiSouthernSandong	k a m ¹	k a m ¹	106
56	TingpaiWesternSandong	k a m ¹	k a m ¹	106
57	ZhongheCentralSandong	k a m ¹	k a m ¹	106
58	TangnianYangAn	t u ŋ ¹	t u ŋ ¹	108
59	TangzhouWesternSandong	t u ŋ ¹	t u ŋ ¹	108
60	AntangWesternSandong	l j eu ¹	l j eu ¹	136
61	DujiangEasternSandong	l j eu ¹	l j eu ¹	136
62	JiaoliPandong	l j u ¹	l j u ¹	136
63	Pandong	l j əu ¹	l j əu ¹	136
64	RenliEasternSandong	l j eu ¹	l j eu ¹	136
65	SanjiangEasternSandong	l j eu ¹	l j eu ¹	136
66	ShuigenCentralSandong	l j eu ¹	l j eu ¹	136
67	TangzhouWesternSandong	l j eu ¹	l j eu ¹	136
68	TingpaiWesternSandong	l j eu ¹	l j eu ¹	136
69	ZhongheCentralSandong	l j eu ¹	l j eu ¹	136
70	BanliangYangAn	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
71	JiarongSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
72	JiuqianSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
73	ShuiweiSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
74	ShuiyaoSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
75	TangnianYangAn	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
76	JiaoliPandong	m j u ¹	m j u ¹	169
77	JiuqianSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
78	ShuiweiSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
79	ShuiyaoSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
80	TangnianYangAn	m j u ¹	m j u ¹	169
81	RenliEasternSandong	k a ¹	k a ¹	172
82	SanjiangEasternSandong	k a ¹	k a ¹	172
83	RenliEasternSandong	p aː ŋ ¹	p aː ŋ ¹	173
84	SanjiangEasternSandong	p aː ŋ ¹	p aː ŋ ¹	173
85	ShuigenCentralSandong	j aːu ¹	j aːu ¹	174
86	ShuiweiSouthernSandong	j aːu ¹	j aːu ¹	174
87	TangnianYangAn	j aːu ¹	j aːu ¹	174
88	TangzhouWesternSandong	j aːu ¹	j aːu ¹	174
89	Pandong	ⁿd ai ¹	ⁿd ai ¹	204
90	TangzhouWesternSandong	ˀd aːi ¹	ˀd aːi ¹	204
91	ZhongheCentralSandong	ˀd aːi ¹	ˀd aːi ¹	204
92	AntangWesternSandong	ȶʰ i ¹	ȶʰ i ¹	225
93	BanliangYangAn	ȶʰ i ¹	ȶʰ i ¹	225
94	TangnianYangAn	ȶʰ i ¹	ȶʰ i ¹	225
95	DujiangEasternSandong	h j a ŋ ¹	h j a ŋ ¹	226
96	TangzhouWesternSandong	ɕ a ŋ ¹	ɕ - a ŋ ¹	226
97	ZhongheCentralSandong	ɕ a ŋ ¹	ɕ - a ŋ ¹	226
98	JiaoliPandong	ɕ i ¹	ɕ i ¹	227
99	Pandong	ɕ i ¹	ɕ i ¹	227
100	JiarongSouthernSandong	ts j aː ŋ ¹	ts j aː ŋ ¹	228
101	JiuqianSouthernSandong	ts j aː ŋ ¹	ts j aː ŋ ¹	228
102	RenliEasternSandong	ȶ aː ŋ ¹	ȶ - aː ŋ ¹	228
103	SanjiangEasternSandong	ȶ a ŋ ¹	ȶ - a ŋ ¹	228
104	ShuigenCentralSandong	ts j aː ŋ ¹	ts j aː ŋ ¹	228
105	ShuiweiSouthernSandong	ȶ a ŋ ¹	ȶ - a ŋ ¹	228
106	ShuiyaoSouthernSandong	ts j aː ŋ ¹	ts j aː ŋ ¹	228
107	AntangWesternSandong	tʰ j e p ¹	tʰ j e p ¹	255
108	BanliangYangAn	tʰ i p ¹	tʰ - i p ¹	255
109	JiarongSouthernSandong	tʰ j e p ¹	tʰ j e p ¹	255
110	JiuqianSouthernSandong	tʰ j e p ¹	tʰ j e p ¹	255
111	Pandong	tʰ j e p ¹	tʰ j e p ¹	255
112	ShuigenCentralSandong	tʰ j e p ¹	tʰ j e p ¹	255
113	TangnianYangAn	tʰ i p ¹	tʰ - i p ¹	255
114	TangzhouWesternSandong	tʰ i p ¹	tʰ - i p ¹	255
115	TingpaiWesternSandong	tʰ j a p ¹	tʰ j a p ¹	255
116	ZhongheCentralSandong	tʰ j e p ¹	tʰ j e p ¹	255
117	JiaoliPandong	tʰ əː t ¹	tʰ - əː t ¹	258
118	SanjiangEasternSandong	tʰ j e t ¹	tʰ j e t ¹	258
119	RenliEasternSandong	l ə t ¹	l ə t ¹	259
120	ShuiweiSouthernSandong	l ə t ¹	l ə t ¹	259
121	JiaoliPandong	q au ¹	q au ¹	291
122	RenliEasternSandong	q o ¹	q o ¹	291
123	SanjiangEasternSandong	q ə ¹	q ə ¹	291
124	AntangWesternSandong	n̥ a ¹	n̥ a ¹	343
125	BanliangYangAn	n̥ a ¹	n̥ a ¹	343
126	SanjiangEasternSandong	ȵ ui ¹	ȵ ui ¹	343
127	TangnianYangAn	n̥ a ¹	n̥ a ¹	343
128	TangzhouWesternSandong	n̥ a ¹	n̥ a ¹	343
129	ZhongheCentralSandong	n̥ a ¹	n̥ a ¹	343
130	BanliangYangAn	kʰ a m ¹	kʰ - a m ¹	344
131	DujiangEasternSandong	h j a m ¹	h j a m ¹	344
132	JiaoliPandong	h j a m ¹	h j a m ¹	344
133	ShuigenCentralSandong	ɕ a m ¹	ɕ - a m ¹	344
134	ShuiweiSouthernSandong	qʰ a m ¹	qʰ - a m ¹	344
135	ShuiyaoSouthernSandong	qʰ a m ¹	qʰ - a m ¹	344
136	TangnianYangAn	ɕ a m ¹	ɕ - a m ¹	344
137	TangzhouWesternSandong	ɕ a m ¹	ɕ - a m ¹	344
138	TingpaiWesternSandong	ɕ a m ¹	ɕ - a m ¹	344
139	ZhongheCentralSandong	ɕ a m ¹	ɕ - a m ¹	344
140	Pandong	h j ã ¹	h j ã - ¹	348
141	RenliEasternSandong	h j aː ŋ ¹	h j aː ŋ ¹	348
142	SanjiangEasternSandong	h a ¹	h - a - ¹	348
143	AntangWesternSandong	n̥ o ¹	n̥ o ¹	401
144	BanliangYangAn	n̥ o ¹	n̥ o ¹	401
145	DujiangEasternSandong	n̥ o ¹	n̥ o ¹	401
146	JiarongSouthernSandong	n̥ o ¹	n̥ o ¹	401
147	JiuqianSouthernSandong	n̥ o ¹	n̥ o ¹	401
148	ShuigenCentralSandong	n̥ o ¹	n̥ o ¹	401
149	ShuiweiSouthernSandong	n̥ o ¹	n̥ o ¹	401
150	ShuiyaoSouthernSandong	n̥ o ¹	n̥ o ¹	401
151	TangnianYangAn	n̥ o ¹	n̥ o ¹	401
152	TangzhouWesternSandong	n̥ o ¹	n̥ o ¹	401
153	TingpaiWesternSandong	n̥ o ¹	n̥ o ¹	401
154	ZhongheCentralSandong	n̥ o ¹	n̥ o ¹	401
155	JiaoliPandong	h̃ o ¹	h̃ o ¹	402
156	RenliEasternSandong	h o ¹	h o ¹	402
157	SanjiangEasternSandong	h õ ¹	h õ ¹	402
158	AntangWesternSandong	pʰ a ¹	pʰ a ¹	434
159	DujiangEasternSandong	pʰ a ¹	pʰ a ¹	434
160	JiaoliPandong	pʰ a ¹	pʰ a ¹	434
161	JiarongSouthernSandong	pʰ a ¹	pʰ a ¹	434
162	JiuqianSouthernSandong	pʰ a ¹	pʰ a ¹	434
163	RenliEasternSandong	pʰ a ¹	pʰ a ¹	434
164	SanjiangEasternSandong	pʰ a ¹	pʰ a ¹	434
165	ShuigenCentralSandong	pʰ a ¹	pʰ a ¹	434
166	ShuiweiSouthernSandong	pʰ a ¹	pʰ a ¹	434
167	ShuiyaoSouthernSandong	pʰ a ¹	pʰ a ¹	434
168	ZhongheCentralSandong	pʰ a ¹	pʰ a ¹	434
169	BanliangYangAn	ȶʰ o t ¹	ȶʰ o t ¹	435
170	TangnianYangAn	ȶʰ o t ¹	ȶʰ o t ¹	435
171	TangzhouWesternSandong	ȶʰ o t ¹	ȶʰ o t ¹	435
172	TingpaiWesternSandong	ȶʰ o t ¹	ȶʰ o t ¹	435
173	AntangWesternSandong	t u ŋ ¹	t u ŋ ¹	470
174	BanliangYangAn	t u ŋ ¹	t u ŋ ¹	470
175	RenliEasternSandong	t u ŋ ¹	t u ŋ ¹	470
176	ShuiweiSouthernSandong	t u ŋ ¹	t u ŋ ¹	470
177	TingpaiWesternSandong	t u ŋ ¹	t u ŋ ¹	470
