ID	DOCULECT	TOKENS	ALIGNMENT	COGID
1	JiarongSouthernSandong	ⁿd j eu ¹	ⁿd j eu ¹	1
2	JiuqianSouthernSandong	d əu ¹	d - əu ¹	1
3	Pandong	d j əu ¹	d j əu ¹	1
4	RenliEasternSandong	ⁿd j u ¹	ⁿd j u ¹	1
5	SanjiangEasternSandong	ⁿd j u ¹	ⁿd j u ¹	1
6	ShuigenCentralSandong	d j u ¹	d j u ¹	1
7	ShuiweiSouthernSandong	d j u ¹	d j u ¹	1
8	ShuiyaoSouthernSandong	ⁿd j u ¹	ⁿd j u ¹	1
9	TangnianYangAn	ⁿd j u ¹	ⁿd j u ¹	1
10	TangzhouWesternSandong	d j u ¹	d j u ¹	1
11	TingpaiWesternSandong	d j au ¹	d j au ¹	1
12	ZhongheCentralSandong	d j eu ¹	d j eu ¹	1
13	JiuqianSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	2
14	ShuigenCentralSandong	ȶ i n ¹	ȶ i n ¹	2
15	ShuiweiSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	2
16	TangzhouWesternSandong	ȶ ə n ¹	ȶ ə n ¹	2
17	TingpaiWesternSandong	ȶ a n ¹	ȶ a n ¹	2
18	ZhongheCentralSandong	ȶ ə n ¹	ȶ ə n ¹	2
19	AntangWesternSandong	ȶ ə n ¹	ȶ ə n ¹	21
20	DujiangEasternSandong	ȶ ə n ¹	ȶ ə n ¹	21
21	JiarongSouthernSandong	ȶ i n ¹	ȶ i n ¹	21
22	JiuqianSouthernSandong	ȶ ə n ¹	ȶ ə n ¹	21
23	ShuigenCentralSandong	ȶ i n ¹	ȶ i n ¹	21
24	TangzhouWesternSandong	ȶ ə n ¹	ȶ ə n ¹	21
25	TingpaiWesternSandong	ȶ a n ¹	ȶ a n ¹	21
26	ZhongheCentralSandong	ȶ ə n ¹	ȶ ə n ¹	21
27	AntangWesternSandong	d aːu ¹	d aːu ¹	22
28	BanliangYangAn	t aːu ¹	t aːu ¹	22
29	DujiangEasternSandong	d aːu ¹	d aːu ¹	22
30	JiaoliPandong	t au ¹	t au ¹	22
31	JiarongSouthernSandong	t aːu ¹	t aːu ¹	22
32	JiuqianSouthernSandong	t aːu ¹	t aːu ¹	22
33	Pandong	d aːu ¹	d aːu ¹	22
34	RenliEasternSandong	ⁿd aːu ¹	ⁿd aːu ¹	22
35	SanjiangEasternSandong	ⁿd aːu ¹	ⁿd aːu ¹	22
36	ShuigenCentralSandong	d aːu ¹	d aːu ¹	22
37	ShuiweiSouthernSandong	t au ¹	t au ¹	22
38	ShuiyaoSouthernSandong	ⁿd aːu ¹	ⁿd aːu ¹	22
39	TangnianYangAn	d aːu ¹	d aːu ¹	22
40	TangzhouWesternSandong	d aːu ¹	d aːu ¹	22
41	TingpaiWesternSandong	d aːu ¹	d aːu ¹	22
42	ZhongheCentralSandong	d aːu ¹	d aːu ¹	22
43	JiaoliPandong	d aːu ¹	d aːu ¹	23
44	ShuiweiSouthernSandong	t aːu ¹	t aːu ¹	23
45	AntangWesternSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
46	BanliangYangAn	j aːi ¹	- j aːi ¹	50
47	DujiangEasternSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
48	JiaoliPandong	j aːi ¹	- j aːi ¹	50
49	JiuqianSouthernSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
50	Pandong	j aːi ¹	- j aːi ¹	50
51	RenliEasternSandong	j aːi ¹	- j aːi ¹	50
52	SanjiangEasternSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
53	ShuigenCentralSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
54	ShuiweiSouthernSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
55	ShuiyaoSouthernSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
56	TangnianYangAn	j aːi ¹	- j aːi ¹	50
57	TangzhouWesternSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
58	TingpaiWesternSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
59	ZhongheCentralSandong	ʔ j aːi ¹	ʔ j aːi ¹	50
60	BanliangYangAn	ŋ a m ¹	ŋ a m ¹	67
61	DujiangEasternSandong	ŋ a m ¹	ŋ a m ¹	67
62	JiaoliPandong	ŋ a m ¹	ŋ a m ¹	67
63	JiuqianSouthernSandong	ŋ a m ¹	ŋ a m ¹	67
64	RenliEasternSandong	ŋ a m ¹	ŋ a m ¹	67
65	SanjiangEasternSandong	ŋ a m ¹	ŋ a m ¹	67
66	ShuigenCentralSandong	ŋ a m ¹	ŋ a m ¹	67
67	TangnianYangAn	ŋ a m ¹	ŋ a m ¹	67
68	TangzhouWesternSandong	ŋ a m ¹	ŋ a m ¹	67
69	ZhongheCentralSandong	ŋ a m ¹	ŋ a m ¹	67
70	JiarongSouthernSandong	q a ¹	q a ¹	68
71	ShuiyaoSouthernSandong	q a ¹	q a ¹	68
72	JiarongSouthernSandong	ȶ u ¹	ȶ u ¹	69
73	Pandong	ȶ u ¹	ȶ u ¹	69
74	ShuiweiSouthernSandong	ȶ u ¹	ȶ u ¹	69
75	ShuiyaoSouthernSandong	ȶ u ¹	ȶ u ¹	69
76	TingpaiWesternSandong	ȶ u ¹	ȶ u ¹	69
77	Pandong	q u m ¹	q u m ¹	70
78	ShuiweiSouthernSandong	q a m ¹	q a m ¹	70
79	AntangWesternSandong	k a ¹	k a ¹	89
80	BanliangYangAn	k a ¹	k a ¹	89
81	DujiangEasternSandong	k a ¹	k a ¹	89
82	JiaoliPandong	k a ¹	k a ¹	89
83	JiarongSouthernSandong	k a ¹	k a ¹	89
84	JiuqianSouthernSandong	k a ¹	k a ¹	89
85	Pandong	k a ¹	k a ¹	89
86	RenliEasternSandong	k a ¹	k a ¹	89
87	SanjiangEasternSandong	k a ¹	k a ¹	89
88	ShuigenCentralSandong	k a ¹	k a ¹	89
89	ShuiweiSouthernSandong	k a ¹	k a ¹	89
90	TangnianYangAn	k a ¹	k a ¹	89
91	TangzhouWesternSandong	k a ¹	k a ¹	89
92	TingpaiWesternSandong	k a ¹	k a ¹	89
93	ZhongheCentralSandong	k a ¹	k a ¹	89
94	AntangWesternSandong	k a m ¹	k a m ¹	106
95	DujiangEasternSandong	k a m ¹	k a m ¹	106
96	JiaoliPandong	k a m ¹	k a m ¹	106
97	JiuqianSouthernSandong	k a m ¹	k a m ¹	106
98	RenliEasternSandong	k a m ¹	k a m ¹	106
99	SanjiangEasternSandong	k a m ¹	k a m ¹	106
100	ShuigenCentralSandong	k a m ¹	k a m ¹	106
101	ShuiweiSouthernSandong	k a m ¹	k a m ¹	106
102	TingpaiWesternSandong	k a m ¹	k a m ¹	106
103	ZhongheCentralSandong	k a m ¹	k a m ¹	106
104	TangnianYangAn	t u ŋ ¹	t u ŋ ¹	108
105	TangzhouWesternSandong	t u ŋ ¹	t u ŋ ¹	108
106	AntangWesternSandong	m j u ¹	m j u ¹	120
107	BanliangYangAn	m j u ¹	m j u ¹	120
108	DujiangEasternSandong	m j u ¹	m j u ¹	120
109	JiaoliPandong	m j u ¹	m j u ¹	120
110	JiuqianSouthernSandong	ˀm j u ¹	ˀm j u ¹	120
111	Pandong	m j u ¹	m j u ¹	120
112	RenliEasternSandong	m j u ¹	m j u ¹	120
113	SanjiangEasternSandong	m j u ¹	m j u ¹	120
114	ShuigenCentralSandong	m j u ¹	m j u ¹	120
115	ShuiweiSouthernSandong	ˀm j u ¹	ˀm j u ¹	120
116	ShuiyaoSouthernSandong	ˀm j u ¹	ˀm j u ¹	120
117	TangnianYangAn	m j u ¹	m j u ¹	120
118	TangzhouWesternSandong	m j u ¹	m j u ¹	120
119	TingpaiWesternSandong	m j u ¹	m j u ¹	120
120	ZhongheCentralSandong	m j u ¹	m j u ¹	120
121	AntangWesternSandong	l j eu ¹	l j eu ¹	136
122	DujiangEasternSandong	l j eu ¹	l j eu ¹	136
123	JiaoliPandong	l j u ¹	l j u ¹	136
124	Pandong	l j əu ¹	l j əu ¹	136
125	RenliEasternSandong	l j eu ¹	l j eu ¹	136
126	SanjiangEasternSandong	l j eu ¹	l j eu ¹	136
127	ShuigenCentralSandong	l j eu ¹	l j eu ¹	136
128	TangzhouWesternSandong	l j eu ¹	l j eu ¹	136
129	TingpaiWesternSandong	l j eu ¹	l j eu ¹	136
130	ZhongheCentralSandong	l j eu ¹	l j eu ¹	136
131	BanliangYangAn	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
132	JiarongSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
133	JiuqianSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
134	ShuiweiSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
135	ShuiyaoSouthernSandong	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
136	TangnianYangAn	ɣ aː ŋ ¹	ɣ aː ŋ ¹	137
137	AntangWesternSandong	s ui ¹	s ui ¹	153
138	BanliangYangAn	s ui ¹	s ui ¹	153
139	DujiangEasternSandong	s ui ¹	s ui ¹	153
140	JiaoliPandong	s ui ¹	s ui ¹	153
141	JiuqianSouthernSandong	s ui ¹	s ui ¹	153
142	Pandong	s ui ¹	s ui ¹	153
143	RenliEasternSandong	s ui ¹	s ui ¹	153
144	SanjiangEasternSandong	s ui ¹	s ui ¹	153
145	ShuigenCentralSandong	s ui ¹	s ui ¹	153
146	ShuiweiSouthernSandong	s ui ¹	s ui ¹	153
147	ShuiyaoSouthernSandong	s ui ¹	s ui ¹	153
148	TangnianYangAn	s ui ¹	s ui ¹	153
149	TangzhouWesternSandong	s ui ¹	s ui ¹	153
150	TingpaiWesternSandong	s ui ¹	s ui ¹	153
151	ZhongheCentralSandong	s ui ¹	s ui ¹	153
152	JiaoliPandong	m j u ¹	m j u ¹	169
153	JiuqianSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
154	ShuiweiSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
155	ShuiyaoSouthernSandong	ˀm j u ¹	ˀm j u ¹	169
156	TangnianYangAn	m j u ¹	m j u ¹	169
157	RenliEasternSandong	k a ¹	k a ¹	172
158	SanjiangEasternSandong	k a ¹	k a ¹	172
159	RenliEasternSandong	p aː ŋ ¹	p aː ŋ ¹	173
160	SanjiangEasternSandong	p aː ŋ ¹	p aː ŋ ¹	173
161	ShuigenCentralSandong	j aːu ¹	j aːu ¹	174
162	ShuiweiSouthernSandong	j aːu ¹	j aːu ¹	174
163	TangnianYangAn	j aːu ¹	j aːu ¹	174
164	TangzhouWesternSandong	j aːu ¹	j aːu ¹	174
165	AntangWesternSandong	t j a ŋ ¹	t j a ŋ ¹	186
166	BanliangYangAn	t j a ŋ ¹	t j a ŋ ¹	186
167	DujiangEasternSandong	t j a ŋ ¹	t j a ŋ ¹	186
168	JiaoliPandong	t j a ŋ ¹	t j a ŋ ¹	186
169	JiarongSouthernSandong	t j a ŋ ¹	t j a ŋ ¹	186
170	JiuqianSouthernSandong	t j a ŋ ¹	t j a ŋ ¹	186
171	RenliEasternSandong	t j a ŋ ¹	t j a ŋ ¹	186
172	SanjiangEasternSandong	t j a ŋ ¹	t j a ŋ ¹	186
173	ShuigenCentralSandong	t j a ŋ ¹	t j a ŋ ¹	186
174	ShuiweiSouthernSandong	t j a ŋ ¹	t j a ŋ ¹	186
175	ShuiyaoSouthernSandong	t j a ŋ ¹	t j a ŋ ¹	186
176	TangnianYangAn	t j a ŋ ¹	t j a ŋ ¹	186
177	TangzhouWesternSandong	t j a ŋ ¹	t j a ŋ ¹	186
178	TingpaiWesternSandong	t j a ŋ ¹	t j a ŋ ¹	186
179	ZhongheCentralSandong	t j a ŋ ¹	t j a ŋ ¹	186
180	AntangWesternSandong	ˀm ai ¹	ˀm ai ¹	203
181	BanliangYangAn	m i ¹	m i ¹	203
182	DujiangEasternSandong	ˀm ai ¹	ˀm ai ¹	203
183	JiaoliPandong	m ai ¹	m ai ¹	203
184	JiarongSouthernSandong	ˀm ai ¹	ˀm ai ¹	203
185	JiuqianSouthernSandong	ˀm ai ¹	ˀm ai ¹	203
186	Pandong	m ai ¹	m ai ¹	203
