COGID	Albanian	English	French	German	Latin
560-1	j j u				
438-1	r r				
1222-1	u				
353-1	p i ʃ				
201-1	r				
20-1	u r				
503-1	u j				
957-1	n				
728-1	l a g ʃ				
244-1	n u m				
289-1	n u				
911-1	u u r r				
724-1	t ə r				
145-1	d t				
992-1	ʃ				
1181-1	r				
741-1	r ə r				
560-2		w ɪ t ə			
438-2		r r			
1222-2		s			
353-2		p ɑ s			
201-2		s n			
20-2		s ɔ r			
503-2		p ɪ u n			
957-2		ə n			
728-2		l au ŋ			
244-2		n o d			
289-2		n u t			
911-2		r ə r t			
724-2		s ɑ n			
145-2		t u			
992-2		s ə			
706-2		s			
106-2		p ɛ ð ə r			
741-2		p			
421-2		b l ə s			
227-2		f ɪ t			
560-3			v ɛ		
438-3			d		
1222-3			a ɛ		
353-3			p u s		
201-3			p u		
20-3			d r		
503-3			p		
957-3			a		
728-3			l ɛ		
244-3			n r		
289-3			n u t		
911-3			r r r		
724-3			d r		
145-3			d ɛ		
992-3			k ɛ		
1181-3			k ɑ̃ n		
706-3			a		
106-3			f ɔ r		
741-3			p r		
421-3			f l ø		
227-3			f		
560-4				v i t	
438-4				r r	
1222-4				e	
353-4				f e z	
201-4				f e n	
20-4				a r	
503-4				f oi ə n	
957-4				ʃ n	
728-4				l u n	
244-4				n aː m ə n	
289-4				n aː n	
911-4				r r ts t n	
724-4				d e s	
145-4				ts aː ə	
992-4				h	
1181-4				h a n	
706-4				r n	
106-4				f e t ə r	
421-4				f l u z ə	
227-4				f e ts	
560-5					w e m i
438-5					o r o
1222-5					o e i
353-5					p e d i o
201-5					p oː n i
20-5					p e o e
503-5					p o l e
957-5					n n
728-5					l a n gʷ
244-5					n a m o n
289-5					n a w
911-5					r a e d eː
724-5					s r e d
145-5					d e n
992-5					s o
1181-5					k o n t o
706-5					o l d
106-5					p e t r
741-5					p r d e
421-5					f l o d e
227-5					p e t
