COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə lː a																		
112-1	d a b ə n a																		
331-1	n ɨ g a s																		
377-1	b ə kʼ ə																		
381-1	ʔ a d																		
417-1	r ə j																		
451-1	s ə b a																		
454-1	ʔ a s ə r																		
484-1	s ɨ kʼ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s a																		
593-1	ʔ a m ɨ s																		
640-1	m a n																		
1-1	d ə b ə r ə																		
65-1	tʼ ə b																		
212-1	ʔ ə n																		
244-1	ʔ a r b ə																		
248-1	m ə lː a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a																		
408-1	b ə ʔ a																		
414-1	d ə b a a																		
601-1	ʔ ə rː ə ə																		
642-1	n ɨ f a s																		
60-1	n ə fː ə s ə																		
115-1	ʔ ə m a																		
209-1	s ə m ɨ																		
242-1	ʔ a mː ɨ s t																		
415-1	j ɨ n a b																		
450-1	j ə r																		
490-1	tʼ ə b a																		
638-1	s ɨ r ə																		
645-1	kʼ a m																		
160-1	t ə r ə a																		
208-1	ʔ ɨ n a ə a																		
214-1	ʔ a b																		
378-1	ʔ a n dʒː ə t																		
379-1	j ə t ə																		
409-1	ʔ ə t ə r ə																		
598-1	ə																		
646-1	ʔ a n ə																		
210-1	j ə a ə																		
215-1	ʔ a t b ə a																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ə g ə r																		
380-1	ʔ a n a a																		
412-1	s a ʔ a n																		
64-1	d a ə																		
67-1	w ɨ rː																		
251-1	f ə r																		
294-1	m ɨ a																		
597-1	ʔ ə m ə ə																		
7-1	ʔ a m dʒː a																		
158-1	kʼ ə m i s																		
372-1	ə n f ə r																		
374-1	b ə dʒː ə ə ə																		
375-1	s ə b																		
411-1	a ə r a s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə m a m a																		
113-1	b u n a																		
330-1	kʼ ə lː d																		
448-1	kʼ ə d a n s ə n b ə																		
449-1	ʔ a s ə																		
491-1	d ɨ n dʒː ə t																		
596-1	n ə dʒː ə																		
4-1	dʒː ə n j ə																		
8-1	a ə b ə t ə																		
106-1	m ə s a																		
290-1	ʔ a g ə j ə																		
489-1	b ə tʃʼ b b a a																		
602-1	m ɨ n																		
2-1	ɨ lː ə																		
3-1	ʔ ɨ rː ə																		
213-1	ʔ a r a s																		
486-1	n ə fː ə kʼ ə																		
647-1	t ə t a																		
10-1	tʼ ɨ r																		
110-1	tʼ a kʼ a																		
152-1	ʔ a ə																		
211-1	m ɨ s ə t																		
328-1	s ə kʼ ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a n b ə s a																		
410-1	a r ə																		
540-1	b a																		
109-1	g ə n tʃʼ ə																		
153-1	w ə w ə ʃː ə																		
250-1	a ə a ə																		
289-1	lː ɨ bː																		
326-1	m ə o																		
594-1	g ɨ j																		
154-1	f ə rː ə s ə																		
245-1	ə a ə ʔ ə																		
247-1	ʔ ɨ n a u r a r i t																		
286-1	tʃʼ ə g ə r																		
643-1	dʒː ə																		
62-1	f ə h a																		
288-1	r ɨ ʔ a s																		
416-1	r ə ʔ ɨ h																		
5-1	g ə b s																		
61-2		d ə m																	
63-2		k a tʼ ɨ m																	
107-2		g a m ə a																	
112-2		d a m ə n a																	
331-2		n ɨ g ə s																	
377-2		b ə ə ə ə																	
381-2		k a d																	
417-2		r ə j																	
451-2		s ə b a																	
454-2		k a tʃ ɨ r																	
484-2		s ɨ k ɨ s																	
535-2		k a s ɨ r																	
543-2		s ə s																	
593-2		k a m ɨ s																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		tʼ ɨ b																	
163-2		s ə g ə																	
212-2		k ə n																	
244-2		k a r b ə																	
248-2		m ə ə a																	
293-2		f ə r ə s																	
373-2		ʃ ɨ m a																	
408-2		b ə rː ə																	
414-2		d ə b a a																	
