COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
21	n uː					n a u			n uː	
426		k a m a r u		k a m u						
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
59	ʔʲ u		iː o	u o		i z o	e o	u o	ʔ i j u	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
128			k a ɴ ts u		k a m i ts u k u		k a m u	k a m i ts u k u		k a m i ts u k u
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
401	ʔ u s u r i	o s u	o i s		o s u	u s ɨ	o s u	o s u	ʔ u ɕ u ɴ	o s u
307		m i	m iː	m i	m iː		m i	m i		m i
406		n a g u r u						n a g u r u		n a ŋ u r u
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
424	o θ a u r i	u t o u	ui t o	u t a u	u t a u		o t a o	u t a u	ʔ u t a j u ɴ	u t a u
45							k o m eː		g u m a s a ɴ	
387				eː	eː		eː			iː
113	w a θ a					b a t a			w a t a	
117				k i m o					tɕ i m u	
32				j o k e	j oː k e					
356		u s u kʲ a	ui s i	u s ui	u s ui		o s iː	u s ui		u s ui
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
153			s u w a iː tɕ o	s u w a r u	s u w a tː e r u		s u w a r u	s u w a r u		s u w a tː e r u
86			s iː b o							s i pː o
89		k iː	k e i	k e	k eː		k e	k e	k iː	k e
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
23	ʔ a r a ɴ					a r a ŋ				
457					n a w a			n a w a		
336	θ u dʑ i					t u dz ɨ			t u dʑ i	
84		o b a		o	oː		o	o		
345	w a r a b ɨ					j a r a b i			w a r a b i	
183		h i	h i	h i	h iː		ɸ i	h i	h w iː	h i
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
159				j a r u			j a r u	j a r u		
1	w a ɴ	w a r e				b a n			w a ɴ	
255		tɕ iː t o					tɕ iː t o			
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
43			tɕ i ɴ k e		tɕ iː s a i			tɕ iː s a i		tɕ i tɕː a i
22		n a kː j a	n a k a	n a i	n a i		n eː	n a i	n eː ɴ	n a i
15	ʔ a r ɨ		a iː	a r e	a r e		a r e	a r e	ʔ a r i	a r e
54						b ɨ k i d u m			w i k i g a	
207		a t a r a s i kʲ a					a t a r a s i	a t a r a s iː		a t a r a s iː
261		s o r a		s o r a						s o r a
53			o t o k o	o t o k o	o t o k o		o t o k o	o t o k o		o t o k o
85	z u b u					dz uː			z uː	
355					g o ts ui	u d a				
278		h e b u m e	h e	h e b i	h e b i			h e b i		h e b i
13			o i d o ɴ				o r a r a	o r a tɕ i		
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
288			a ɕ	a s i	a s i		a s i			a s i
352	tɕ i kʲ a s a r i	tɕ i k a kʲ a	tɕ i k e	t i k a i	tɕ i k a i		tɕ i k eː	tɕ i k a i	tɕ i ts a s a ɴ	tɕ i k a i
386						m a tː oː β u			m a tː oː b a	
450			u r e i t a	u r e t a			o r e t a			
403		h oː r u		h oː r u	h o r u					
104		a s i	a ɕ	a s i	a s i		a s i	a s i		a s i
178	m i tɕ a					m t a			ɴ ts a	
432			s u i u		s uː		s uː	s uː		s uː
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
296		k u tɕ i b i r u		k u t i b i r o	k u tɕ i b i r u		k u tɕ i b e r o	k u tɕ i b e r a		k u tɕ i b i r u
184	u a ts ɨ					u m a ts ɨ				
90		ts u b u r i							ɕ i b u r u	
383	n a b i r o s a r i					n a b ɭ ɨː				
289		u d e		u d e		u d i	o d e	u d e		u d e
215		j o kː j a	j o k a							
3			o iː				o r a	o r e		
81	x o g a								k uː g a	
449					dʑ u k u s i t a					dʑ u k u s i t a
196	j u r u	j o r u		j o r u	j o r u	j u ɭ	j o r u	j o r u	j u r u	j o r u
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
142	θ u b u r i		t o i	t o b u	t o b u		t o b u		t u b u ɴ	t o b u
251	b i tɕ i n a								b i ɕ i n u	
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
399	s ɨ r u r i								ʃ i j u ɴ	
118	s i ɴ d o	s i ɴ z oː	s i ɴ i z oː		s i ɴ z oː		s i ɴ z oː	s i ɴ z oː		s i ɴ z oː
244	x u m a					k o m a n			k u m a	
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
455	ʔ i k i tɕ u r i	i k i t e	i k iː tɕː o	i k i tʲ uː	i k i t e r u		e k e tɕ o r u	i k i t o r u	ʔ i tɕ i ts oː ɴ	i k i t e r u
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
418	n o u r i		n uː	n uː	n uː	n u z ɨ	n oː	n oː		n uː
122				t a b e r u	t a b e r u					t a b e r u
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
290			t e		t eː				t iː	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
39			h u t e	h u t o i			ɸ u t eː			
188	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a	j a m a		j a m a
107		h i dʑ a k a b u r a			h i z a			h i z a		h i z a
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
192		a o kʲ a	a o	a o i	a o i	a u	a w eː	a o i		a o i
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
354	ʔ a tɕ i ɕ a r i	a ts u kʲ a	a i tɕ i	a t ui			a tɕ iː	a ts ui	ʔ a ɕ i s a ɴ	a ts ui
119	k i m o	k i m o	k i m o	k i m o	k i m o	ts ɨ m u		k i m o	tɕ i m u	k i m o
235	x j a s i		i k e ɴ						ts aː	
437					k o w a ŋ a r u					k o w a ŋ a r u
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
124	x a m u r i								k a n u ɴ	
167	θ e d a					t i d a			t iː d a	
338				k a n a i	k a k a			k aː s a ɴ		k a n a i
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
-107			h iː z a				ɸ u z a			
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
340	m a ɕ u					m aː s o			m aː ɕ u	
130	mʲ uː r i		m i	m i r u	m i r u	m iː ɭ	m i r u	m i r u		m i r u
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
250		h o k u a	h o k a ɴ	h o k a n o	h o k a n o	p u k a n u	h o k a n o	h o k a n o ɴ		h o k a n o
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
280	n a g a m u ɴ								n a g a m u ɴ	
106						p ɨ s a			h w i ɕ a	
34	ɕ o g o ɕ a ɴ					u k aː ʃ a				
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
191	ʔ oː s a r i								ʔ oː s a ɴ	
88	h i g i					pˢ ɨ g i				
5					a ɴ t a					a n a t a
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
359		m i dʑ i k a kʲ a	m i ɕ k e	m i z o i	m i dʑ i k a i		m e tɕ i k eː	m i dʑ i k a i		m i dʑ i k a i
-136				n e r u	n e r u		n e r u	n e b u r u		
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
248	ʔ a m a								ʔ a m a	
158					a ŋ e r u					a ŋ e r u
138	s i mʲ u r i		s iː ɴ	s i n u r u	s i n u	s ɨ n	s i n o r u	s i n u	s i n u ɴ	s i n u
433	s i b u r u r i								ʃ i p u j u ɴ	
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
420	ʔ u θ ɨ r u r i	o t e r u	o ts u		o tɕ i r u	u t i ɭ	o tɕ i r u	o tɕ i r u	ʔ u t i j u ɴ	o kː o tɕ i r u
