COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	x u r ɨ i									
18-1	n a r x									
35-1	h i θ u a kː									
36-1	h u θ a a ɨ									
48-1	n a g a s a r									
60-1	θ u r i									
63-1	s i r a m i									
64-1	x i									
67-1	h a i									
68-1	n e									
71-1	tɕ i									
76-1	h u n ɨ									
83-1	ts ɨ n u									
87-1	h a n ɨ r									
95-1	m i m i i									
98-1	h a n a									
99-1	k u tɕ i i									
-102-1	s i θ a									
103-1	ts ɨ m ɨ									
110-1	θ e									
116-1	m u n a r									
120-1	n u m u r									
132-1	k i k u r									
139-1	x u r u s kː r									
140-1	ʔ j ʔ g u r									
156-1	θ a tɕ u r i									
168-1	ts ɨ k i i									
169-1	h u s i									
170-1	m i d ɨ i									
173-1	ʔ s i i									
180-1	k u m u									
185-1	h ʔ i									
186-1	m u r r ɨ									
187-1	m k tɕ i i									
190-1	ʔ x a i r									
193-1	k iː r u i									
194-1	s i r ʔ s a r									
195-1	k u r ʔ s a r									
216-1	m a r ts s a r i									
221-1	n a m									
239-1	ʔ a kː i									
252-1	m i tɕ ɨ i									
253-1	j u tɕ ɨ i									
254-1	ʔ a kː a kː i									
266-1	x a d ɨ									
267-1	n a g a r ɨ r u r									
268-1	o m i i									
272-1	ʔ m ɨ g									
276-1	ʔ r a u r									
281-1	m u s i i									
304-1	ts ɨ b a i i									
305-1	tɕ i tɕ i									
308-1	h a n a									
309-1	k u s a									
310-1	θ u									
311-1	n i									
342-1	j u k i i									
346-1	k u r a s a r									
347-1	k i r u r									
348-1	h i θ ʔ u r									
351-1	θ o s a r									
361-1	ʔ m o i r									
379-1	k u s a θ a i									
394-1	h i n a r i i									
395-1	m i g i									
400-1	h i sː a r u i									
412-1	s a x ɨ r u r									
413-1	ts ɨ k i s a s i r									
414-1	h u r u r									
422-1	h u x u r ɨ r u i									
423-1	x a ɴ g ʔ ɨ r u i									
430-1	h a k u r									
435-1	h u x u r									
446-1	s i θ a r									
447-1	ʔ e r r									
458-1	θ u s i i									
56-1	h i θ ʔ									
62-1	ʔ n r i									
70-1	θ a n ɨ									
96-1	m e									
101-1	h a									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t u ts u								
48-2		n a g a kʲ a								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h u								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o j o g u								
156-2		t a dʑ e r u								
168-2		ts u k i								
169-2		h o s i								
170-2		m i z u								
173-2		i s i kʲ								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a kʲ								
193-2		k i r o kʲ								
194-2		s i r o kʲ a								
195-2		k u r o kʲ a								
216-2		m a r u kʲ a								
221-2		n u m								
239-2		i ts u								
252-2		m i ts u								
253-2		j o ts u								
254-2		i ts u ts u								
266-2		k a z e								
267-2		n a g a r e r u								
268-2		u m kʲ								
272-2		a m e g a								
276-2		a r a u								
281-2		m u s i								
304-2		ts u b a k								
305-2		tɕ i tɕ i								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n kʲ								
342-2		j u k i								
346-2		k u r a kʲ a								
347-2		k i r u								
348-2		h i r o kʲ a								
351-2		t oː kʲ a								
361-2		o m o i a a								
379-2		k u s a r a a								
394-2		h i d a r i								
395-2		m i g i								
400-2		h i pː a r u								
412-2		s a k e r u								
413-2		ts u k i s a s u								
414-2		h o r u								
422-2		h u k u r e r u								
423-2		k a ɴ g a e r u								
430-2		h a k u								
435-2		h u k u								
446-2		s i t a								
447-2		u iː								
458-2		t o s i								
56-2		h i t o								
65-2		k u a a								
70-2		t a n e								
75-2		k u a a								
14-3			k o r e							
18-3			d a r e							
35-3			h t o ts u							
36-3			h ui t a ts u							
48-3			n a g a							
60-3			t o r i							
63-3			s i r a m i							
64-3			k i							
67-3			h w							
68-3			n e k							
71-3			tɕ i							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m i							
98-3			h a n a							
99-3			k ui tɕ i							
-102-3			s i t a							
103-3			ts u m e							
