COGID	1	10	2	3	4	5	6	7	8	9
2689-1	ɲ a m a									
893-1	a a a a									
1285-1	dʒ w a a									
1303-1	ɔ ɔ m a a									
2197-1	j a l a a									
2828-1	j ɛ a a									
3572-1	s ɔ dʒ i a									
1095-1	l i m a									
1755-1	dʒ ɛ									
1789-1	k a l ɔ m i a a									
3207-1	β ʊ l a									
3519-1	t ʊ m a									
3686-1	j ɛ m b a									
4249-1	k ʊ m i a									
4451-1	β i s i a									
448-1	j ʊ dʒ ɛ									
630-1	β ɛ ɛ ɛ ɛ									
814-1	ɔ ɔ m m ɛ									
1216-1	g a β a a									
1228-1	b w a									
1418-1	j i m a j									
1475-1	g w a									
2026-1	t w ɛ a									
2775-1	β ʊ m m a									
3397-1	β ɔ l ɔ									
3826-1	j ɔ k a									
4003-1	j β β a									
4040-1	g ɛ dʒ i									
4373-1	l i m i									
4384-1	i dʒ ɔ									
84-1	ʃ ʊ g ʊ ʊ									
116-1	j i k a									
181-1	g ɔ m i ɔ									
419-1	l ɔ g ɔ									
587-1	ɔ ɔ m ɔ ɔ									
660-1	l ɛ l a									
848-1	g a l a									
1083-1	l i l a									
1122-1	β i dʒ a									
1159-1	ɲ a									
1350-1	l j a									
1374-1	dʒ z a dʒ ɛ a									
1396-1	j ɔ β ʊ a									
1430-1	i s ɔ ŋ									
1666-1	t a dʒ ɔ ŋ									
1767-1	j ɔ j ɔ a									
1906-1	i ŋ g i l a									
2177-1	m i b p i									
2286-1	l a									
2317-1	β u β a									
2419-1	s ɛ k a									
2750-1	ɛ s i i									
3018-1	j i l a									
3275-1	k b á a a									
3441-1	s z m i l a									
3464-1	β ɔ dʒ a									
3639-1	t ɛ t ɛ m ɛ l									
3885-1	s u m ɔ									
3981-1	ɛ m a a									
4192-1	j ɲ m m a									
4260-1	s w a a									
4350-1	l ɛ ɛ l ɔ									
43-1	z i m ʊ									
93-1	k ɔ n ɔ									
200-1	β i									
374-1	l l l w a									
459-1	l ʊ m a									
508-1	p ɔ h u									
528-1	β i l i									
575-1	t a a									
871-1	t a m a									
1137-1	s i k ʊ									
1339-1	β w ɛ									
1585-1	a l a a									
1712-1	h u l ɔ									
1872-1	p a									
2088-1	β ɲ j a									
2166-1	u ʊ m m a									
2334-1	β i g ɔ									
2393-1	m w ɛ a									
2537-1	l ɔ m ɔ									
2665-1	i ŋ ŋ i									
2738-1	β ɛ ɛ l ɛ									
2872-1	k ɔ s i									
2893-1	j i k ʊ a									
2997-1	g a á j a									
3075-1	g ʊ l ʊ β ɛ									
3675-1	l w ɛ t l ɛ									
4028-1	β s ɛ									
