COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	n̥ ɔ a ⁵⁵								
438-1	ȵ i a ⁵⁵ ⁵⁵								
334-1	l o ⁵⁵ ⁵⁵								
360-1	l ui ³¹								
394-1	ȵ i ³¹								
221-1	a p p ⁵⁵								
202-1	tɕ au ³¹								
935-1	u ³¹								
93-1	ts ɔ ³¹								
7-1	p a n ³¹								
664-1	o w ŋ ⁵⁵								
246-1	x ɔ k ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	ʑ m ⁵⁵ ⁵⁵								
464-1	ȵ au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t o ³¹								
693-1	ŋ au								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	s o ⁵⁵								
797-1	x ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʂ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	ȵ au u ʔ ⁵⁵								
580-1	s u t ⁵⁵								
833-1	n̥ ɔ ⁵⁵								
390-1	ȵ w ŋ ³¹								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	ȵ a n ³⁵								
61-1	t a m ⁵⁵								
536-1	s o k ⁵⁵								
731-1	ʂ ui ³¹								
779-1	ɔ ⁵⁵								
589-1	x u ⁵⁵ ⁵⁵								
658-1	o m m ⁵⁵								
456-1	ȵ ʐ w ŋ ⁵⁵								
183-1	tɕ ʐ ə								
785-1	x w ³¹								
714-1	u ⁵⁵								
331-1	l ɔ ³¹								
930-1	ȵ̥ a p ⁵⁵								
161-1	k a m ⁵⁵								
814-1	x ʐ ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʂ w a ⁵⁵								
727-1	ʂ w m ⁵⁵								
260-1	x a a p ⁵⁵								
144-1	x a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ a ⁵⁵								
506-1	pʰ u k								
29-1	p ə k ⁵⁵								
316-1	tʰ o k ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	ȵ ɔ ³⁵								
312-1	x o ³¹								
490-1	n i ³⁵								
436-1	ȵ a w ³¹								
927-1	n̥ a n ⁵⁵								
383-1	ȵ ɔ ⁵⁵ ⁵⁵								
211-1	a a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ w ³¹								
595-1	t w ³⁵								
660-1	ɔ a ⁵⁵ ⁵⁵								
642-1	x ə ŋ ³⁵								
257-1	x a a m ⁵⁵								
167-1	tɕ ʐ w ³¹								
880-1	tʰ a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s u m ³¹								
718-1	ʂ a n ³¹								
811-1	x au ³¹								
458-1	tʰ u ŋ ³¹								
884-1	tʰ au ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	u ŋ ŋ								
36-1	p a a m ⁵⁵								
12-1	p i								
350-1	l ə ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʑ u ʔ ⁵⁵								
280-1	x i ⁵⁵								
612-1	tʰ w ŋ ³¹								
459-1	ȵ ʐ ə ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	x au au ³⁵								
148-1	x a n ⁵⁵								
652-1	o i ⁵⁵								
220-1	a a ŋ ³¹								
562-1	s ə ŋ ³¹								
31-1	p ʐ a ⁵⁵								
386-1	ȵ a p ⁵⁵								
804-1	x ʐ ə ŋ ³¹								
369-1	l ə ʔ ⁵⁵								
125-1	t u ⁵⁵								
314-1	x ʐ a ⁵⁵								
823-1	l a p ⁵⁵								
471-1	n a m								
40-1	p ʐ ə ŋ ³⁵								
393-1	ȵ w ŋ ³⁵								
272-1	x a w ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	a a m								
665-2		ŋ o ⁵¹							
495-2		n j ⁵⁵							
838-2		n o ʔ ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l i ²¹							
394-2		m j ²¹ ²¹							
221-2		j u p ²¹							
202-2		k j ²¹							
935-2		i̱ ²¹ ²¹							
93-2		ts o ²¹							
7-2		p a n ²¹							
664-2		i a ŋ ⁵¹							
246-2		k o̱ ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i m ⁵¹							
464-2		m j ²¹							
119-2		t i i ⁵¹							
835-2		n a̱ p ⁵⁵							
79-2		t a ²¹ ²¹							
693-2		ŋ i̱ ⁵¹							
477-2		n a p ²¹							
891-2		t i ŋ ⁵⁵							
528-2		s a ʔ							
797-2		k j u ʔ ⁵¹							
493-2		n i k ²¹							
217-2		j a p ²¹							
896-2		ts u t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s o̱ ʔ ⁵⁵							
833-2		n a̱ ⁵¹							
390-2		m a ŋ ²¹							
696-2		ŋ o ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a ŋ ⁵¹							
536-2		x o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		tʃ o̱ ⁵¹							
589-2		t a ŋ ⁵¹							
680-2		ŋ o̱ ʔ ⁵⁵							
658-2		i̱ a m ⁵¹							
456-2		m j a ŋ ²¹							
