COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l au ⁵						
18-1	m j ⁵ ŋ ⁵						
19-1	n j ³¹						
44-1	l ṵ k ⁵⁴						
50-1	d j ŋ ³						
62-1	s a ʔ ⁵⁴						
70-1	b a n ⁵						
75-1	n j ɔ ʔ ⁵⁴						
97-1	tʃʰ a ŋ ŋ						
112-1	tsʰ u ⁵						
122-1	m j u k ⁵⁴						
127-1	kʰ j ḭ ³¹						
132-1	w ɔ ʔ ⁵⁴						
133-1	n au ³						
135-1	n u ⁵						
142-1	d z w ḭ ⁵						
143-1	ŋ ŋ ⁵ ⁵⁴						
149-1	j u ⁵						
152-1	ŋ ŋ ⁵						
157-1	d u ⁵						
183-1	j u ⁵						
184-1	n u k ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³¹						
192-1	n ɔ̰ ³						
195-1	n ɔ̰ ⁵						
200-1	g a n ⁵⁴						
216-1	s i ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s i ŋ ⁵						
235-1	kʰ j ³						
244-1	s w i ⁵						
253-1	m j ḭ						
270-1	m a ⁵						
278-1	m j ŋ ⁵						
279-1	j u ⁵						
285-1	j a m ³						
308-1	d ṵ a ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ⁵						
341-1	d z ⁵ ³¹						
347-1	ʃ u ʔ ⁵						
362-1	j ṵ n						
391-1	j ɛ p ³²						
394-1	m ɔ ʔ ⁵⁴						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ p ⁵⁴						
460-1	s a t ⁵⁴						
463-1	w a ⁵⁴						
464-1	j u ŋ ⁵						
473-1	s a m ³						
476-1	kʰ j ṵ k ⁵⁴						
481-1	tsʰ a ³						
494-1	g j ³						
496-1	d j ŋ ŋ						
516-1	w a ³						
522-1	n u ʔ ⁵⁴						
523-1	pʰ j ə ³						
524-1	n ² ³						
540-1	kʰ j ⁵						
3-1	b a̰ ḭ ³						
6-1	g a̰ n						
7-1	d a m ³						
20-1	n a p ³¹						
51-1	ŋ ɔ ɛ ³						
64-1	g u ŋ ŋ						
65-1	g ṵ k ⁵⁴						
66-1	d z u ⁵						
71-1	ʃ i ⁵						
72-1	ʔ u ʔ						
76-1	w ɔ ⁵						
77-1	n j a ʔ ⁵⁴						
78-1	m a̰u ³						
82-1	b j ŋ ⁵						
87-1	ŋ ɔ̰ ʔ ³¹						
93-1	l a m						
94-1	m j ³						
100-1	s w a ⁵						
116-1	l ṵ ⁵						
119-1	w a m ³						
124-1	pʰ j ɛ ³						
136-1	l j ³						
137-1	kʰ j au ŋ ³²						
144-1	s o t ⁵⁴						
145-1	d u ŋ ⁵						
146-1	m a̰u ɛ						
150-1	j j ɔ ʔ ⁵⁴						
154-1	m j e						
165-1	kʰ j n						
166-1	pʰ j ɔ ⁵						
169-1	g j ɛ ŋ ³						
170-1	d j ɔ ⁵						
171-1	j a ŋ ³						
174-1	l a m ³						
181-1	m j ɔ k ⁵⁴						
193-1	b ai ⁵						
205-1	n j ⁵						
206-1	m j i ⁵						
212-1	tʃʰ ɔ ʔ ⁵⁴						
214-1	l ɔ m ³						
217-1	j u ⁵						
224-1	n j ṵ ⁵ ⁵						
228-1	b u ŋ						
238-1	j au ³						
241-1	ʃ a ⁵						
246-1	g j ɛ ³						
256-1	ʔ u ³						
257-1	pʰ ə ⁵						
272-1	m j ⁵						
