COGID	dutch	english	french	german
1548	aː d ə m ə			aː t m ə n
2125	w ɪ k ə l ə			v ɪ k ə l n
1681	d ɑ l			t aː l
1968	h ɛ l f t	h ɑː f		h ɛ l f t ə
1358	k l ɛɪ n + d ɔ x t ə r	ɡ r æ n + d ɔː t ə r		
1848	r ʉ n t			r ɪ n t + f iː
-1888	m eː d iː s ɛɪ n	m ɛ d s ɪ n		
436	h ɑu t			h ɔ l ts
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1408	n eː m ə			n eː m ə n
-1033	b aː j	b eɪ		
566	k l ɪ m ə	k l aɪ m		
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
1562	v eː l			f iː l
159	h aː v ɪ k			h aː b ɪ x t
2208	h ɑ k ə			ts ɛ r + h a k ə n
300		f əʊ l d		f a l t ə n
7	w oː n ə			v oː n ə n
122	d iː r			t iː r
2038	n ɪ x t			n ɪ x t ə
1038			v a ɡ	v oː ɡ ə
684	t ɛɪ t			ts ai t
2091	b ə + w aː r ə			b ə + v aː r ə n
798		s n eɪ l		ʃ n ɛ k ə
590	s ɔ k	s ɔ k		
-588	p l ɑ t			p l a t
311	l ɛɪ k			l ai x + n aː m
184	b ə + t aː l ə			b ə + ts aː l ə n
1719	h ɛ k			ɡ ə + h eː ɡ ə
1240	h iː l	h iː l		
-1785	x r aː n	ɡ r eɪ n		
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
352	eː r s t ə			eː r s t ə
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
1199	s l œy j ə r			ʃ l ai ə r
1024	aː d ə r			aː d ə r
6011	j ʉ l iː		e t a b l	
-1337	v ɔ r k	f ɔː k		
586	k r aː x			k r aː ɡ ə n
700	t w aː l f	t w ɛ l v		ts v œ l f
-78	p ɛɪ m + b oː m	p aɪ n		
588	v l ɑ k		p l a	f l a x
1865	x ə + z ɪ x t			g e + z ɪ x t
1617	s x ʉ p			ʃ ʊ p ə
1047	b r ɔ n			b r ʊ n ə n
860	m ɪ d ə	m ɪ d l̩		m ɪ t ə
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
1895		h iː l		h ai l ə n
850	t ɔ p	t ɔ p		
1181	m ʉ ts			m ʏ ts ə
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
1193	b r eː t			b r ai t
727	m ɑ n			m a n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
-1161	l ɛɪ n	l aɪ n		
240	v ə r + k oː p ə			f ɛ r + k au f ə n
838		s t eɪ	ʀ ɛ s t e	
1417	l ɛɪ d ə	l iː d		l ai t ə n
1052	z ɛɪ			z iː
1401		ɡ r ɑː s p		ɡ r ai f ə n
790	b r ʉ x	b r ɪ dʒ		b r ʏ k ə
