COGID	dutch	english	french	german
1469-1	v ɛɪ n			
2047-1	z ɛɪ n			
2054-1	d ɔ n n r r			
1375-1	l ɛɪ k			
760-1	w ɛ n t			
756-1	s n ɣ			
726-1	m r ə r			
1351-1	k l ɛɪ s t d ə r			
1353-1	k l ɛɪ n + ə r d r			
412-1	v w eː ə ə r ɛɪ p ɑ l ə			
406-1	d ə eː ə r ɛɪ r r			
1005-1	s t ʉ p r ɑ n ə r			
1012-1	s t œy p ə r r d r			
1016-1	w ɛ t œy ə r			
1069-1	oː x			
509-1	v ɔ l			
693-1	d d z l			
2179-1	n ɛ s t			
1753-1	v l s x			
1131-1	w ɔ l f			
1198-1	b aː r d			
2032-1	h oː r			
2241-1	n aː z ə l			
2244-1	l ɛ p			
610-1	k n eː ɑ			
945-1	h ɛ t			
1534-1	l iː k			
384-1	z uː k			
1650-1	n ɔ aː			
1663-1	z ɑ l ə			
2279-1	l ɛɪ n ɛɪ n			
471-1	z ɛɪ ə			
1385-1	z ɛɪ d ə			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z øː k ə			
2020-1	l ɑ ŋ			
867-1	h ɑ n d r r d			
1970-1	v l l			
1230-1	d r d n			
2017-1	n ɛ s			
968-1	w ɛ l ɛɪ			
1674-1	l ɛɪ n n t			
1671-1	h øː ɣ ə			
829-1	k l ɛɪ v ə			
1025-1	w ɑ s ə r			
1027-1	z ɛɪ l			
1832-1	r ɛ w t			
-1816-1	ɔ t w n t			
-335-1	l ɛɪ ɣ aː n t			
1043-1	s t r ʉ m			
423-1	s t ɣ n			
2049-1	m ɔ n t			
2062-1	s t ɑ r			
2065-1	r aː p aː b + b oː x ə			
1368-1	v ɑ n ɣ ə			
1365-1	d r			
754-1	r aː n			
768-1	w ɛ t ə r			
1211-1	v œy ɣ r			
106-1	m ɑ n			
-98-1	b eː v eː j			
719-1	v ɑ n ə r			
1341-1	z ɛɪ n			
-2027-1	d ɑ n t			
-2026-1	n ɛ f ə ə			
409-1	z w eː + ə r + z ɛɪ n			
402-1	d w œy ə r r s + + l r			
1014-1	s t ʉ p + d oː x t ə r			
1059-1	w eː t			
120-1	s t ɑ l f			
2183-1	s l eː r			
2194-1	ɔ k ts			
2199-1	k ɑ l f t			
2197-1	l ʉ p			
1523-1	z ɛɪ +			
1521-1	b ɔ k			
