COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	n w a + tɬ n								
8-1	w eː j i								
16-1	e s + tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w a k + tɬ i k								
53-1	n a k a s								
54-1	tɬ a l + i								
55-1	k w a								
60-1	iː x + l l								
83-1	tɬ i + tɬ								
87-1	p a tɬ a n i								
92-1	m a k a								
103-1	m a +								
106-1	k a k i								
138-1	n a + a								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ a k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ +								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o + + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + i								
314-1	k w a w + + tɬ								
315-1	oː m e								
322-1	t e + a a n i								
323-1	tɬ a								
9-1	t oː t o + tɬ								
17-1	o m i + tɬ								
22-1	tɬ a t i a								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k								
159-1	a t i n i + tɬ								
177-1	m i a a k								
184-1	t oː k a + +								
187-1	j a n k w i + k								
227-1	x a l l l								
235-1	m o + tɬ a l i a								
249-1	p oː k + tɬ i								
251-1	m o + k e ts a								
289-1	k w i tɬ a p i l								
294-1	t a + a								
296-1	n e n e p i l								
313-1	tɬ a n								
316-1	n e + + n e m i								
318-1	t o t oː n i i								
320-1	a + tɬ								
324-1	i s t a k								
326-1	a k i								
1-2		n u tʃ u							
2-2		n e a + t n							
8-2		w e j u							
16-2		e s + t i							
24-2		u s t i							
32-2		m u k u							
51-2		u n + u							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a h h							
55-2		b w a							
60-2		iː x + t u h u h u							
83-2		t e + t							
87-2		ts a t a n i							
92-2		m a k a							
103-2		m a							
106-2		k a k u							
138-2		n a + w							
139-2		m u k + t u a							
142-2		m a t u							
145-2		m u + t e k a							
176-2		t a k a + t							
179-2		n a k a + t							
180-2		m e ts + t u							
186-2		k e tʃ +							
190-2		j a k a + i							
194-2		s e							
220-2		u + + t u							
231-2		i t a							
240-2		k u tʃ i							
283-2		t e + t							
293-2		u n + u							
314-2		b w a w + t t							
315-2		u m e							
322-2		t e + w a n							
323-2		t e							
9-2		t u t u + t							
17-2		u m i + t							
22-2		t a t i a							
88-2		u i u							
158-2		w e j a k							
159-2		a t i n i + t							
177-2		m i a k							
184-2		t u k a +							
187-2		j a n k w u + k							
227-2		x a h h h							
235-2		m u + t a h u a							
249-2		ts u k + t u							
289-2		k w i t a ts u h							
294-2		t e + w							
296-2		n e n e ts i h							
313-2		t a n +							
316-2		n e + + n e m u							
318-2		t u t u n n k							
324-2		i s t a k							
326-2		a k							
1-3			n o tʃ i						
2-3			n e x + t i						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			o n + i						
52-3			w aː k + ʔ i						
53-3			n a k a s						
54-3			t aː l i						
55-3			k w a						
60-3			iː x + t e l o l o						
83-3			t e + t						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m aː						
106-3			k a k i						
138-3			n a + a						
139-3			m i k + t i a						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k a + t						
179-3			n a k a + t						
180-3			m eː ts + t i						
186-3			k e tʃ + ʔ						
190-3			j a k a + ʔ						
194-3			s eː						
220-3			o + + t i						
231-3			i t a						
240-3			k o tʃ i						
283-3			t e + t						
293-3			i n +						
314-3			k w a w + ʔ						
315-3			o m e						
322-3			t e + w aː n						
323-3			t e						
9-3			t o t o + t						
17-3			o m i + t						
22-3			t a t i a						
30-3			w i ts						
88-3			i i i						
158-3			w e j a k						
159-3			a t i n i + t						
177-3			m i a k k						
184-3			t o k a +						
187-3			j a n k w i + k						
227-3			x aː l i l						
235-3			m o + t aː l i a						
249-3			p o k + t i						
251-3			m o + k e ts a						
289-3			k w i t a p i l						
294-3			t e + a						
313-3			t a n						
316-3			n e + + n e m i						
318-3			t o t o n n ʔ						
320-3			aː + t						
324-3			i s t aː k						
326-3			aː k						
1-4				n o tʃ i					
2-4				n e a + tɬ e					
8-4				w e j					
16-4				e s + tɬ i					
24-4				i s t i					
32-4				m i k i					
51-4				o n + i					
52-4				w a k + tɬ o k					
53-4				n a k a s					
54-4				tɬ a l +					
55-4				k w a					
60-4				i x + t o o					
83-4				tɬ e + tɬ					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m a					
106-4				k a k i					
138-4				n e o a					
139-4				m i k + t i a					
142-4				m a t i					
145-4				m o + t e k a					
176-4				t a k a + tɬ					
179-4				n a k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ + tɬ i					
190-4				j a k a + tɬ					
194-4				s e					
220-4				o o + tɬ i					
231-4				i t a					
240-4				k o tʃ i					
283-4				t e + tɬ					
293-4				i n + i					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e + w a e					
323-4				tɬ e					
9-4				t o t o + tɬ					
17-4				o m i + tɬ					
30-4				w i ts					
88-4				i i i					
158-4				w e j a k					
177-4				m i a a k					
184-4				t o k a +					
187-4				j a n k w i + k					
227-4				x a l + l					
235-4				m o + tɬ a l i a					
249-4				p o k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a ts i l					
294-4				t e o a					
296-4				n e n e ts i l					
313-4				tɬ a n +					
316-4				n e o + n e m i					
318-4				t o t t n i k					
320-4				a + tɬ					
324-4				i s t a k					
326-4				a k					
1-5					n o tʃ i				
2-5					n e x + t i				
8-5					aː eː j i				
16-5					e s + t				
24-5					i s t i				
32-5					m i b i				
51-5					o n + i				
52-5					aː a b + o				
53-5					n a b a s				
54-5					t a l i				
55-5					b aː a				
60-5					i x o o				
83-5					t e + t				
87-5					p a t a n i				
92-5					m a b a				
103-5					m a +				
106-5					b a k i				
138-5					n a h a				
139-5					m i b + t i a				
142-5					m a t i				
145-5					m o + t eː k a				
176-5					t b b a + t				
179-5					n a b a + t				
180-5					m eː ts + t i				
186-5					b e tʃ				
190-5					j a b + t				
194-5					s eː				
220-5					o h + t i				
231-5					i t a				
240-5					b o tʃ i				
283-5					t e + t				
293-5					i n + i				
314-5					b aː a aː i +				
315-5					o m e				
322-5					t e h a a e				
323-5					t e				
9-5					t o t o + t				
17-5					o m i + t				
22-5					t a t i a				
30-5					aː i ts				
88-5					i i				
158-5					aː e j a b				
159-5					a t i m i + t				
177-5					m i a a				
184-5					t o k a +				
187-5					j a n b aː i + k				
227-5					x a l i				
235-5					m o + t a l i a				
249-5					p o k + t i				
251-5					m o + k e ts a				
289-5					b aː i t a p i l				
294-5					t e h a				
296-5					n e n e ts i l				
313-5					t a n				
316-5					n e h + n e m i				
318-5					t o t oː n n k				
320-5					a + t				
324-5					i s t a k				
326-5					a k				
1-6						n u p i			
2-6						n a a + t eː			
8-6						w e j			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						u n + iː			
52-6						w a k + t u			
53-6						n a k a s			
54-6						t a l l			
55-6						k w a			
60-6						iː x + t a l u l u			
83-6						t e + t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e u a			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t a k a + t			
179-6						n a k a + t			
180-6						m eː ts + t i			
186-6						k e p			
190-6						j a k a + t			
194-6						s eː			
220-6						u u + t i			
231-6						i t a			
240-6						k u p i			
283-6						t e + t			
293-6						i n + iː			
314-6						k w a w + t			
315-6						u m e			
322-6						t e u a a n			
323-6						t e			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i a			
30-6						w iː ts			
88-6						i i i			
158-6						w e j a k			
159-6						a t i n i + t			
177-6						m i a k			
184-6						t u k a +			
187-6						j a n k w i + k			
227-6						x a l l i			
235-6						m u + t a l i a			
249-6						p u k + t i			
251-6						m u + k e ts a			
289-6						k w i t a p i l			
294-6						t e u a			
296-6						n e n e ts i l			
313-6						t a n			
316-6						n e u + n e m i			
318-6						t u t u n k k			
320-6						a + t			
324-6						i s t a k			
1-7							n o x		
2-7							n e e t n		
8-7							e e n		
16-7							e x + t		
24-7							x t		
32-7							n k		
51-7							o n		
52-7							e e k t		
53-7							n e k e x		
54-7							t e		
55-7							k e e		
60-7							u x		
83-7							t e t		
87-7							ts e t e n		
92-7							n e e		
103-7							n e		
106-7							k e k		
138-7							n e e		
139-7							n k t e		
142-7							n e t		
145-7							n o t e n e		
176-7							t a k e + t		
179-7							n e k e t		
180-7							n e ts t		
186-7							k e x		
190-7							o e k e		
194-7							x e		
220-7							o t		
231-7							t e		
240-7							k o x		
283-7							t e t		
293-7							n		
314-7							k e e		
315-7							u n e		
322-7							t e e a n		
323-7							t e		
17-7							o n t		
22-7							t e t t e		
30-7							e u ts		
159-7							e t n		
251-7							n o n e ts e		
296-7							n e n e x		
320-7							a t		
326-7							e		
1-8								n o tʃ ɨ +	
2-8								n a + + tɬ ɨ	
8-8								w eː j ɨ	
16-8								e s + tɬ ɨ	
24-8								ɨ s t ɨ +	
32-8								m ɨ k ɨ	
51-8								o n + ɨ k	
52-8								w a k + tɬ oː k	
53-8								n a k a s k	
54-8								tɬ a l ɨ	
55-8								k w a k	
60-8								iː x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ a n ɨ k	
92-8								m a k a k	
103-8								m a +	
106-8								k a k ɨ	
138-8								n a + w	
139-8								m ɨ k + t ɨ a	
142-8								m a t ɨ	
145-8								m o + t eː + a	
176-8								t a k a + tɬ	
179-8								n a k a + tɬ k	
180-8								m eː s + tɬ ɨ k	
186-8								k e tʃ +	
190-8								j a k + tɬ ɨ	
194-8								s eː k	
220-8								o w + tɬ ɨ k	
231-8								ɨ t a k	
240-8								k o tʃ ɨ k	
283-8								t e + tɬ	
293-8								ɨ n + ɨ	
314-8								k w a w + tɬ	
315-8								o m e k	
322-8								t e w w a e	
323-8								tɬ eː k	
9-8								t o t o + tɬ k	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ a	
30-8								w ɨ s k	
88-8								ɨ ɨ ɨ	
158-8								w e j a k k	
159-8								a t ɨ m ɨ + tɬ	
177-8								m ɨ a + k	
184-8								t o k a +	
187-8								j a n k w ɨ + k k	
227-8								x a l ɨ l	
235-8								m o + tɬ a l ɨ a	
249-8								p o k + tɬ ɨ k	
251-8								m o + k e ts a k	
289-8								k w ɨ tɬ a p ɨ l	
294-8								t a + w	
296-8								n e n e p ɨ l k	
313-8								tɬ a n +	
316-8								n e w + n e m ɨ k	
318-8								t o t o n ɨ + k	
320-8								a + tɬ	
324-8								ɨ s t a k k	
326-8								a k ɨ	
1-9									n o tʃ iː +
2-9									n e x + tɬ e
8-9									w e j iː
16-9									e s + tɬ iː
24-9									iː s t iː
32-9									m iː k iː
51-9									o n + iː
52-9									w a k + tɬ o k
53-9									n a k a s
54-9									tɬ a l iː iː
55-9									k w a
60-9									i x + t o o
83-9									tɬ e + tɬ
87-9									ts a tɬ a n iː
92-9									m a k a
103-9									m a + iː
106-9									k a k iː
138-9									n e o w
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ a k a + tɬ
179-9									n a k a + tɬ
180-9									m i ts + tɬ iː
186-9									k e tʃ
190-9									j a k a + tɬ
194-9									s e
220-9									o o + tɬ iː
231-9									iː t a
240-9									k o tʃ iː
283-9									t e + tɬ
293-9									iː n + iː
314-9									k w w w + +
315-9									o m e
322-9									t e o w m e
323-9									tɬ e
9-9									t u t o + tɬ
22-9									tɬ a t iː a
30-9									w i ts
88-9									iː iː iː
158-9									w e j a k
159-9									a t iː n iː + tɬ
177-9									m iː a k
184-9									t o k a + +
187-9									j a n k w iː + k
227-9									x a l l l
235-9									m o + tɬ a l iː a
249-9									ts o k + tɬ iː
251-9									m o + k e ts a
289-9									k w iː tɬ a ts iː l
294-9									t e o w
296-9									n e n e ts iː l
313-9									tɬ a n
316-9									n e o + n e m iː
318-9									t o t t n iː iː
320-9									a + tɬ
324-9									iː s t a k
326-9									a k
