COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
120	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪	z̪ ɛ ɾ s̪
1684	kʰ i t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ ɪ t̪ ɜ ŋ	kʰ i d ɜ ŋ	kʰ i t̪ ɜ ŋ	kʰ i t̪ ɜ ŋ	
1456	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	h ɜ s̪ k e	
136	s̪ o ŋ s̪	s̪ õ s̪	s̪ o ŋ	s̪ o ŋ	s̪ õ s̪	s̪ o ŋ s̪	s̪ o ŋ
399	b ɑ				b ɜ	b ɜ	
49	ɕ ɪ s̪	ɕ i s̪	ɕ i s̪	ɕ i s̪	ɕ ɪ s̪	ɕ i s̪	ɕ i s̪
1652	l o	l o	l o	l o	l o	l o	l oˑ
431	kʰ i	kʰ i	kʰ i	kʰ i	kʰ i	kʰ i	x i
1545	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɑ d ɑ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ	ŋ ɜ t̪ ɜ ŋ
96	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪
330	g o b i	g o b i	g o b i				g o b i
853		ɪ ɕ ɪ n̪	ɪ ɕ ɪ n̪	ɜ ɕ i n̪	i ɕ ɪ n̪	i ɕ ɪ n̪	
939		ɑ ŋ o	ɜ m o	ɑ ŋ o	ɑ ŋ o	ɑ ŋ o	
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
643			pʰ ɜ x m u l	pʰ ɜ x m u l	pʰ l ɜ x m u l	pʰ ɜ x m ʊ l	
871	o ŋ ɑ	o m ɑ	o m ɜ	o ŋ ɑ	o ŋ ɑ	o ŋ ɑ	o ŋ m ɑ
1397	d̪ʲ u	d̪ʲ u		d̪ʲ u	d̪ʲ u	d̪ʲ u	d̪ʲ u
1700	n̪ o ŋ o					n̪ o ŋ o	n̪ õ ŋ o
245	t̪ʰ u ɾ	t̪ʰ o r̪ u	t̪ʰ u r̪ u	t̪ʰ u r̪ u	t̪ʰ u r̪ u	t̪ʰ u ɾ	t̪ʰ u ɾ̥
610	ȵʲ ɑ	ȵʲ ɑ	ȵʲ ɑ	ȵʲ ɑ	ȵʲ ɑ	ȵʲ ɑ	ȵʲ ɑ
1073	ɾ gʲ ɑ	b gʲ ɜ	β gʲ ɜ	β gʲ ɜ	β gʲ ɜ	b gʲ ɜ	ɾ gʲ ɜ
1440	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ	d̪ ɪ r̪ i ŋ
1315	t̪ ɑ k s̪ k ɜ n̪	t̪ ɜ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪	t̪ ɑ k s̪ k ɜ n̪	t̪ ɑ x s̪ k ɜ n̪
496	kʰ r̪ i õ ŋ	t̪ʰ r̪ i m o ŋ		ʈʂ ɪ m o k	t̪ʰ r̪ ɪ m o ŋ	t̪ʰ r̪ ɪ m o ŋ	
1239	m o	m o	m o	m o	m o	m o	
929	dz̪ ɜ ŋ g i	ts̪ ɜ ŋ k i	ts̪ ɜ ŋ k i	ts̪ ɜ ŋ k i	ts̪ ɜ ŋ k i	ts̪ ɜ ŋ k i	dz̪ ɜ ŋ g i
980	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	kʰ ɜ p	
797		x ɛ n̪	xʲ ʊ n̪	xʲ u n̪	x ɛ n̪	xʲ ʊ n̪	
311	tɕʰ ɜ x s̪				tɕʰ ɜ x s̪		
743	t̪ʰ r̪ ʊ n̪ m o						ʈʰ o n̪ m o
1379	d̪ʲ u n̪	d̪ʲ u n̪		d̪ʲ u ŋ	d̪ʲ u	d̪ʲ u ŋ	d̪ʲ u
358	pʰ r̪ u	pʰ r̪ u	pʰ r̪ u		p l̥ u	p l̥ u	pʰ r̪ u
600	pʰ u	pʰ u					
1065	tɕ i k	tɕ ɪ k	tɕ ɪ k	tɕ ɪ k	tɕ i k	tɕ i k	tɕ i k
1363	h tɕ u						h s̪ tɕ u
946	kʰ ɑ	kʰ ɑ	kʰ ɑ				kʰ ɑ
328	k ɜ ɽ ɜ m		k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	
1306	b u	b u	b u	b u	b u	b u	pʰ r̪ u
1660	g o n̪ d e	g u n̪ d e	g ʊ n̪ d e	g ʊ n̪ d e	g u n̪ d e	g u n̪ d e	g ʊ n̪ d e
456					t̪ʰ ɜ l p ʊ ʈ	t̪ʰ ɜ l p ʊ ʈ	
128	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪	d̪ r̪ u l s̪
80	p r̪ ɛ t̪ l ɑ	p r̪ ɛ l ɑ			p r̪ ɛ l ɑ		
41	õ s̪	õ s̪	õ s̪	õ s̪	õ s̪	o ŋ s̪	õ s̪
1247	tɕ ɜ t̪ tɕ ɜ t̪	tɕ ɜ t̪	tɕ ɜ t̪	tɕ ɜ t̪	tɕ ɜ t̪	tɕ ɜ t̪	tɕ ɜ t̪
1	m i n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m ɪ n̪ s̪	
342	g o b i	g o b i	ɸ u l g o b i				pʰ u l g o b i
189	g ɑ ŋ m ɑ	g ɑ ŋ m ɑ	g ɑ̃ m ɑ	g ɑ̃ ŋ m ɜ	g ɑ ŋ m ɜ	g ɑ ŋ m ɜ	g ɑ ŋ m ɑ
350	bʲ ɜ ŋ o	bʲ ɜ ŋ o	bʲ ɜ ŋ m o	bʲ ɜ ŋ o	bʲ ɜ ŋ o	bʲ ɜ ŋ o	bʲ ɜ ŋ o
888				ɕ ɛ r̪ i		ɕ ɛ r̪ i	
506	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ ɪ k	tɕ u s̪ tɕ i k	tɕ u s̪ tɕ i k	tɕ u s̪ tɕ i k
455	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m		t̪ʰ ɜ l d u m
422	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o	l o x s̪ o
759	ts̪ ɑ m tθ e	ts̪ ɑ m tθ e	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m	ts̪ ɑ m
531	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɜ x r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɑ ɣ r̪ i ŋ	t̪ʰ ɜ q r̪ i ŋ	t̪ʰ ɑ q r̪ i ŋ s̪
447	s̪ k ɜ m b o	s̪ k ɜ m b o	s̪ k ɜ m b o	s̪ k ɜ m b o	s̪ k ɜ m b o	s̪ k ɜ m b o	s̪ k ɜ m b o
1569	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i	tɕ i
1480	j u ŋ	j u ŋ	j u ŋ	j u ŋ	j u ŋ	j u ŋ	j u ŋ
661	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o	b o ŋ o
152	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪	tɕ ɜ t̪ s̪		tɕ ɜ t̪ s̪		
1012	t̪ r̪ o b ɜ ɾ	tɕ o b ɜ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɑ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɜ ɾ	t̪ r̪ o b ɑ ɾ
677	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o	lʲ ɜ x m o
199				ʈʂ ɪ m o q	ʈʂ ɪ m o q	ʈʂ ɪ m o q	
104	t̪ʰ o ŋ s̪	t̪ʰ õ s̪	t̪ʰ o ŋ s̪	t̪ʰ o ŋ	t̪ʰ o ŋ	t̪ʰ o ŋ s̪	
481		b ɛ ŋ g ɜ n̪	b ɛ ŋ g ɜ n̪		b ɛ ŋ g ɜ n̪		
1537	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	ŋ ɑ j ɑ	
1554		h ɜ f t̪ ɑ	h ɜ f t̪ ɑ	h ɜ f t̪ ɜ		h ɜ f t̪ ɜ	
65	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪	k o s̪
1282	ts̪ u n̪ tθ e	ts̪ u n̪ tθ e	ts̪ u m tθ e	ts̪ u n̪ tθ e	ts̪ u n̪ tθ ɛ	ts̪ u n̪ tθ e	ts̪ u m tθ e
1004	ɾ g u	ʊ ɾ g o	ɾ g u	ʊ ɾ g u	ʊ ɾ g o	ɾ g u	ɾ g u
938	ɜ ŋ ɑ						ɜ m ɑ
1701		s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	
964	m i n̪ t̪ ɜ x	m ĩ n̪ t̪ ɜ x	m i n̪ t̪ ɜ x	m i n̪ t̪ ɜ x	m i n̪ t̪ ɜ x	m ɛ n̪ t̪ ɜ x	m i n̪ t̪ ɜ k s̪
153				kʰ ɜ k t̪ ɜ t̪ s̪	kʰ ɑ k t̪ ɜ t̪ s̪	kʰ ɜ k t̪ ɜ t̪ s̪	
1207	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	p ɑ j u	
863	ɕ ɑ	ɕ ɜ	ɕ ɜ	ɕ ɑ	ɕ ɜ	ɕ ɜ	ɕ ɑ
996	tθʰ ɜ n̪	tθʰ ɜ n̪	tθʰ ɜ n̪	tθʰ ɜ n̪	tθʰ ɜ n̪	tθʰ ɜ n̪	tθʰ ɜ n̪
197	k ɪ m b o q	k i ŋ b o q					
111	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ õ s̪	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ ɜ̃ s̪	ȵ ĩ t̪ ʔ õ s̪	ȵ ĩ t̪ ɜ̃ s̪	ŋ ĩ t̪ ɑ̃ s̪
1105	l̪ ʈ ɜ n̪ ʊ s̪ i	l̪ t̪ ɜ n̪ u s̪		l̪ t̪ ɜ n̪ u s̪ e	l̪ t̪ ɜ n̪ u s̪ i	l̪ t̪ ɜ n̪ u s̪	l̪ t̪ ɜ n̪ u s̪
897					l z̪ ɑ	l z̪ ɑ	
972	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i m o ɾ	ȵ i ŋ o ɾ	ȵ i m o ɾ	ȵ i m o ɾ̥
957				dʑʲ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	dʑ ɑ g ɜ t̪	
329	b ɜ n̪ d	b ɜ n̪ d	b ɜ n̪ d				b ɜ n̪ d
642	m e β̞ ɑ	m e β̞ ɑ	m e β̞ ɑ	m e β̞ ɑ		m e β̞ ɑ	
1048	k ɜ k ɑ	k ɜ k ɑ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɜ k ɜ	k ɑ ɣ ɑ
