COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	l ɔ ⁵⁵ ⁵⁵								
438-1	ȵ ɔ w ʔ ⁵⁵								
334-1	l ɔ ʔ ⁵⁵								
360-1	l ə ³¹								
394-1	ȵ i ³¹								
221-1	k a p ⁵⁵								
202-1	k au ³¹								
935-1	ŋ ³¹								
93-1	ts ɔ ŋ ³⁵								
7-1	p ɔ n ³¹								
664-1	o a ⁵⁵ ⁵⁵								
246-1	k ɔ ʔ ⁵⁵								
547-1	l ə k ⁵⁵								
555-1	i a ⁵⁵ ⁵⁵								
464-1	m au ³¹								
119-1	ts ə ŋ ⁵⁵								
835-1	k ɔ p ⁵⁵								
79-1	l ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ⁵⁵ ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	k i ⁵⁵								
797-1	k ʐ u ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	s ɔ ʔ ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	ȵ i u ʔ ⁵⁵								
580-1	s ɔ ʔ ⁵⁵								
833-1	l ɔ ⁵⁵								
390-1	ȵ ɔ ŋ ³¹								
696-1	ŋ ui ⁵⁵								
86-1	tʰ ə ŋ ⁵⁵								
384-1	ȵ ɔ ŋ ³⁵								
61-1	ȵ̥ a m ⁵⁵								
536-1	s ɔ ʔ ⁵⁵								
731-1	s o ³¹								
779-1	ʔ ⁵⁵ ⁵⁵								
589-1	t o m ⁵⁵								
658-1	ʈʂ a m ⁵⁵								
456-1	ȵ ʐ ə ŋ ³¹								
183-1	k ʐ ³¹								
785-1	k ɔ ³¹								
714-1	p ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ ɔ p ⁵⁵								
161-1	k ɔ ŋ ⁵⁵								
814-1	x ɔ ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	k ɔ ʔ ⁵⁵								
727-1	ʂ a m ⁵⁵								
260-1	k ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p ɔ m ⁵⁵								
59-1	k ɔ ʔ ⁵⁵								
506-1	pʰ ə k ⁵⁵								
29-1	p ə k ⁵⁵								
316-1	l ɔ ʔ ⁵⁵								
389-1	ȵ ʐ a ŋ ⁵⁵								
118-1	ȵ ɔ ³⁵								
312-1	k o ³¹								
490-1	n i ³⁵ ³⁵								
436-1	ȵ i ɔ ³¹								
927-1	ȵ a m ⁵⁵								
383-1	ȵ ɔ ʔ ⁵⁵								
211-1	ʂ a m ⁵⁵								
873-1	s o ŋ ⁵⁵								
877-1	l a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t ɔ m ³⁵								
660-1	ʐ a p ⁵⁵								
642-1	l ə ŋ ³⁵								
257-1	k ɔ a m ⁵⁵								
167-1	k ʐ ɔ ³¹								
880-1	tʰ ɔ ʔ ⁵⁵								
484-1	l a m ⁵⁵								
574-1	s u ŋ ³¹								
718-1	ʂ a ŋ ³⁵								
811-1	k au ³¹								
458-1	tʰ ə ŋ ³¹								
884-1	tɕʰ ɔ a ³⁵								
205-1	k u ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ a ⁵⁵								
920-1	ə ŋ ³¹								
36-1	p i a ⁵⁵								
12-1	p i ⁵⁵								
350-1	l ə ŋ ³⁵								
4-1	p ɔ ⁵⁵ ⁵⁵								
342-1	k u ʔ ⁵⁵								
280-1	tɕʰ ɔ ⁵⁵								
612-1	t ə ŋ ³¹								
459-1	ȵ ʐ a ŋ ⁵⁵								
569-1	s ui ³¹								
283-1	k i au ³⁵								
148-1	k ɔ ʔ ³⁵								
652-1	l i ⁵⁵								
220-1	ʑ ɔ ŋ ³¹								
562-1	l ə ŋ ³¹								
31-1	p ɔ ɔ ʔ ⁵⁵								
386-1	ȵ a p ³¹								
804-1	k ʐ u ŋ ³⁵								
369-1	l ə ʔ ⁵⁵								
125-1	tʰ ɔ ³¹								
314-1	k ʐ a ⁵⁵								
823-1	l ɔ p ⁵⁵								
471-1	k a m ³¹								
40-1	p ə ŋ ŋ ³⁵								
393-1	ȵ ɔ ŋ ³⁵								
272-1	k ʐ ə ŋ ³⁵								
463-1	ȵ au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	n a m								
123-1	l ɔ ʔ ⁵⁵								
512-1	pʰ ɔ ə k ⁵⁵								
518-1	pʰ ʐ p ⁵⁵								
878-1	tʰ ɔ ³¹								
849-1	tɕʰ ɔ ʔ ⁵⁵								
524-1	pʰ ɔ ʔ ⁵⁵								
90-1	l ɔ ŋ ⁵⁵								
541-1	l ə ŋ ³¹								
933-1	m̥ au ³¹								
467-1	k ɔ ³¹								
49-1	p i ⁵⁵								
822-1	l ɔ ʔ ⁵⁵								
52-1	p ɔ ʔ ⁵⁵								
377-1	l u ŋ ³¹								
127-1	ʈʂ a p ⁵⁵								
67-1	l ɔ ʔ ³⁵								
864-1	p ʐ a ³¹								
126-1	ʈʂ ɔ ʔ ⁵⁵								
656-1	ʈʂ a m ³⁵								
635-1	k ɔ ʔ ⁵⁵								
473-1	ȵ̥ a m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	ȵ i au ⁵⁵								
379-1	l ui ³⁵								
323-1	k ʐ u p ⁵⁵								
485-1	k ə ŋ ³¹								
357-1	l i ⁵⁵								
432-1	ȵ i k ³¹								
