COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ʂ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	ʐ w m ⁵⁵								
438-1	m ʐ w ʔ ⁵⁵								
334-1	l w a ⁵⁵								
360-1	l ə ³¹								
394-1	m i ³¹								
221-1	ʑ o p ⁵⁵								
202-1	k au ³¹								
935-1	o ³¹								
93-1	s ɔ ³¹								
7-1	p a n ³¹								
664-1	o ³¹ ⁵⁵								
246-1	tʰ ɔ ʔ ⁵⁵								
547-1	pʰ ʐ ai ⁵⁵								
555-1	ʑ o m ⁵⁵								
464-1	m au ³¹								
119-1	t ə ŋ ⁵⁵								
835-1	n a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	m au ⁵⁵								
477-1	n a p ⁵⁵								
891-1	tʰ ə ŋ ³⁵								
528-1	ʐ o ⁵⁵								
797-1	x ʐ o ʔ ⁵⁵								
493-1	n ə ʔ ⁵⁵								
217-1	ʑ a p ⁵⁵								
896-1	tsʰ u t ⁵⁵								
452-1	m ʐ u ʔ ⁵⁵								
580-1	s ʐ t ⁵⁵								
833-1	n ɔ ⁵⁵								
390-1	m ɔ ŋ ³¹								
696-1	ŋ au ⁵⁵								
86-1	t u ŋ ⁵⁵								
384-1	m a n ⁵⁵								
61-1	t a n ⁵⁵								
536-1	s a ai ⁵⁵								
731-1	ʂ i ³¹								
779-1	ɔ ⁵⁵								
589-1	tʰ w a ⁵⁵								
658-1	o m m ⁵⁵								
456-1	m ʐ w ŋ ³¹								
183-1	k ʐ ³¹								
785-1	x ɔ a								
714-1	o ⁵⁵								
331-1	l w a								
930-1	ȵ̥ a p ⁵⁵								
161-1	k w a ⁵⁵								
814-1	x ui ³¹								
179-1	k ʐ w ʔ ⁵⁵								
194-1	ʐ o a ⁵⁵								
727-1	ʂ w a ⁵⁵								
260-1	kʰ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p u m ⁵⁵								
59-1	t ɔ a ⁵⁵								
506-1	pʰ i k								
29-1	p ɔ ⁵⁵								
316-1	tʰ w a ⁵⁵								
389-1	m ʐ w a ⁵⁵								
118-1	m ɔ ŋ ³⁵								
312-1	kʰ o ³¹								
490-1	n i ŋ ³⁵								
436-1	m ʐ w ³¹								
927-1	ȵ̥ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʑ a m ⁵⁵								
873-1	pʰ ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l̥ a m ⁵⁵								
666-1	ʂ ɔ ³¹								
595-1	tʰ w a ŋ								
660-1	o m ⁵⁵								
642-1	n w a ŋ								
257-1	kʰ ʐ a m ⁵⁵								
167-1	k ʐ w a								
880-1	tʰ a p ⁵⁵								
484-1	n w ŋ ⁵⁵								
574-1	s o m ³¹								
718-1	ʂ a n ³¹								
811-1	ʈʂʰ au ³¹								
458-1	tʰ w a ³¹								
884-1	pʰ i ³⁵								
205-1	k o ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ w ⁵⁵								
920-1	ɔ au ³¹								
36-1	p ʐ a ŋ ⁵⁵								
665-2		ŋ o ⁵¹							
495-2		n au ⁵⁵							
838-2		n o ʔ ²¹							
438-2		m j o ʔ ²¹							
334-2		l o ʔ ²¹							
360-2		l a̱i ²¹							
394-2		m j ²¹							
221-2		j i p ⁵⁵							
202-2		k u ²¹							
935-2		n ²¹							
93-2		ts o ²¹							
7-2		p a̱ n ²¹							
664-2		v a ŋ ⁵¹							
246-2		k j ʔ ⁵⁵							
547-2		s i k ⁵⁵							
555-2		j i̱ m							
464-2		m au ²¹							
119-2		tʃ j ŋ ⁵⁵							
835-2		n a̱ p ⁵⁵							
79-2		t u ²¹							
693-2		ŋ au ui							
477-2		n a p ²¹							
891-2		t o̱ ŋ ⁵⁵							
528-2		v u ⁵¹							
797-2		k j u ʔ ⁵⁵							
493-2		n o k ²¹							
217-2		j a p ⁵⁵							
896-2		ts u̱ t ⁵⁵							
452-2		m j u ʔ ²¹							
580-2		s u ʔ ⁵⁵							
833-2		n o̱ ⁵¹ ⁵⁵							
390-2		m a ŋ ²¹							
696-2		ŋ ui ⁵¹							
86-2		t u ŋ ⁵¹							
384-2		m a n ⁵⁵							
61-2		t a m ²¹							
536-2		ʃ o ʔ ⁵⁵							
731-2		ʃ i ²¹							
779-2		k o ⁵¹							
589-2		tʰ u ŋ ⁵¹							
680-2		j o̱ ʔ ⁵⁵							
658-2		u m ⁵¹							
456-2		m j a ŋ ²¹							
183-2		k j i ²¹							
785-2		kʰ o ²¹							
714-2		v u̱							
331-2		l o ²¹							
206-2		j o ⁵¹							
930-2		a a p ⁵⁵							
353-2		l i ŋ							
161-2		k a ŋ ⁵¹							
814-2		s ui ²¹							
179-2		k j o ʔ ²¹							
194-2		j o ʔ ²¹							
727-2		ʃ a ŋ ⁵¹							
260-2		kʰ j a p ⁵⁵							
144-2		k a m ⁵¹							
53-2		p u m ⁵¹							
59-2		t o̱ ʔ ²¹							
506-2		p j k ²¹							
29-2		p i k ²¹							
316-2		t o̱ ʔ ⁵⁵							
389-2		m j a ŋ ⁵¹							
118-2		m o ⁵⁵							
312-2		kʰ a ²¹							
490-2		n j i̱ ⁵⁵							
436-2		m j o ⁵⁵							
927-2		j a̱ n ⁵⁵							
383-2		m o ʔ ²¹							
211-2		j a m ²¹							
873-2		x i ŋ ⁵¹							
371-2		l i ŋ ²¹							
877-2		s e ⁵⁵							
344-2		l a̱ m ²¹							
666-2		ŋ o ²¹							
595-2		tʰ a ŋ ⁵⁵							
660-2		v a ²¹ ²¹							
642-2		tʃʰ a ŋ ⁵⁵							
257-2		kʰ j a m ⁵¹							
167-2		k j o ²¹							
880-2		t a̱ p ⁵⁵							
337-2		v o ⁵¹							
484-2		n a ŋ ⁵¹							
574-2		s u m ²¹							
718-2		ʃ a n ⁵⁵							
811-2		kʰ j ²¹							
458-2		tʰ u ŋ ²¹							
884-2		t j ²¹ ⁵⁵							
205-2		k u ʔ ²¹							
499-2		n a ⁵¹							
706-2		ʃ o ⁵¹							
920-2		j j ²¹							
36-2		p j a ŋ ⁵¹							
665-3			ŋ a ⁵⁵						
495-3			n au ³⁵						
838-3			n a ʔ ³¹						
438-3			m j a ʔ ³¹						
334-3			l a ʔ ³¹						
360-3			l a ³¹						
394-3			m ə̱i ³¹						
221-3			j a ʔ ⁵⁵						
202-3			k au ³¹						
935-3			v ³¹						
93-3			n a ³⁵						
7-3			p ɛ̃ ⁵⁵						
664-3			v ɔ̃ ⁵⁵						
246-3			k j ʔ ⁵⁵						
547-3			s a k ⁵⁵						
555-3			j m m ⁵⁵						
464-3			m au ³¹						
119-3			m a ŋ ⁵⁵						
835-3			n ɛ̱ ʔ ⁵⁵						
79-3			t au ³¹						
693-3			ŋ au ⁵⁵						
477-3			n ɛ ʔ ⁵⁵						
891-3			t a̱ ŋ ³⁵						
528-3			ɣ au ⁵⁵						
797-3			k j au ʔ ⁵⁵						
493-3			n a k ³¹						
217-3			j ɛ ʔ ³¹						
896-3			n ɔ̱ t ⁵⁵						
452-3			m j au ʔ ³¹						
580-3			s au ʔ ⁵⁵						
833-3			n a̱ ⁵⁵						
390-3			m ɔ̃ ³¹						
696-3			ŋ a ⁵⁵ ⁵⁵						
86-3			t au ŋ ⁵⁵						
384-3			m ɛ̃ ⁵⁵						
61-3			t ɛ̃ ⁵⁵						
536-3			s a ʔ ⁵⁵						
779-3			k ⁵⁵						
589-3			tʰ ɔ̃ ⁵⁵						
680-3			ŋ a̱ ʔ ⁵⁵						
456-3			m j ɔ̃ ³¹						
183-3			k j i ³¹						
785-3			kʰ a ³⁵						
331-3			l a ³⁵						
206-3			j a ⁵⁵						
930-3			n ɛ̱ ʔ ⁵⁵						
353-3			l a ⁵⁵						
161-3			k ɔ̃ ⁵⁵						
179-3			k j a ʔ ³¹						
194-3			j a ʔ ³¹						
