COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m e									
96-1	a t a i									
99-1	a r i t a									
114-1	t o k i									
115-1	u o i i									
133-1	t i p a a a									
144-1	a w a w									
150-1	k a w									
234-1	k o m									
236-1	p i k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w u m									
65-1	i w									
74-1	p a n a									
106-1	t u n e									
128-1	p o k i									
147-1	t i m i									
231-1	p a n a w o									
232-1	p i n i m									
239-1	n a m a k a n									
266-1	i t i t									
51-1	u w e									
97-1	m a p a									
109-1	u p i t i									
121-1	k a p i a a k									
149-1	t o k									
160-1	k i a i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n i p a t									
139-1	m u k o a i									
142-1	p p t a m a									
145-1	k a t a t i i									
148-1	t a a w w a									
162-1	i j i n									
166-1	i m i									
179-1	t a									
201-1	p e									
21-1	t a w									
24-1	p o k a a									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k e t i m									
151-1	k i w									
154-1	w e									
192-1	t u t									
197-1	t a a									
205-1	i p a n									
227-1	w a p u i t i									
246-1	i w i									
251-1	w a n a									
52-2		t t e								
56-2		o m i								
96-2		a t a								
99-2		a r i k o								
114-2		t o k i								
115-2		o o a								
133-2		t i p a a a								
144-2		o t a w a								
150-2		n a w								
234-2		o m								
236-2		p i n o n								
241-2		a w i								
249-2		i s i								
74-2		p a n a								
93-2		t o p a a i								
95-2		w i k i								
106-2		t o n i								
119-2		a a t i i i								
128-2		p o k i								
147-2		t i a i								
231-2		p a a w o								
232-2		p i i								
239-2		m a m a a n								
266-2		i t i								
51-2		o w i								
55-2		i w a m								
97-2		j a p o m a								
121-2		k a p i j a a								
163-2		o p i n								
167-2		p a								
259-2		t o w a								
66-2		n a r a n a w								
112-2		t a i i a i								
116-2		t o p a k a								
125-2		k a t i m i								
135-2		k i m i								
139-2		a o o o i								
142-2		p p t a m a								
148-2		t a a a r								
162-2		i i n								
166-2		i m i								
179-2		t a								
45-2		o o o j a m m								
84-2		p i w a n								
