COGID	Albanian	English	French	German	Latin
560-1	iː j m r				
438-1	e r r				
1222-1	e iː r				
353-1	p e ɟ ɟ				
201-1	r au rː r				
20-1	r r r r				
503-1	p iː a n				
957-1	e ə r				
728-1	l iː ð				
244-1	n e m r				
289-1	n ʃ t				
911-1	r d r k				
724-1	t r u				
145-1	d ʃ r				
992-1	k r				
1181-1	k l n i				
741-1	p a a				
1150-1	u ʃ r d r				
585-1	t iː				
814-1	iː r a r				
916-1	t t				
1079-1	iː i iː t				
630-1	r ɪ ð ʃ p t				
343-1	t a t r				
8-1	ð r eː t r				
385-1	ɟ u r				
683-1	a ə n i t				
650-1	ɟ l l l r				
612-1	f m r				
871-1	ə r a t r				
667-1	l r o r				
527-1	oː ai d ʃ r r				
499-1	n e r				
1029-1	e r				
336-1	p r ɟ r				
198-1	m r ð n				
164-1	n ʃ m t ə o				
560-2		a ai m			
438-2		u r			
1222-2		r œ i			
353-2		p ɪ s h			
201-2		p œ n			
20-2		ɛ u			
503-2		p ʒ l n			
957-2		ɪ n			
728-2		ʃ a ŋ			
244-2		n v m r n			
289-2		n f			
911-2		w au r h l			
724-2		θ r ai			
145-2		t ai			
992-2		w ɪ			
706-2		h			
106-2		p i d r			
741-2		p h h			
421-2		v l ʊ m			
227-2		p ʊ			
920-2		h r			
1083-2		h ai r n ɛ			
1066-2		pf f			
1125-2		pf n n ʊ			
1197-2		m i d r			
473-2		n ai i			
284-2		n a s			
661-2		ɛ n			
701-2		r u v			
315-2		r au n			
1169-2		s i l			
1150-2		k ʊ r			
982-2		s ɪ r oi			
987-2		s i			
1055-2		s t ɛ n			
1130-2		s ŋ g			
433-2		s v n i			
625-2		l au ŋ			
1186-2		t a n			
416-2		w			
1233-2		w ɪ n			
884-2		w i r m			
1016-2		ɛ n r m ɛ l			
952-2		ɛ			
78-2		v l a s			
514-2		v r n			
116-2		ɛ			
188-2		p ɛ r h			
745-2		p ɪ ʃ ɛ r			
1100-2		f r f d			
47-2		m i i n			
111-2		l ɛ h			
1061-2		m n			
24-2		n x f			
232-2		n ʊ n h			
671-2		r r f t			
385-2		s ɪ			
945-2		s a m n			
644-2		h ʊ kː			
1041-2		s t ɪ			
492-2		θ n			
1209-2		m ʃ			
527-2		w a r			
14-2		pf ɛ l v			
1-2		a l			
915-2		au n d			
271-2		a s ə			
711-2		v ai			
1112-2		v l ʊ d			
205-2		v r au d			
301-2		k l ʊ ə			
72-2		k a l d			
162-2		h			
238-2		d a			
560-3			iː ɛ iː		
438-3			ø r		
1222-3			ð g eː		
353-3			p ð s k		
201-3			y nː		
20-3			ɛ r u		
503-3			p u l e		
957-3			t ɑ̃		
728-3			s ɛ oi ʒ		
244-3			ɪ ð rː		
289-3			n ɛ e		
911-3			ð ɑ̃ d i		
724-3			t r ɛ		
145-3			d		
992-3					
1181-3			k a n		
706-3			u e l		
106-3			p g r r		
741-3			p ø k		
421-3			b l u s r		
227-3			p u d		
920-3			k g r d		
1083-3			k ɔ r aː y		
1066-3			ɛ		
1125-3			g ɛ		
1197-3			rː e r r		
473-3			aː j i		
284-3			aː ɛ s		
661-3			n œ		
701-3			r lː b r		
315-3			r au o u		
1169-3			s a l		
1150-3			u r e		
982-3			s ɛ d		
987-3			s ɑ̃ j		
1055-3			s o g a		
1130-3			s u g		
433-3			s θ l		
585-3			t y		
625-3			l j oi		
1186-3			d ɛ d e		
814-3			ɑ̃ r		
416-3			g		
1233-3			ɛ aː p		
884-3			s r rː		
916-3			ɛ		
1016-3			a n m ɛ l		
952-3			a d		
514-3			b r r aː		
1079-3			b b		
1100-3			p r θ e		
47-3			u m ø n		
111-3			l a k u		
1061-3			m au n t		
1155-3			k l s		
343-3			i ɛ t ɛ ɑ̃		
671-3			r p e		
460-3			p u t r		
8-3			ɑ̃ ɛ u		
644-3			s u e		
683-3			k ɑ̃ n t		
650-3			k l		
612-3			f m		
871-3			r k ɛ		
1209-3			i g m s		
667-3			l ɛ i e		
499-3			n θ		
14-3			u a l b		
1029-3			i ð		
272-3			k n ɛ r		
278-3			t l		
410-3			k r t k		
336-3			j p j		
1009-3			i ɛ n t r		
479-3			i		
712-3			t r		
1113-3			s n n		
605-3			s s		
752-3			s p i r ɛ		
695-3			n y b		
73-3			f r i ʒ		
162-3			iː au		
239-3					
560-4				k eː m	
438-4				ʃ r	
1222-4				i g nː	
353-4				f i ʃ h	
201-4				f i b	
20-4				f r ə	
503-4				f uː l n	
957-4				aː n	
728-4				l eː ŋ g	
244-4				n i m n	
289-4				n ə t t	
911-4				ʒ r t t h	
724-4				n r iː	
145-4				ɛ	
992-4				h r	
1181-4				h i n t	
706-4				h ə	
106-4				f a n ə	
421-4				θ l u ə r	
227-4				f uː t	
920-4				h a r t	
1083-4				h r n ɛ	
1066-4				nː g	
1125-4				nː eː n h	
1197-4				m eː n ə	
473-4				n oː eː	
284-4				n eː r	
661-4				v n n	
701-4				r au b	
315-4				r u n ə n	
1169-4				ʃ l t	
1150-4				ʃ h r t	
982-4				z eː t ð	
987-4				n n	
1055-4				z t a	
1130-4				ʃ k	
433-4				ʃ i l	
585-4				t ø	
625-4				l ŋ	
1186-4				t r n	
814-4				r	
416-4				v a ɛ̃	
1233-4				v aː n t	
884-4				v eː r m	
