COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1379	d̪ʲ u n̪	d̪ʲ u n̪		d̪ʲ u ŋ	d̪ʲ u	d̪ʲ u ŋ	d̪ʲ u
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
111	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ õ s̪	ŋ ĩ t̪ ɑ̃ s̪	ŋ ĩ t̪ ɜ̃ s̪	ȵ ĩ t̪ ʔ õ s̪	ȵ ĩ t̪ ɜ̃ s̪	ŋ ĩ t̪ ɑ̃ s̪
572	dz̪ o g u		z̪ o g u				z̪ ɪ g u
888				ɕ ɛ r̪ i		ɕ ɛ r̪ i	
343				k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	k ɜ ɽ ɜ m	
330	g o b i	g o b i	g o b i				g o b i
1105	l̪ ʈ ɜ n̪ ʊ s̪ i	l̪ t̪ ɜ n̪ u s̪		l̪ t̪ ɜ n̪ u s̪ e	l̪ t̪ ɜ n̪ u s̪ i	l̪ t̪ ɜ n̪ u s̪	l̪ t̪ ɜ n̪ u s̪
82				ɾ ɪ l s̪		ɾ ɪ l s̪	
938	ɜ ŋ ɑ						ɜ m ɑ
1701		s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	s̪ t̪ r̪ i ŋ m o	
311	tɕʰ ɜ x s̪				tɕʰ ɜ x s̪		
455	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m	t̪ʰ ɜ l d u m		t̪ʰ ɜ l d u m
1380			d̪ i		d̪ i	d̪ i	
1554		h ɜ f t̪ ɑ	h ɜ f t̪ ɑ	h ɜ f t̪ ɜ		h ɜ f t̪ ɜ	
1700	n̪ o ŋ o					n̪ o ŋ o	n̪ õ ŋ o
946	kʰ ɑ	kʰ ɑ	kʰ ɑ				kʰ ɑ
1	m i n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m i n̪ s̪	m ɪ n̪ s̪	m ɪ n̪ s̪	
768	d̪ ɑ x p o	d̪ ɑ x p o		d̪ ɜ x p o	d̪ ɑ x ɸ o	d̪ ɜ x p o	d̪ ɑ k p o
329	b ɜ n̪ d	b ɜ n̪ d	b ɜ n̪ d				b ɜ n̪ d
780	ɣ r̪ i		ɣ r̪ i				g r̪ i
104	t̪ʰ o ŋ s̪	t̪ʰ õ s̪	t̪ʰ o ŋ s̪	t̪ʰ o ŋ	t̪ʰ o ŋ	t̪ʰ o ŋ s̪	
1339	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ	ȵ i m ɑ		ȵ i m ɑ	ȵ i m ɑ
279		ʊ ɾ g o	ʊ ɾ g o	ɾ g o	ʊ ɾ g o	ɾ g o	ʊ ɾ g o
1578		ʈʂ o		ʈʂ o	ʈʂ o	ʈʂ o	
136	s̪ o ŋ s̪	s̪ õ s̪	s̪ o ŋ	s̪ o ŋ	s̪ õ s̪	s̪ o ŋ s̪	s̪ o ŋ
