COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
665-1	ŋ ɔ ⁵⁵								
495-1	n au ³⁵								
838-1	ʐ ɔ ⁵⁵ ⁵⁵								
438-1	ȵ ʐ ɔ ʔ								
334-1	l ɔ ʔ ⁵⁵								
360-1	l i ³¹								
394-1	m ʐ ³¹								
221-1	ʐ ə ⁵⁵ ⁵⁵								
202-1	k au ³¹								
935-1	a ³¹								
93-1	s ə ³¹								
7-1	p a n								
664-1	ʈʂ a ŋ ⁵⁵								
246-1	x a ʔ ⁵⁵								
547-1	s ə k ⁵⁵								
555-1	i i m								
464-1	m au ³¹								
119-1	m ə ŋ ⁵⁵								
835-1	n̥ a p ⁵⁵								
79-1	t ɔ ³¹								
693-1	ŋ au ⁵⁵								
477-1	n a ʔ ⁵⁵								
891-1	t ə ŋ ³⁵								
528-1	ʐ ɔ ⁵⁵								
797-1	x ʐ au ʔ ⁵⁵								
493-1	n ə k ⁵⁵								
217-1	ʐ a p ⁵⁵								
896-1	tsʰ au t ⁵⁵								
452-1	m ʐ au ʔ ⁵⁵								
580-1	s i ʔ ⁵⁵								
833-1	n̥ a ⁵⁵								
390-1	m a ŋ								
696-1	ŋ ⁵⁵ ⁵⁵								
86-1	t au ŋ ⁵⁵								
384-1	m a n ³⁵								
61-1	p a m ⁵⁵								
536-1	s a ʔ ⁵⁵								
731-1	ʂ i ³¹								
779-1	a ⁵⁵								
589-1	t p ŋ								
658-1	ʈʂ a m ⁵⁵								
456-1	m ʐ a ŋ								
183-1	k ʐ ³⁵								
785-1	ʔ ɔ ³¹								
714-1	l ⁵⁵								
331-1	l ɔ ³¹								
930-1	ŋ a ʔ ⁵⁵								
161-1	k a ŋ ⁵⁵								
814-1	m̥ ui								
179-1	k ʐ a ʔ ⁵⁵								
194-1	ʐ ɔ ʔ ⁵⁵								
727-1	ʂ a ŋ								
260-1	ʔ ʐ a p ⁵⁵								
144-1	k a m ⁵⁵								
53-1	p a m ⁵⁵								
59-1	t ɔ ʔ ⁵⁵								
506-1	p ə k ⁵⁵								
29-1	p ə k ⁵⁵								
316-1	t a ʔ ⁵⁵								
389-1	m ʐ a ŋ ⁵⁵								
118-1	m ɔ ³⁵								
312-1	ʔ ɔ ³¹								
490-1	n i ³⁵								
436-1	m ʐ ɔ ³¹								
927-1	ŋ a n ⁵⁵								
383-1	m ɔ ʔ ⁵⁵								
211-1	ʐ a m ⁵⁵								
873-1	s ə ŋ ⁵⁵								
877-1	s a ³⁵								
344-1	l a m ⁵⁵								
666-1	ŋ ɔ ³¹								
595-1	t a ŋ								
660-1	ʈʂ a ʔ ⁵⁵								
642-1	ʈʂ p ŋ								
257-1	ʔ ʐ a m								
167-1	k ʐ ɔ ³¹								
880-1	s a ʔ ⁵⁵								
484-1	n a ŋ ⁵⁵								
574-1	s au m ³¹								
718-1	ʂ a n ³¹								
811-1	m̥ au ³¹								
458-1	t au ŋ								
884-1	ʈʂ i ³⁵								
205-1	k au ʔ ⁵⁵								
499-1	n a ⁵⁵								
706-1	ʂ ɔ ⁵⁵								
920-1	au ŋ ³¹								
36-1	p ʐ ŋ ŋ								
12-1	p i ⁵⁵								
350-1	l a ŋ ³⁵								
4-1	p a n ⁵⁵								
342-1	ʐ au ʔ ⁵⁵								
280-1	k ʐ ⁵⁵								
612-1	t a ŋ								
459-1	m ʐ ə ŋ ⁵⁵								
569-1	s ui								
283-1	ʔ ʐ p								
148-1	k a n								
652-1	ʈʂ ⁵⁵ ⁵⁵								
220-1	ʐ a ŋ								
562-1	s ə ŋ ³¹								
31-1	p ʐ ɔ ʔ								
386-1	m a ʔ ⁵⁵								
804-1	ʔ ʐ au ŋ								
369-1	l ə k ⁵⁵								
125-1	t au ³¹								
314-1	ʔ ʐ ɔ ⁵⁵								
823-1	l a p ⁵⁵								
471-1	n a m								
40-1	p ʐ ə ŋ								
393-1	m p ŋ								
272-1	ʔ ʐ a ŋ								
463-1	m au ⁵⁵								
1-1	p ɔ ⁵⁵								
214-1	ʐ a ³¹								
123-1	t p ⁵⁵								
512-1	ʈʂ ʐ ə k ⁵⁵								
518-1	p ʐ o ⁵⁵								
878-1	s a ³¹								
849-1	p a t ⁵⁵								
524-1	pʰ au ʔ ⁵⁵								
90-1	s a ʔ								
541-1	s a n								
933-1	ŋ ʐ ³¹								
467-1	n ɔ ³¹								
49-1	p o ⁵⁵								
822-1	l a ʔ ³⁵								
52-1	p ɔ ⁵⁵								
377-1	l a k								
127-1	ʈʂ a ʔ ⁵⁵								
67-1	t a t ⁵⁵								
864-1	p ʐ a								
126-1	ʈʂ ɔ ʔ ⁵⁵								
656-1	ʈʂ a ³⁵								
635-1	n ɔ ʔ								
473-1	n̥ a m ⁵⁵								
98-1	ʂ ɔ ³¹								
445-1	m ʐ au ⁵⁵								
379-1	l p ³⁵								
323-1	ʔ ʐ p p ⁵⁵								
485-1	n ŋ ŋ								
357-1	l ⁵⁵ ⁵⁵								
432-1	m ə k ⁵⁵								
80-1	t au ³¹								
10-1	p a t ⁵⁵								
335-1	ʈʂ ɔ ʔ ⁵⁵								
649-1	ʈʂ ɔ ³¹								
115-1	ts a n								
137-1	k ɔ ⁵⁵								
844-1	p i ⁵⁵								
723-1	tsʰ ⁵⁵ m̥								
494-1	n ə ŋ ³¹								
196-1	k ʐ o ʔ ⁵⁵								
376-1	l a m ⁵⁵								
466-1	n ɔ ⁵⁵								
75-1	t ə ŋ ³¹								
