COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e									
56-1	u m a									
96-1	a a a									
99-1	a a									
114-1	t a k									
115-1	u m									
133-1	t i p a a									
144-1	a t a w a									
150-1	k a w									
234-1	k o m									
236-1	p a k n									
241-1	a w n									
249-1	i tʃ									
1-1	w a t a									
2-1	w e m									
65-1	w									
74-1	p a n a									
106-1	t u n tʃ									
128-1	k a k									
147-1	t m									
231-1	p a n a w o									
232-1	p p i									
239-1	n a m a k a									
266-1	i t i m									
51-1	u w									
97-1	m a p a m									
109-1	u p i									
121-1	k a p a a a k									
149-1	t o k									
160-1	k k									
163-1	u p n									
167-1	p a									
207-1	m									
259-1	t o w a									
66-1	k a a a k a w									
134-1	n i p a t									
139-1	m k o i									
142-1	p a a a m									
145-1	k a t a t									
148-1	t a a a a									
162-1	i m i n									
166-1	i m									
179-1	t a									
201-1	p a									
21-1	t a w a									
24-1	k a k a a									
50-1	i n a									
57-1	t o k a w a n									
84-1	p i w a n									
91-1	m o k o n									
131-1	t u k a i m									
151-1	k i w									
154-1	w a									
192-1	t u t									
197-1	t a a									
205-1	i p a n									
227-1	w a p w i t									
246-1	i w i									
251-1	w a n a									
271-1	tʃ i w									
285-1	i a a w i n									
75-1	u p j a									
79-1	t a n									
104-1	k a p u a									
153-1	tʃ a k									
157-1	t a a a m									
174-1	p u u									
240-1	t i m a k									
270-1	k a w a t i									
52-2		e t e								
56-2		i m e								
96-2		a a								
99-2		a i								
114-2		t o k								
115-2		i								
133-2		t o p a								
144-2		a a a a a								
150-2		k a w								
234-2		k o m								
236-2		p a k i m								
241-2		a w o m								
249-2		o s e								
74-2		p a m a								
93-2		t o p a								
95-2		s a								
106-2		t i e k								
119-2		a t o								
128-2		h o k								
147-2		t i m i								
231-2		p a m a o o								
232-2		o o i o								
239-2		m a m a k a								
266-2		o t o								
51-2		a w e								
55-2		a n a m								
97-2		m a m o m								
121-2		k a p a p a								
163-2		e p e								
167-2		p a								
259-2		t o w a								
66-2		k a a k a w								
112-2		t a a a a								
116-2		t o p a k								
125-2		k a t a m a								
135-2		n m i								
139-2		m o o o								
142-2		o a a a a								
148-2		t a a a m								
162-2		i m o								
166-2		o m i								
179-2		t a								
45-2		o a o a a m a								
84-2		p o w a m								
131-2		t o t o								
146-2		o o m a								
154-2		w a								
192-2		t i t								
197-2		t a m								
235-2		s o w								
237-2		m a m a p								
246-2		i w i								
250-2		m o o t o t								
267-2		t o a a								
39-2		p a m a								
42-2		k a t a m e								
44-2		w a m a m								
75-2		i p i p a								
94-2		i k e e								
122-2		h i k i a m								
52-3			t i							
56-3			i a							
96-3			a a a t							
99-3			a i a a							
