COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e ʔ									
56-1	u m e									
96-1	a t a									
99-1	a r i k a n									
114-1	t o k i									
115-1	u u o									
133-1	t i p a r a									
144-1	a t a w a ʔ									
150-1	k a w									
234-1	k o m									
236-1	p i k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a z a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a									
52-2		i t e								
56-2		u m e								
96-2		a t a s								
99-2		a a i k e n								
114-2		t o k i s i								
115-2		u e i s s s								
133-2		t i p r a s s								
144-2		a r a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p e k u n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i s								
52-3			i tʃ i							
56-3			u m i							
96-3			a t a tʃ							
99-3			a r i k o n							
114-3			t o k i tʃ e							
115-3			u i i e e tʃ							
133-3			tʃ i p a t a tʃ tʃ							
144-3			a a t w t tʃ e							
150-3			k a w							
234-3			k o m							
236-3			p i k u n							
241-3			a w e m							
249-3			i tʃ i							
1-3			w a s a							
2-3			w m m							
65-3			i w i							
93-3			t u p a r i tʃ e							
95-3			w e t e							
52-4				t t e						
56-4				u m e						
96-4				a t a						
99-4				a r i k o n						
114-4				t o k e						
115-4				u u u						
133-4				t i p a r						
144-4				a t a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a ʔ						
2-4				w m						
65-4				i w						
74-4				p a n a						
93-4				t o p a r i						
95-4				w i k						
52-5					e t e					
56-5					y m e					
96-5					a r a s i					
99-5					a r i i e n					
114-5					t o k i s i					
115-5					y o i i s i					
133-5					t i p a r a s i					
144-5					a t a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					y m m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
52-6						i t i i				
56-6						u m a i				
96-6						a t a tʃ tʃ				
99-6						a r i k o n				
114-6						t u k i tʃ				
115-6						u i tʃ i tʃ i				
133-6						t i p a r a tʃ i				
144-6						a t a w a tʃ i				
150-6						k a w				
234-6						k u m				
236-6						p i k u j				
241-6						a w i j				
249-6						i tʃ i				
1-6						w a tʃ a				
2-6						w u m				
65-6						i w i				
74-6						p a j a				
93-6						t u p a r i tʃ i				
95-6						w i k i tʃ				
52-7							o t e			
56-7							u m e			
96-7							a t a ʃ			
99-7							a r i k a n			
114-7							t u k u ʃ i			
115-7							u u u ʃ ʃ			
133-7							t i p a r a			
144-7							a t a w a i			
150-7							k a w			
234-7							k o m			
236-7							p o k u d			
241-7							a w i n			
249-7							i s e			
1-7							w a z a ʔ			
2-7							u a m d			
65-7							i w			
74-7							p a d a			
93-7							t u p a r i ʃ i			
95-7							w i k i			
52-8								t t e		
56-8								y m e		
96-8								a r a s		
99-8								a a i t n		
114-8								t u k i s i		
115-8								y v i s s		
133-8								t i p r a a s		
144-8								a r a v a s i		
150-8								k a w		
234-8								k u m		
236-8								p i k y n		
241-8								a v i n		
249-8								i s e		
1-8								w a t a		
2-8								o u m m		
65-8								i v i		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								v i t i		
52-9									i t e	
56-9									i m e	
96-9									a t a ʃ	
99-9									a r i k a n	
114-9									t o k i ʃ i ʔ	
115-9									i u i i ʃ i ʔ	
133-9									t i p a r ʃ i	
144-9									a a a w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w e m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i k i ʃ i	
52-10										tʃ t e ʔ
56-10										y m e
96-10										a t a tʃ ʔ
99-10										a r i tʃ o n
114-10										t o k i tʃ i
115-10										y r i tʃ ʔ
133-10										t i p a r tʃ i ʔ
144-10										a t a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a ʔ
2-10										w i m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
