COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d u															
1089-1	n a															
1319-1	n ɔː															
1398-1	s u g u r u															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i n ɛ															
5406-1	t aː n d															
359-1	k a r u															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s u g e															
2533-1	b a r a															
3605-1	k a n d a															
3866-1	o s u															
4553-1	t a g u															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i r̃ a															
1356-1	m a j̃															
1881-1	n u m															
3218-1	b u s u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u s u															
807-1	k ɔ m ɔ															
2320-1	k a n ɛ															
2476-1	k uː															
3719-1	m															
4081-1	d a m b i															
4313-1	n ɛ m															
4460-1	s ɔ j															
5810-1	p i r u															
93-1	d ɔ															
260-1	b ɛ r ɛ															
385-1	z ɛ m b ɛ															
890-1	a m b r r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t aː r i															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ															
1788-1	s e															
2044-1	d i m b															
2713-1	t ɛ m d d r r															
3219-1	p a s u															
3425-1	j u															
4184-1	n aː															
4629-1	n u n ɔ															
4759-1	n i j̃ e															
4904-1	n u n a															
4960-1	g i n a z u															
4980-1	t ɔ															
5059-1	g u r o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i r̃ u															
5922-1	b i r ɛ															
5938-1	a d u n a															
1-1	p ɛ															
483-1	g e s u															
629-1	d ɔ															
667-1	ɛ w ɛ															
1254-1	z a m d u r u															
1415-1	ɲ aː															
1542-1	n ɔ															
1683-1	s i j															
1898-1	p u r o															
2901-1	t u n dʒ u															
2957-1	m a n d i															
3048-1	b i j e															
3251-1	z a r a															
3885-1	d ɛ r ɛ															
4402-1	j i															
5622-1	p e r ɛ j															
6006-1	p i r̃ a															
135-1	t u n d u															
158-1	m ɔ s u															
194-1	b ɛ															
221-1	ɛ s u															
650-1	b ɛ s i															
1152-1	t i w ɛ															
1374-1	k ɔ n ɔ															
1452-1	g a r a															
1862-1	i s u															
2083-1	k a n															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r u															
2941-1	b i r u															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a n g															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	d ɔ j̃ ɔ															
851-1	g ɔ															
1941-1	k i r i															
2179-1	n d ɛ															
2351-1	b a b a															
2496-1	n u															
3482-1	m i s i d ɛ															
3497-1	n a															
3588-1	k ɔ r ɔ															
4202-1	g o r o															
4293-1	z ɔ b ɔ															
4921-1	s a m b a															
408-1	j e m b u															
545-1	i r u															
978-1	t e m															
1052-1	n a m b u															
1070-1	r u g o															
1942-1	j e															
2456-1	k ɔ r u															
2514-1	d u s u															
2666-1	s u g i															
2817-1	a ŋ̍ g a															
3132-1	d u n															
3300-1	ɛ w ɛ															
3976-1	s aː															
4152-1	k i n a															
4361-1	t e g e															
4570-1	g ɔ w															
4648-1	j e															
715-2		d i														
1089-2		n a														
1319-2		n ɔ														
1398-2		s u g u r u														
1557-2		g i r e														
1626-2		w a g a														
1840-2		t i n														
2247-2		g oː														
4677-2		k u r e j														
5162-2		m i n ɛ														
5406-2		t aː n d														
359-2		g a r u														
1577-2		g i r e														
2196-2		n a r a														
2230-2		s i g i														
2533-2		b a r a														
3605-2		k a n d a														
3866-2		o s u														
4553-2		t a g u														
4822-2		k u m b														
5254-2		d u r ɔ														
503-2		k i r̃ a														
1356-2		m a j̃														
1881-2		n u m														
2084-2		j aː b i														
2420-2		k u r ɔ														
3218-2		p u s u														
3372-2		n a m a														
3718-2		a r a														
4135-2		b a n u														
4694-2		g u s u														
807-2		k o m ɔ														
2320-2		k a n ɛ														
2476-2		k s														
2842-2		d i g u														
4081-2		d a m b i														
4313-2		n ɛ m														
4460-2		s ɔ j														
5514-2		n ɛ n d ɛ														
5810-2		p i r i														
93-2		d ɔ														
260-2		b ɛ r ɛ														
385-2		dʒ ɛ m b ɛ														
890-2		a m b r̃ r														
1336-2		t e g e														
1703-2		b aː														
1769-2		t ɛ m b i														
2162-2		b ɛ r ɛ														
2635-2		s o														
2735-2		d a n a														
3031-2		d ɛ g ɛ														
4591-2		t aː r i														
5301-2		p ɛ r u														
5605-2		t i m ɛ														
296-2		dʒ a m b														
463-2		d u m b u														
762-2		b a n a k k r														
1432-2		t a r u														
1474-2		t ɔ														
1788-2		s i														
2044-2		d i m b														
2713-2		t ɛ m d ɛ r ɛ														
3219-2		p aː s u														
3425-2		j u														
4184-2		n aː														
4629-2		n u j̃ ɔ														
4759-2		n i j̃ ɛ														
4904-2		n u m a														
4960-2		g i n aː dʒ u														
4980-2		t ɔ														
5059-2		g u r o														
5125-2		ɔ n dʒ u														
5339-2		p a g a														
5549-2		t a w a														
5771-2		dʒ u g u														
5905-2		t i n u														
5938-2		a d u n a														
1-2		p ɛ														
483-2		g u s u														
629-2		d o														
667-2		ɛ w ɛ														
1254-2		dʒ a m d u r u														
1415-2		ɲ ɛ														
1542-2		n ɔ														
1683-2		s i j														
1898-2		p u r̃ o														
2551-2		r i														
2901-2		t u n g														
2957-2		m a n d i														
3048-2		b i j e														
3251-2		dʒ a n a														
3885-2		t ɛ r ɛ														
4402-2		j i														
5081-2		b i n u i														
5622-2		p ɛ r ɛ j														
6006-2		p i r̃ u														
43-2		s aː														
135-2		t u n d u														
158-2		m ɔ s u														
194-2		b ɛ														
221-2		ɛ s u														
650-2		b ɛ s i														
1152-2		t i b ɛ														
1374-2		k ɔ n ɔ														
1452-2		g aː r a														
1862-2		i s i														
2108-2		n a j̃														
2636-2		m														
2880-2		k u n dʒ u g														
2924-2		p o r u														
2941-2		b i r i														
3405-2		ɛ m ɛ														
3959-2		t o r u														
4066-2		g ɔ r̃ ɔ														
4535-2		s u g ɔ														
4888-2		s a m n a														
5180-2		s ɛ m b i														
5751-2		t i j ɛ														
5981-2		a r̃ a														
114-2		d ɔ j̃ ɔ														
702-2		ɔ g ɔ ɲ ɔ j̃ ɔ														
851-2		g ɔ														
872-2		ɛ n dʒ ɛ														
952-2		k u r u														
2179-2		n d i														
2351-2		b a b a														
2496-2		n u														
4609-2		k ɔ r ɔ														
4740-2		g u n ɔ														
4921-2		s a m b a														
5982-2		g u s u														
978-2		t o m														
999-2		j ɛ														
1052-2		n a m b														
1989-2		m ɛ n ɛ														
2456-2		k ɔ r u														
2666-2		s i g i														
2817-2		a ŋ g aː														
3132-2		d u ŋ														
3300-2		ɛ w ɛ														
3977-2		m n n dʒ i														
3978-2		m n n dʒ i														
4260-2		ɔ m b														
4278-2		k u n dʒ u														
4334-2		s ɔ n														
4361-2		t ɛ g e														
4570-2		g ɔ g														
4648-2		j e														
715-3			d u													
1089-3			n aː													
1319-3			n ɔː													
1398-3			s u g u l													
1557-3			g ʔ r e													
1626-3			w a g a													
1840-3			t ʔ n													
2247-3			g p													
4677-3			k u l e j													
5162-3			m ʔ n ɛ													
5406-3			t aː n d i													
359-3			g a l a													
1577-3			g ʔ r e													
2196-3			n a l a													
2533-3			b a r e													
3866-3			o dʒ u													
4553-3			t a g u													
5254-3			d u l ɔ													
503-3			k ʔ n a													
1881-3			n u m													
2084-3			j aː p i													
2420-3			k u l ɛ													
3218-3			p u s u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a n ɛ													
2476-3			k s													
3719-3			m													
4460-3			s ɛ j													
5514-3			n ɛ n d ɛ													
890-3			a m b l l													
1336-3			t e g e													
1703-3			b aː													
2162-3			b ɛ l ɛ													
2635-3			s ɛ													
2735-3			d a n a													
762-3			b a n a k k													
1788-3			s e													
2713-3			t ɛ m d ɛ r ɛ													
3219-3			p aː s u													
4629-3			n u w ɔ													
4904-3			n u n a													
5125-3			ɔ n dʒ e													
5771-3			dʒ u g u													
5938-3			a d u n a													
1898-3			p u l u													
2901-3			t u n g													
2957-3			m a n d e													
3048-3			b ʔ j e													
5081-3			b ʔ n d ʔ													
6006-3			p e r o													
716-3			j ɛ													
1152-3			t ʔ b ɛ													
1789-3			n u m a													
2083-3			k a n i													
2108-3			n a j													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g													
2941-3			b ʔ l													
3405-3			ɛ m ɛ													
3811-3			l ɛ													
5583-3			t a ŋ g													
5751-3			t ʔ j ɛ													
2442-3			n u m a													
2496-3			n u													
4921-3			s a m b e													
196-3			k u l ɛ													
3639-3			t o w a													
3905-3			n u													
3977-3			m ɔː n dʒ													
3978-3			m a n dʒ e													
4361-3			t ʔ g ʔ													
715-4				d i												
1089-4				n aː												
1319-4				n ɔ												
1398-4				s u ɣ u r u												
1557-4				ɣ i r e												
1626-4				w a g a												
1840-4				t i n												
2247-4				g o												
4677-4				k u r e j												
5162-4				m i r̃ ɛ												
5406-4				t aː n d												
359-4				k a r u												
1577-4				ɣ i r e												
2196-4				n a r̃ a												
2230-4				s i g e												
2533-4				b a r a												
3605-4				k a n d a												
3866-4				o dʒ u												
4553-4				t a g u												
4822-4				k u m b												
5254-4				d u r ɔ												
503-4				k i r̃ e												
1356-4				m a j												
1881-4				n u m u												
2084-4				j aː b ɛ												
2420-4				k u r ɔ												
3218-4				b u dʒ u												
3718-4				a r a												
4135-4				b a r̃ u												
4694-4				g u dʒ u												
807-4				k ɔ m ɔ												
2320-4				k a ŋ ɛ												
2842-4				d i ɣ u												
4313-4				n ɛ m												
4460-4				s ɔ j												
5514-4				n ɛ n d ɛ												
5810-4				p i r u												
93-4				d ɔ												
260-4				b ɛ r ɛ												
385-4				dʒ ɛ m b ɛ												
890-4				a m b r r												
1769-4				t ɛ m b i												
2162-4				b ɛ r ɛ												
2635-4				s o												
2735-4				d a n a												
3031-4				d ɛ g ɛ												
