COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1823	g o o	g oː				g o l o	g o o			g oː					g o l o	
2375					ŋ g e	ŋ g o					ŋ g e					
1795													j			j
1475	t o w	t ɔ w					t ɔ ŋ ɔ									
5497		ɛ w		ɛ w					ɛ w						ɛ w	ɛ w
2824						g aː		a g a						k a		
3792				dʒ ɔ w̃ ɔ								dʒ ɔ w ɔ				
5532			ʔ i n i		i nː i	i n ɔː		i n i		i n u	i n i		i n u			
5146						u dʒ u ŋ g o				u d u g o						
3			k a n i		k a n i			k a n								
572												ɲ i n i	n i nː u			n i n u
1510												n aː				n a
3957	a r i j e					a l i j a					a l i j a					
3088		ɲ ɛ r̃ u					ɛ r̃ i		ɲ ɛ r̃ u			ɲ ɛ r̃ u		ɛ r u		
409		g o r iː		j i r u					g o r u					j ɔ r u		g o r u
484			w e n a m a					w e n a m a								
4947										ɔ j̃				ɔ j̃		
1825				n u w̃ o					n u w̃ o					n u w̃ ɔ		
389									n				n ɛ	n		n ɛ
5144				n iː					n iː							
136		k ɛ l ɛ							k ɛ l ɛ			k ɛ n ɛ				
5830			j ɔ		j ɔː	j ɛː		j ɔ̀:			j eː				j ɛ	
4052	b a s a						b a s a		b a s a	b a d a		b a dʒ a				
1235	n̩ dʒ e r u						n ɛ r̃ i									
5044													y			y
2799			d u b ɛ		d u b e			d u b ɛ								
2477				d a r̃ a											d a r̃ a	
597					g e n i			g eː n i								
1922			n i	ɲ uː								ɲ uː				
3922	j	j														
1644	ɔ w̃ m	ɔ w							ɔ w							
3532	m b uː									m̩ b u g ɔ						
2006	ŋ̍ g uː r e					ŋ g o				ŋ g ɛ						
4925										w a r a					w a d a	
5088														b e t e	p i d i m	
347				tʃ ɛ r ɛ						tʃ ɛ r ɛ	tʃ ɛ r ɔ			tʃ ɛ r u		
5017	d a j̃					d a j										
982						l e							l u			
5482						ɛ ŋ g u			u ŋ g u							
2286					u n a			u n a			u n a					
3552						i n									i n	
4714					k oː l o			k oː l o								
5106	b ɛ n d i							b u n d e					b ɛ n d ɛ			
4844	m	m														
6005	n ɔ r̃ ɔ	n ɔ r̃ ɔ j̃														
2181				oː					oː			o				
4220	k uː			k ũː					k uː			k ũ		k u		
5568		g u s u												k u s e j		
4807								j e						j		
2671				ŋ o		n	n̩ d o	n dʒ aː			n uː					
4240	w o r u	w eː r i					w eː r i						w e l u	w o r o		w e l
4498	ɛ r u m			e r u			ɛ r i		e r u							
3360									dʒ aː				dʒ aː			dʒ aː
4943			k a n i								k ɔː n i		k ɛ ɲː ɛ			
3342									s u g ɔ			s u g ɔ				s u g ɔ
5735					m iː			m iː			m iː					
3161						t a r					dʒ aː l o					
3979				s u r̃ o					u s u r̃ u							
3638	m	m														
3014					n aː g a			nʷ aː								
3070		a j i					a j i									
2958				m ɔ w̃					m ɔ̃ː			m ɔː	m o m o	m ɔ m		m ɔː
5390	d o r o			d u d oː			d u r o		d o d oː							
4223						d e b i									d ɛ b u	
431				k a m ɲ a												k ɛ m ɲ ɛ
3395									l o j			l o			ɔ j̃	l oː
2999						d ɔ g ɛ	d ɔ g ɔ			d o g ɔ					d ɔ g ɔ	
2698				ɔ g u			ɔ g i						ɔ g u			
3807	p iː r̃ i				b ãː		p iː								p i l	
3625									d ɛː g ɛ							d i g ɛ
