COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l au ⁵						
18-1	m j ɛ ŋ ⁵						
19-1	n j ei ⁵						
44-1	l o ʔ ³²						
50-1	h ai ŋ ³						
62-1	s ai k ⁵³						
70-1	d a n ⁵						
75-1	m j ɔ ʔ ³¹						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	m j u k ³						
127-1	kʰ w ei ³						
132-1	w ɔ ʔ ³						
133-1	n u ⁴¹						
135-1	n au ⁴³						
142-1	d ts i ³						
143-1	ŋ ṵ ʔ ³¹						
149-1	ʔ u ⁵³						
152-1	ŋ ɔ ³						
157-1	d ɔ ⁵						
183-1	ʔ u ⁵						
184-1	n o ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ⁵						
192-1	n ɛ ³						
195-1	n ɔ ³						
200-1	k i n ³¹						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³						
225-1	s ai ŋ ⁵						
235-1	kʰ w j ei ³						
244-1	s ei ⁵						
253-1	m ei ³						
270-1	m ei ⁵						
278-1	m j ɛ ŋ ³¹						
279-1	w ə ⁵						
285-1	j æ̰ n ³						
308-1	d d a̰ ḭ ⁵						
322-1	m i ⁵						
325-1	kʰ w au ⁵						
337-1	m j a ŋ ³						
341-1	d ts ɔ ³						
347-1	ʃ j o ʔ ³¹						
362-1	j i ³¹						
391-1	j æ̰ p ⁵³						
394-1	m ɔ ʔ ³						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ ə̰ p ⁵³						
460-1	s a ʔ ⁵³						
463-1	i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ n ³						
476-1	kʰ w j u k ³						
481-1	tsʰ ə ³						
494-1	- ḭ ɛ ³						
496-1	h j ai ŋ ³						
516-1	w e ³						
522-1	n ɔ ʔ ³						
523-1	pʰ j u ³						
524-1	n ɛ ³¹						
540-1	kʰ w ɔ ⁵						
3-1	d ei ³¹						
6-1	- ḭ a̰ ḭ ³						
7-1	d æ̰ n ³						
20-1	n a p ⁴³						
51-1	ŋ u ³						
64-1	k ɔ ŋ ³¹						
65-1	k o k ⁵⁴						
66-1	d ts u ⁵						
71-1	ʃ i ⁵						
72-1	ʔ ai ³						
76-1	w ɔ ³						
77-1	n j ɛ̰ k ³						
78-1	n au ³¹						
82-1	pʰ u ŋ ⁵³						
87-1	ŋ u ³						
93-1	l a m ³¹						
94-1	m j ei ³						
100-1	s a n ⁵³						
116-1	j a̰ ḭ ³						
119-1	w a m ³						
124-1	p j u ³						
136-1	l dʒ i ³						
137-1	kʰ w j au ³						
144-1	s o t ⁵³						
145-1	d u ŋ ³¹						
146-1	n au ⁵						
150-1	g j ɔ ʔ ³						
154-1	m ei ³¹						
165-1	k j ə m ³						
166-1	pʰ j ɔ ³						
169-1	k j a̰ ŋ ³						
170-1	d j ɔ ³						
171-1	j a ŋ ³						
174-1	l æ m ³						
181-1	m j ɔ ʔ ⁵						
193-1	b ə ³¹						
205-1	n æ̰ ʔ ⁵³						
206-1	m ə ʔ ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ̰ m ³						
217-1	ʔ u ³¹						
224-1	n j i ⁵						
228-1	d au ³¹						
238-1	j au ³¹						
241-1	ʃ ɔ ⁵						
246-1	k j tsʰ ⁵						
256-1	ʔ u ŋ ³						
257-1	tsʰ au ³						
272-1	n ɔ ⁵						
