COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l au ⁵						
18-1	m j u ŋ ⁵						
19-1	n j ei ⁵						
44-1	l u ʔ ³						
50-1	ʃ u ŋ ³						
62-1	s ai k ³						
70-1	t a n ³						
75-1	m j ɔ ʔ ³¹						
97-1	ʃ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	m j u k ³						
127-1	kʰ ṵ ei ³						
132-1	w u ʔ ³						
133-1	n u ³						
135-1	n au ³						
142-1	d ts h ei ³						
143-1	ŋ o ʔ ³¹						
149-1	ʔ u ⁵³						
152-1	ŋ au ³						
157-1	p ɔ ³¹						
183-1	ʔ u ³						
184-1	n u ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	n ɛ ³						
195-1	n ɔ ³						
200-1	kʰ au ³¹						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³¹						
225-1	s ai ŋ ³¹						
235-1	kʰ j ei ³						
244-1	s j ei ⁵						
253-1	m j ei ³						
270-1	m ei ³						
278-1	m j ɛ ŋ ³¹						
279-1	w a ³						
285-1	j ṵ ə̰ m ³						
308-1	d au ⁴³						
322-1	m ḭ ³¹						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³						
341-1	d ts ɔ ³						
347-1	ʃ j u ʔ ³¹						
362-1	j ei ³						
391-1	j æ p ³						
394-1	m ɔ ʔ ³						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ ə̰ p ⁵³						
460-1	s a ʔ ⁴²						
463-1	u ei ³						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³¹						
476-1	kʰ j u k ⁵³						
481-1	tsʰ au ³						
494-1	g ei ³						
496-1	ʃ j u ŋ ³						
516-1	w ei ³						
522-1	n ɔ ʔ ³						
523-1	pʰ j u ³						
524-1	n ɛ ³¹						
540-1	kʰ ɔ ³						
3-1	b ei ³¹						
6-1	k ɛ ³						
7-1	dʒ u m ³						
20-1	n a p ³						
51-1	ŋ u ³						
64-1	k ɔ ŋ ³¹						
65-1	k o k ⁵⁴						
66-1	d ts ɨu ³						
71-1	ʃ ei ³¹						
72-1	ʔ a ³						
76-1	w a ³						
77-1	m j ɛ̰ k ³¹						
78-1	m au ⁵³						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ⁵						
94-1	m j ei ³						
100-1	s ɔ n ⁵³						
116-1	j a̰ ḭ ³						
119-1	w ṵ m ³						
124-1	p j ṵ ³						
136-1	l j i ³						
137-1	kʰ j au ³						
144-1	s o t ⁵³						
145-1	d u ŋ ³¹						
146-1	m j au ⁴						
150-1	g j ɔ ʔ ³						
154-1	m j ei ³						
165-1	k j a n ³						
166-1	pʰ j ɔ ³						
169-1	k j a ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l æ m ³						
181-1	m j ɔ ʔ ³¹						
193-1	b ə ³						
205-1	n ṵ ə̰ ʔ ⁵⁴						
206-1	m ə ³						
212-1	tʃʰ ɔ ʔ ⁵³						
214-1	l ɔ m ³						
217-1	ʔ u ³						
224-1	n j au ⁵						
228-1	b au ⁴³						
238-1	j au ³						
241-1	ʃ ɔ ⁵						
246-1	k j dʒ ³						
256-1	ʔ u ŋ ³						
257-1	pʰ u ³						
272-1	m ɔ ⁴³						
273-1	ʔ a ⁵						
274-1	m a ŋ ³						
286-1	kʰ u m ³						
