COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m d au d ³						
4-1	l a̰.ḭ ³						
18-1	m j z ŋ ³						
19-1	n d i ³¹						
44-1	d l au ʔ ³						
50-1	au d d u ŋ ³						
62-1	s u ʔ ³						
70-1	d a n ³						
75-1	m j ɔ ʔ ³						
97-1	d tʃʰ a ŋ ³						
112-1	tsʰ ə ⁵						
122-1	m j au k ³						
127-1	kʰ ³ ei ³						
132-1	d au a ʔ ³						
133-1	n d au d ³						
135-1	n d au d ³						
142-1	d z ³¹ ḭ ³						
143-1	d ŋ z ʔ ³						
149-1	au au ʔ ³						
152-1	ŋ au d ³						
157-1	d ə ³¹						
183-1	ʔ au ³						
184-1	d n au d ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	d n ɔ̰ d ³						
195-1	n ə ³						
200-1	kʰ d ḭ n ³¹						
216-1	s ḛ ŋ ³						
218-1	l ə ʔ ³						
225-1	s ḛ ŋ ³						
235-1	kʰ j ei d ³						
244-1	s au ḭ ³						
253-1	m j d ei ³						
270-1	m ei ³						
278-1	m j ɛ ŋ ³						
279-1	d au ɛ ³						
285-1	d j au m ³¹						
308-1	d b d ³ ḭ ³						
322-1	m ḭ ³						
325-1	kʰ d au d ³						
337-1	m j a ŋ ³						
341-1	d z ɔ ³						
347-1	ʃ d au ʔ ³						
362-1	d j ei d ³						
391-1	j au p ⁵						
394-1	m ɔ ʔ z						
397-1	tʃʰ ei d ³						
443-1	n j au p ⁵⁴						
460-1	s a ʔ ³¹						
463-1	au z i d ³						
464-1	ʔ u ŋ ³						
473-1	s a m ³						
476-1	kʰ j au k ³						
481-1	tsʰ ei d ³						
494-1	k d ei ³						
496-1	au j u ŋ ³						
516-1	au au ³						
522-1	n ə ʔ ³						
523-1	au j au d ³						
524-1	n au ³						
540-1	kʰ ɔ ³						
3-1	b d ei d ³²						
6-1	k d ɛ ³						
7-1	dʒ u m ³						
20-1	n a p ³²						
51-1	ŋ ḭ d ³						
64-1	k ə ŋ ³						
65-1	kʰ d o k ⁵⁴						
66-1	d z au ⁵						
71-1	ʃ i ⁵						
72-1	ʔ a ³						
76-1	ə ɔ̰ ³						
77-1	m j ḛ ʔ ³						
78-1	m au ³						
82-1	ɛ ə ŋ ⁵						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ⁵						
94-1	m j ei ʔ ³²						
100-1	au d ɛ n ³						
116-1	d l u ³						
119-1	ʃ a ⁵						
124-1	dʒ j ṵ ³						
136-1	l j i ³						
137-1	kʰ j d au ʔ ³						
144-1	s o ʔ ⁵⁴						
145-1	d u ŋ ³¹						
146-1	m au ³						
150-1	d k j ɔ̰ ʔ ³						
154-1	m d j ḛ z						
165-1	au j ə m ³						
166-1	ɛ j ɔ ³¹						
169-1	k j ɔ̰ ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l a ʔ ³						
181-1	m j ɔ̰ ʔ ³¹						
193-1	b i ⁴						
205-1	n au d ʔ ⁵⁴						
206-1	m d z ʔ ⁵³						
212-1	tʃʰ j ɔ ʔ ⁵⁴						
214-1	l a m ³						
217-1	ʔ ṵ ³¹						
224-1	d n j d z ⁵						
228-1	b au ḭ ⁵						
238-1	j au ³						
241-1	ʃ ə ⁵						
246-1	au j au ³						
256-1	t u.ŋ d ³						
257-1	tsʰ au d ³¹						
272-1	m ɔ̰ ³						
273-1	j a d ³						
274-1	m a ŋ ³						
286-1	kʰ a m ³¹						
289-1	kʰ u ŋ ³¹						
294-1	p ə ³						
301-1	j ə ʔ ⁴						
306-1	kʰ j a p ⁵						
307-1	ŋ ɔ̰ p ⁵⁴						
321-1	tʰ a ŋ ³¹						
331-1	m j ə ³						
332-1	l a m ³						
335-1	k j ə ³						
336-1	n ə m ³						
340-1	ŋ au ³						
342-1	m j d au ⁵⁴						
360-1	dʒ a p ³¹						
376-1	au tsʰ ʔ ³						
389-1	n j ɛ k ³						
395-1	n ɔ̰ ³						
401-1	ʃ ei ³						
404-1	d z u ŋ ³						
408-1	d d ə ⁵³						
409-1	l au ³						
413-1	d ʔ ɛ n ³						
421-1	ʔ j u ʔ ³						
425-1	pʰ j ei ³						
430-1	tʃʰ i ³						
442-1	d au ³						
447-1	tʰ u ŋ ⁵						
456-1	k ə ³						
458-1	au au ³						
469-1	kʰ au ³						
470-1	d a d ³¹						
475-1	ŋ ə ³						
477-1	d n j ɔ̰ t ⁵⁴						
478-1	au ei t ⁵⁴						
480-1	k d au ʔ ³						
485-1	m j ə z						
495-1	ŋ d tsʰ ³						
499-1	m j au ŋ ³						
500-1	n j d u m ⁵						
501-1	tʰ ṵ ³						
506-1	dʒ d a p ⁵⁴						
507-1	n a ʔ ³						
509-1	l ɔ ŋ ⁴³						
510-1	b j i ŋ ³						
511-1	l ə ʔ ³						
521-1	h au ³						
525-1	n j d ḛ ³						
538-1	tʃʰ j au ³						
539-1	dʒ ɛ ŋ ³						
544-1	ʔ j a ʔ ⁵⁴						
550-1	tʰ ɔ ʔ ³						
562-1	m j u ŋ ³						
568-1	k au ³						
2-1	k u ŋ ³						
11-1	s ai ŋ ³						
12-1	j ɔ ʔ ³						
22-1	k u ʔ ⁵³						
28-1	d ḭ ⁵⁴						
29-1	tʰ ³ ʔ ³						
30-1	ṵ a ŋ ³²						
35-1	l a ŋ ⁵³						
38-1	tsʰ z u ʔ ⁵³						
42-1	j ə k ³¹						
46-1	tʃʰ u ³						
52-1	t ɔ ʔ ³						
55-1	d a m ⁵³						
69-1	³ u ʔ ⁵						
79-1	k j u m ³						
83-1	tʃʰ au ³						
86-1	j ḛ ʔ ⁵						
89-1	s a ŋ ³						
90-1	ɛ ɔ ʔ ³						
91-1	p a n ³						
92-1	kʰ i ³¹						
106-1	k a k ³						
120-1	dʒ a ʔ ³						
125-1	g d d ɛ ʔ ³¹						
148-1	d a ŋ ³						
173-1	ɛ i ḭ ⁵⁴						
179-1	k ɛ ³						
186-1	ŋ ə ³						
187-1	l a ŋ ³						
197-1	n ə ʔ ³						
209-1	kʰ j u ŋ ³						
210-1	³ tsʰ a m ³						
211-1	d au ʔ ⁵³						
213-1	d n ɔ k ⁵³						
215-1	d.z ³ au ʔ ³						
220-1	tʰ u ŋ ⁵⁴						
237-1	ɛ ɛ ⁵³						
239-1	n a m ³						
242-1	tsʰ au ³¹						
248-1	kʰ j ei ⁵						
255-1	d j ṵ ³¹						
271-1	tʃʰ au ³						
275-1	n au ŋ ³¹						
277-1	tʃʰ a ŋ ⁵						
295-1	kʰ u ʔ ⁵⁴						
302-1	au au ³						
309-1	l ɔ̰ ʔ ³						
312-1	au ⁵						
313-1	m a ʔ ³						
314-1	tsʰ a m ³						
315-1	tʃʰ a ŋ ⁵						
330-1	l æ̰.ʔ ³						
333-1	ɛ ḭ a ʔ ³						
338-1	m j u ʔ ⁴						
346-1	ʃ æ̰.ʔ ʔ ³						
348-1	j ɛ ⁵						
353-1	d z a̰u ⁵⁴						
356-1	h a m ⁵						
357-1	s ɔ̰ ʔ ⁵⁴						
358-1	ʃ a ³						
361-1	j ɔ̰ ʔ ³						
378-1	m z ʔ ³						
379-1	kʰ j ɛ ³						
388-1	k j o k ⁵²						
390-1	j ɔ z						
398-1	j ɔ̰ ³						
399-1	k j ḛ ŋ ³¹						
400-1	n a n ⁵						
403-1	b j ɨ̰.ṵ ³						
405-1	j a p ³¹						
406-1	tʰ u ʔ ⁵						
407-1	s ɔ ³						
410-1	au a ŋ ³						
414-1	l a ʔ ³						
418-1	g j ɔ ⁵						
423-1	j ə ³						
431-1	k j u ŋ ³						
435-1	kʰ ɔ̰ ʔ ³						
438-1	tʰ au ⁵						
448-1	d z a ʔ ⁵³						
449-1	d z ə ⁵³						
453-1	m u ⁵						
465-1	tʰ æ̰.ʔ ⁵⁴						
471-1	j o k ³¹						
472-1	t i ʔ ³						
474-1	m j ei ⁴³						
482-1	ʃ ɔ̰ ³						
502-1	b au ³¹						
503-1	tsʰ ṵ ³						
505-1	l a ʔ ⁵³						
512-1	j ɔ̰ ³¹						
515-1	d ḛ n ³						
529-1	ʔ a ³						
530-1	s ɛ ʔ ⁵						
535-1	b ə ³						
536-1	d ə ³						
542-1	b æ̰.ʔ p ³⁴						
561-1	n ɛ ŋ ³						
563-1	dʒ ɛ ⁵						
569-1	kʰ a ⁵						
5-1	m ɔ ⁵³						
16-1	j u p ³						
27-1	d ɛ a n ³¹						
40-1	tʰ u m ³¹						
41-1	b ɔ ʔ ³²						
1-2		m i ʔ ²³					
4-2		l i ⁵²					
18-2		l j i ŋ					
19-2		l i					
44-2		l au k ²³					
50-2		l ŋ ³					
62-2		ts o ⁵²					
70-2		p o ²³					
75-2		m w a̰ ʔ ⁵²					
97-2		ts o ŋ ⁵²					
112-2		x o ⁵²					
122-2		m w a k ⁵²					
127-2		ts au ⁵²					
132-2		ts o ʔ ⁵²					
133-2		l o ²³					
135-2		l i ⁵²					
142-2		t i ⁵²					
143-2		ŋ i ʔ					
149-2		ʔ au ʔ ²³					
152-2		ŋ a̰ ²³					
157-2		p i ⁵²					
183-2		ʔ au					
184-2		l au ʔ ²³					
185-2		x i m ³					
189-2		m w a ʔ ²³					
192-2		l a̰ ³					
195-2		l o ²³					
200-2		l o ⁵² ⁵²					
216-2		ts o ŋ ⁵²					
218-2		l a ʔ ⁵²					
225-2		ts o ŋ ⁵²					
235-2		ts j au ³					
244-2		ts i ⁵²					
253-2		m au ⁵²					
270-2		m au ⁵²					
