COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ³						
4-1	l au ⁵						
18-1	m j a ŋ ⁵						
19-1	n j ḛ ³¹						
44-1	l u ʔ ³						
50-1	au ai ŋ ³						
62-1	s ai k ³						
70-1	t a n ³						
75-1	m j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³¹						
112-1	tsʰ ɔ ³¹						
122-1	m j u k ³						
127-1	kʰ au ai ʔ ³						
132-1	au au ʔ ³¹						
133-1	n au ³						
135-1	n au ³¹						
142-1	d ts au i ³¹						
143-1	ŋ ṵ ʔ ³¹						
149-1	ʔ au ⁵³						
152-1	ŋ au ³						
157-1	p ɔ ³¹						
183-1	ṵ u ³¹						
184-1	n u ʔ ³¹						
185-1	tsʰ a m ³						
189-1	m j ɔ ʔ ³¹						
192-1	n ṵ ³						
195-1	n u ³						
200-1	k a n ³¹						
216-1	s ai n ³¹						
218-1	l a ʔ ³¹						
225-1	s ai ŋ ³¹						
235-1	kʰ j ei ³						
244-1	s au ḛ ³						
253-1	m j ei ³						
270-1	m ei ³¹						
278-1	m j ɛ ŋ ³¹						
279-1	au ɛ ³¹						
285-1	ʔ j au m ³¹						
308-1	b d au ³¹						
322-1	m ḭ ³¹						
325-1	kʰ au ⁵						
337-1	m j a ŋ ³¹						
341-1	d ts ɔ ³						
347-1	ʃ j u ʔ ³¹						
362-1	j ei ³¹						
391-1	j au p ³¹						
394-1	m ɔ ʔ ³						
397-1	tʃʰ ei ⁵						
443-1	n j au p ³¹						
460-1	s a ʔ ³¹						
463-1	au ḛ ³¹						
464-1	ʔ au ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ³						
481-1	tsʰ au ³						
494-1	dʒ ei ³						
496-1	au j ai ŋ ³¹						
516-1	au ai ʔ ³						
522-1	n a ʔ ³						
523-1	au j au ³¹						
524-1	n au ³¹						
540-1	kʰ ɔ ³						
3-1	b ei ³¹						
6-1	k au ⁵³						
7-1	dʒ u m ³¹						
20-1	n a p ³²						
51-1	ŋ ḭ ³²						
64-1	k u ŋ ³¹						
65-1	k u k ⁵⁴						
66-1	d ts u ⁵						
71-1	ʃ ei ³¹						
72-1	ʔ a ³						
76-1	w ɔ ³						
77-1	m j ɛ̰ k ³						
78-1	m au ³¹						
82-1	p u ŋ ³						
87-1	ŋ ɔ ʔ ³						
93-1	l a m ⁵						
94-1	m j ei ʔ ³²						
100-1	au a n ³¹						
116-1	j u ³						
119-1	w a ³						
124-1	au j a ³						
136-1	l ṵ i ³						
137-1	kʰ j au ³						
144-1	s i t ⁵⁴						
145-1	d u ŋ ³¹						
146-1	m j au ⁴						
150-1	d g j ɔ ʔ ³¹						
154-1	m j au ³¹						
165-1	k j ə m ³						
166-1	au j ɔ ³¹						
169-1	k j a ŋ ³						
170-1	b j ɔ ³						
171-1	j a ŋ ³						
174-1	l æ m ³						
181-1	m j ɔ ʔ ³¹						
193-1	b i ³						
205-1	n au ʔ ⁵⁴						
206-1	m ḛ ʔ ³						
212-1	tʃʰ ɔ ʔ ⁵⁴						
214-1	l a m ³						
217-1	ṵ ɨu ³¹						
224-1	n j ḛ ⁵						
228-1	b au ³¹						
238-1	j au ³¹						
241-1	ʃ ɔ ³¹						
246-1	k j au ³						
256-1	ʔ u ŋ ³						
257-1	au u ³						
272-1	m ɔ ⁴³						
273-1	ʔ a ³						
274-1	m a ŋ ³						
286-1	kʰ a m ³¹						
