COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m a̰u ³²						
4-1	l a ⁵						
18-1	m j ɛ n ⁵						
19-1	n j æ̰ ⁵						
44-1	l u k ʔ						
50-1	s a ŋ ³						
62-1	s a t ⁵⁴						
70-1	b a n ³¹						
75-1	n j ṵ ʔ ⁴³						
97-1	tʃʰ a ŋ ⁵						
112-1	d w ⁵						
122-1	n j ṵ k ⁵⁴						
127-1	kʰ j i ⁵						
132-1	j ɔ ʔ ⁵⁴						
133-1	n w ⁵						
135-1	pʰ w ⁵						
142-1	d z ḭ ⁵						
143-1	ŋ j ʔ						
149-1	j ṵ ⁵						
152-1	ŋ w ⁵						
157-1	pʰ ɔ ⁵						
183-1	j u ⁵						
184-1	n u k ʔ ⁵⁴						
185-1	tsʰ a m ³						
189-1	n j ṵ k ³⁵						
192-1	n ɔ̰ ³ ³						
195-1	n a ³						
200-1	k a m ³¹						
216-1	s a n ⁵						
218-1	l ɔ k ⁴³						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ³						
244-1	s w i ³						
253-1	m j m ³						
270-1	m j ei						
278-1	m j a ŋ						
279-1	j ɔ ⁵						
285-1	j a m ³						
308-1	d j a ⁵						
322-1	m i ⁵³						
325-1	kʰ au ⁵						
337-1	n j a ŋ ⁵						
341-1	d z ɔ ⁵						
347-1	s ɔ k ⁵						
362-1	j i i ³						
391-1	j ɛ ɔ̰ ³						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ i ⁵						
443-1	n j ɔ̰ ɔ̰ ⁵⁴						
460-1	s a t ⁵⁴						
463-1	j i ⁵						
464-1	k u ŋ ⁵						
473-1	s a m ³						
476-1	kʰ j ṵ ṵ ³						
481-1	tsʰ a ³						
494-1	k j ³						
496-1	d j ŋ ŋ ³						
516-1	h i n						
522-1	n w ʔ ⁵⁴						
523-1	pʰ j ṵ ʔ						
524-1	n ə ³						
540-1	kʰ au ⁵						
3-1	b j ei ³						
6-1	k j ³						
7-1	dʒ a m ³						
20-1	n a̰ p ⁴²						
51-1	ŋ j ɛ ³						
64-1	g au k ⁵						
65-1	kʰ ṵ k ⁵⁴						
66-1	d z ṵ ⁵						
71-1	s i ⁵						
72-1	ʔ a ³¹						
76-1	w ɔ ⁵						
77-1	n j ɛ p						
78-1	m a̰u ḭ						
82-1	pʰ u ŋ ⁵						
87-1	ŋ ɔ ʔ						
93-1	l a m ³¹						
94-1	m j ei ³¹						
100-1	s w t n						
116-1	l ṵ ⁵						
119-1	w a n ³						
124-1	pʰ j ṵ ʔ						
136-1	l j i ³						
137-1	kʰ j ṵ i ³						
144-1	s w t ⁴³						
145-1	d u ŋ ⁵						
146-1	m j ḭ ⁵⁴						
150-1	j j i k ⁵⁴						
154-1	m j ɔ̰ ⁵						
165-1	kʰ j a p						
166-1	pʰ j ɔ ⁵						
169-1	k j a ŋ ³						
170-1	pʰ j ɔ ⁵						
171-1	j a ŋ ⁵						
174-1	l a m ³						
181-1	n j ṵ k ⁴³						
193-1	b ṵ ⁵						
205-1	n w ⁵ ³¹						
206-1	m j ɛ ³						
212-1	tʃʰ j ɔ̰ t						
214-1	l ɔ m ³						
217-1	j u ⁵						
224-1	n j æ̰ ⁵ ⁵						
228-1	b au ⁵ ³						
238-1	j w ⁵						
241-1	ʃ a ⁵						
246-1	k j ɛ ³						
256-1	ʔ ɛ ³						
257-1	pʰ ə ʔ						
272-1	m j ⁵						
273-1	ʔ a ⁵						
274-1	m a ŋ						
286-1	kʰ a m ⁵³						
289-1	kʰ au ŋ ³						
294-1	j ṵ ⁵						
301-1	j ɔ ʔ ⁴³						
306-1	kʰ j ɔ ɔ̰ ⁵⁴						
307-1	d a̰ ɔ̰ ⁴²						
321-1	tʃʰ a ŋ ⁵						
331-1	n j ɔ̰ ⁵						
332-1	l a m ³						
335-1	k j ɔ ʔ						
336-1	n j m ³						
340-1	ŋ j k						
342-1	n j ṵ ɛ ³						
360-1	tʃʰ j ɔ̰ p						
376-1	s i ³						
389-1	n j ṵ ʔ						
395-1	n ə ʔ ⁵⁴						
401-1	s i t						
404-1	d z u ŋ ³						
408-1	d ɔ ³						
409-1	l ɔ ʔ						
413-1	dʒ w n n ³						
421-1	n j ṵ k ⁵⁴						
425-1	b j ei ⁵						
430-1	tʃʰ i ³						
442-1	d a̰ ḭ						
447-1	tʃʰ a ŋ ⁵						
456-1	g w ⁵						
458-1	ʃ u ⁵						
469-1	kʰ au ⁵						
470-1	d a ⁵ ⁵⁴						
475-1	ŋ a						
477-1	n j æ̰ p ³¹						
478-1	s j t ⁵⁴						
480-1	g au ⁵						
485-1	n j ɔ̰ ɔ						
495-1	ŋ j ³² ⁵⁴						
499-1	n j ɔ̰ ŋ ³						
500-1	n j ɔ̰ ⁵						
