COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼː ɨ m																		
107-1	g a m ə l a																		
112-1	d a b ə n a																		
331-1	n ɨ g u s																		
377-1	b ə kʼ l l																		
381-1	ʔ a tː																		
417-1	r u j																		
451-1	s ə b a t																		
454-1	ʔ a tʃʼ ɨ r																		
484-1	s ɨ dː ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s o s t																		
593-1	ʔ a m u s																		
640-1	m ə n																		
1-1	d ə bː ə r ə																		
65-1	tʼ u b																		
212-1	ʔ ɨ n																		
244-1	ʔ a r b t t																		
248-1	m u l a																		
293-1	f ə r ə j																		
373-1	kʼ ɨ m a l																		
408-1	b o r a																		
414-1	d ɨ b a kʼ u lː a																		
601-1	ʔ ə r o b																		
642-1	n ɨ f a s																		
60-1	n ə f ə s ə																		
115-1	l a r a m																		
209-1	s ɨ m u t																		
242-1	ʔ a m ɨ s t																		
415-1	j ɨ r a b																		
450-1	j ə r																		
490-1	tʼː ə bː ə																		
638-1	s ɨ n e																		
645-1	kʼ a l																		
160-1	d ə r ə kʼ																		
208-1	ʔ ɨ n kʼ b kʼ r																		
214-1	ʔ a b																		
378-1	ʔ a n g ə t																		
379-1	lː ɨ tʼ ə																		
409-1	g ə t ə r ə																		
598-1	k b l t																		
646-1	ʔ a k ə																		
210-1	dː ə k o n r																		
215-1	ʔ a d e b ə																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ɨ g ɨ r																		
380-1	ʔ a k u																		
412-1	s a h ɨ n																		
64-1	d a bː o																		
67-1	w ɨ r																		
251-1	f ɨ kʼ l																		
294-1	m u kʼ kʼ																		
597-1	ʔ ə m g n d ɲː																		
7-1	ʔ a l g a																		
158-1	kʼ ə m ɨ s																		
61-2		d ə m																	
63-2		ʔ a tʼː ɨ m																	
107-2		g ɨ m ə l a																	
112-2		d a β ə n a																	
331-2		n ɨ g u s																	
377-2		b ɨ kʼ l l																	
381-2		ʔ a h																	
417-2		r u z																	
451-2		s ə b a t																	
454-2		ʔ a tʃ ɨ r																	
484-2		s ɨ dː ɨ s t																	
535-2		ʔ a s ɨ r																	
543-2		s o s t																	
593-2		x a m u s																	
640-2		m a n																	
1-2		d ə b ə r ə																	
65-2		tʼː u b																	
163-2		s ə tʃ ə																	
