COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
347						ʔ ɨ fː o										ʔ a f o			
486	n ə tʼː ə kʼ ə	n ə tʼː ə kʼ ə		n ə tʼ ə kʼ ə	n ə tʼ ə kʼ ə	n ə tʼ ə kʼ ə	n ə tʼ ə kʼ ə m		n ə tʼ ə kʼ ə		n ə tʼː ə kʼ ə m			n ə tʼː ə kʼ ə m					n ə tʼ ə kʼ ə
305												k w a		x w a	ʔ u h a			ʔ u h ə	
126						w a l d				w iː dʒ						w ə l a d			
246	ʔ a r b					ʕ a r b											ʕ a r b i		
582																l a h ai̯			j a h ai̯
35										tʼ əi̯					tʼ e m			t ɨ m	
610			m ɨ r kʼ a r	m ɨ r a f ə r			m ɨ r kʼ a r	m ɨ r kʼ a r	m ə m ɨ r		m ɨ r ʔ a r		m ɨ r kʼ a r						
310										w ɨi̯							w u ʕ ui̯		
101																ħ u	ħ a w		
483																r ə ʔ a	r ə ʔ a j ə		
42															b ə r eː d ə			b ə r e d ə	
613						g e s ə m				g i ʃ					g eː s			g eː s	g eː s
221			dʒ ə p ə r ə				dʒ ə pː ə r ə	dʒ ə p ə r ə	dʒ ə pː ə r ə		dʒ ə p ə r ə		ʒ ə bː ə r ə						
264										ʔ aː z j ə g ə d u					z ə g ə d o				
186										kʼ oː tʃʼ a					kʼ oː tʃ e			kʼ oː tʃ e	kʼ uː tʃ i
69	tʼ ɨ dʒː a	tʼ ɨ dʒː a								tʼ ɨ dʒ a		tʼ ə g		d ə g					
6	m ə l k a m		m ə r k a m a	m ə l k a m a	m ə r k a mː a		m ə r k a mː a	m ə r k a m a	m ə r k a m a		m ə r k a m a	m ə l k a m a	m ə l k a m a	m ə l k a m a					m ə l k ə mː a
489	b ə r tʃʼ u m a		b w ə r tʃʼ u m a	b a r tʃʼ u mː a	b w ə r tʃʼ u m a		b o r tʃʼ u m a	w ə r tʃʼ u m a	b w ə r tʃʼ ə m a		b ə r tʃʼ ɨ m a		b o r tʃʼ u m a	b w ə r tʃʼ ɨ mː a				b o r tʃʼ ɨ mː a	
166			b a n ə r ə m	b a nː ə r ə	b a nː ə s ə m			b a n ə r ə m			b a n ə r ə								
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
540	l e b a	l e β a	n e b a				n ə b a	n e b a				l e b a	l e b a	l e b a					l e b a
407																ʕ ɨ fː u n	ʕ u f a n		
122			kʼ a w a	kʼ ə w a			kʼ a w a	kʼ a w a			kʼ a w a		kʼ a w a	kʼ a w a					
243	ʔ a g ə ɲː ə									ʔ a g ə ɲ ə		ʔ a g ə ɲː o		ʔ a g ə ɲː ə m					g aː ɲ i
602	m ɨ n	m ɨ n			m ə ʔ e	m ɨ n t				m i n		m ɨ n		m ɨ ʔ e	m ɨ n	m i		m ɨ n	m ɨ n
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
301			k u t ə r a		k u tː ə r a		k u tː a r a	k u t a r a	k u t a r a		k u t a r a		k u tː ə n a	k u tː ə n a					
58																		dʒ ə b ə	dʒ ə b a
187										b u tʃ i					b uː tʃ o			b u tʃ o	
458			d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə		d ə n g ə n ə	d ə n g ə ɲː ə	d ə n g ə ɲ ə		d ə n g ə ɲ ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə	d ə n g ə ɲː ə					
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
106	m ə tʼː a	m ə tʼː a		m ə ʔ a		m ə s ʔ a					m ə ʔ a	m ə tʼː a			m ə tʼ a	m ə s a	m ɨ s a ʔ	m ə tʼ a	m aː t aː
299			g u n ə r		g u nː ə r		g u n ə r	g u n ə r	g u n ʔ ə r		g u n ʔ ə r	g u nː ə n	g u nː ə n	g u nː ə n					
