COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t t									
56-1	i m e									
96-1	t a t a ʔ									
99-1	t a n a n									
114-1	t o k o z i ʔ									
115-1	i o ʔ									
133-1	t i p a t									
144-1	t a t a w									
150-1	k a w									
234-1	k o m									
236-1	p a k o n									
241-1	tʃ a n									
249-1	i ʔ									
1-1	w a t a ʔ									
2-1	w i m									
65-1	i w ʔ									
74-1	p a n a									
106-1	t o n									
128-1	p o k o z i ʔ									
147-1	t i m i m									
231-1	p a n a n									
232-1	p i p u									
239-1	n a m a k									
266-1	i a i m									
51-1	i w i ʔ									
97-1	m a p a m									
109-1	i p p a i									
121-1	k a p a t									
149-1	t o k									
160-1	k i r i k									
163-1	p p e									
52-2		i								
56-2		i m								
96-2		a s a								
99-2		a n j i								
114-2		t o k o t e								
115-2		i n								
133-2		t o p a s								
144-2		w s a								
150-2		k a								
234-2		k o k o t e								
236-2		p i k i n								
241-2		w a i								
249-2		i s i								
74-2		p a n								
93-2		t o p a s i								
95-2		w i								
106-2		t o n								
119-2		i a j i								
128-2		p o k o t e								
147-2		t o k i s i								
231-2		p a n								
232-2		p i								
239-2		n a m a k a s i								
266-2		i a i								
51-2		i w i								
55-2		i n j i								
97-2		m a n								
121-2		k a t i s a s i								
163-2		i p i								
52-3			t i m a							
56-3			k a m a							
96-3			t a t i a tʃ e							
99-3			t a i a a							
114-3			t u k a i							
115-3			k a i a i e e							
133-3			t i m a i							
144-3			k a i a a a							
150-3			k a m a r a							
234-3			k a m a r a							
236-3			p a k a i							
241-3			t a i o							
249-3			k i m a							
1-3			k a i a							
2-3			w a m a							
65-3			k a m a i							
93-3			t u i a i							
95-3			k a m a							
106-3			t u k a i							
119-3			k a i a i e							
128-3			k a k a i							
147-3			t i m a							
231-3			p a i a i							
232-3			p a i a tʃ							
239-3			k a m a i a j a							
266-3			k a i m i							
3-3			k a i a a e							
4-3			k a i a tʃ e							
55-3			k a m a a e							
109-3			k i i a i							
121-3			k a i a tʃ e							
149-3			t u k a r a							
160-3			k i m a i							
52-4				t t						
56-4				u m						
96-4				a t a						
99-4				a i i						
114-4				t o k o						
115-4				u r a						
133-4				t i p a t						
144-4				a r a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k o n						
241-4				a w i n						
249-4				i w e						
1-4				w a t a						
2-4				w m m						
65-4				i w i						
74-4				p a n a						
93-4				t o p a t						
95-4				w i k						
106-4				t u n						
119-4				i i t						
128-4				p u k o						
147-4				t i m						
231-4				p a n a w						
232-4				p i p						
239-4				m a m a k						
266-4				i t i						
3-4				w a a						
4-4				w a t a						
51-4				w w e						
97-4				m a m a m						
109-4				u p i						
121-4				k a p a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p w						
52-5					t t i					
56-5					i m i					
96-5					w a a					
99-5					i r i j a m a					
114-5					t o k i s i k o					
115-5					i o i					
133-5					t i p a t i s a					
144-5					w a r a a i i					
150-5					k a w					
234-5					k o m					
236-5					p a k o n					
241-5					w a w a					
249-5					i t i					
1-5					w a t a ʔ					
2-5					w m m					
65-5					i w i					
74-5					p a n a ʔ					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t o n					
119-5					i j a j i s i					
128-5					k o k					
147-5					t i m i t i					
239-5					m a m a k a n					
266-5					i t i m					
3-5					w r r i k i					
4-5					w a r i					
51-5					i w i					
55-5					i f a m					
97-5					m a m a m a n					
109-5					i p i j i					
149-5					t o k					
160-5					k i r i k i					
163-5					i p i					
52-6						t a p a				
56-6						t i i a				
96-6						t a w a				
99-6						t a i a a i i				
114-6						t u k a k i				
115-6						t u p a				
133-6						t a p a tʃ i				
144-6						t a w a r a				
150-6						k a w a				
234-6						k a m a				
236-6						p e k a k a				
241-6						t a i				
249-6						tʃ i p e				
1-6						w a w a				
2-6						w a m a				
65-6						t a p e				
74-6						p e p a				
93-6						t u p a tʃ i				
95-6						w a k a				
106-6						t u k a tʃ i				
119-6						t a i a a i i				
128-6						p u k a tʃ i				
147-6						t u k a tʃ i				
231-6						p e p a tʃ i				
232-6						p e p e p e				
239-6						m a k a k a				
266-6						tʃ i m a tʃ i				
3-6						w a k a a a i				
4-6						w a g a r a				
55-6						t u k a a i				
97-6						t a p a tʃ i				
109-6						t u p a tʃ i				
160-6						k i m a k i tʃ i				
52-7							i t i			
56-7							i m i			
96-7							t a a			
99-7							t a i			
114-7							t u k a			
115-7							i u i			
133-7							t i p a			
144-7							t w a a n			
150-7							k a w a			
234-7							k u m a			
236-7							p i k a			
241-7							a w i			
249-7							i u i			
1-7							w a t a			
2-7							i m i i			
65-7							i w i			
74-7							p a			
93-7							t u r a t o			
95-7							w i k i			
106-7							t u r i t i			
119-7							i a i i			
128-7							p u k a			
147-7							t i m i m i			
231-7							p a			
232-7							p i i			
266-7							i a i m a			
3-7							w u r a k i			
4-7							w a t a			
51-7							i i i			
55-7							i p a			
97-7							m a			
109-7							i p i			
121-7							k a r a k a			
149-7							t u k a			
160-7							k i r i k i			
163-7							i p i			
52-8								t u p a b		
56-8								m u p a b		
96-8								t u a		
99-8								t u i		
114-8								t u k o n		
115-8								t u p a b		
133-8								t u p a b		
144-8								i u i a b		
150-8								k a k a b		
234-8								k u k u n		
236-8								t u k a n		
241-8								i a i		
249-8								i u p a b		
1-8								j a t a b		
2-8								j u m a b		
65-8								i w i		
74-8								t u p a b		
93-8								t u p a b		
95-8								i a k a b i s i		
119-8								i a t		
231-8								t u a a b		
232-8								t u p a b		
239-8								m a m a k a s i		
3-8								k a i a k		
4-8								j a m a b		
51-8								t u p a b		
55-8								i u i		
109-8								t u p a b		
121-8								k a t i s i s i		
149-8								t u k o n		
163-8								t u p a b		
52-9									i t	
56-9									i m i	
96-9									t r a a	
99-9									i r a r a m a	
114-9									t o k i	
115-9									i r r a t	
133-9									t i p a r a ʃ i ʔ	
144-9									w r a w a i a	
150-9									k a w a	
234-9									k a m	
236-9									p a k i n	
241-9									a w i n	
249-9									i n	
1-9									w a t a	
2-9									w a m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r a ʃ i ʔ	
95-9									w i k i	
106-9									t i n i	
119-9									i a t i i	
128-9									p a k	
147-9									t i m i	
231-9									p a n a w a ʃ i ʔ	
232-9									p i p i j i ʔ	
239-9									m a r a k a ʃ i ʔ	
266-9									i a i a	
3-9									w a r i k i	
4-9									w a r a ʔ	
51-9									i w i	
55-9									i a a a	
97-9									m a r a m a ʃ i ʔ	
109-9									i p i a i i	
121-9									k a p a j a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k i ʔ	
163-9									i p i n	
52-10										t i ʔ
56-10										m i ʔ
96-10										t a r a
99-10										t a r a m i
114-10										t o k
115-10										m a ʔ
133-10										t a p a tʃ i ʔ i ʔ
144-10										t a r a w a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p a k
241-10										w a tʃ i
249-10										m a ʔ
1-10										w a r a
2-10										m i ʔ
65-10										n a ʔ i ʔ
74-10										p a n a
93-10										t o p a tʃ i ʔ
95-10										w i k i ʔ
106-10										t o n a tʃ i
119-10										n a tʃ i
128-10										p o k
147-10										t i m i m a
231-10										p a n a w a
232-10										p i ʔ i ʔ
239-10										m a m a k a tʃ i ʔ
266-10										p a tʃ i ʔ
3-10										w a r a k i
4-10										w a r i
51-10										m i ʔ i ʔ
55-10										m a n a
97-10										m a r a m a tʃ i ʔ
121-10										k a p a tʃ i tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										m a tʃ i ʔ
