COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
146	ʔ a kː u r i		a j u ɴ	a r u k u	a r u k u	a ɭ ɨ f u	a r u k u	a r u k u	ʔ a tsː u ɴ	a r u k u
1	w a ɴ	w a r e				b a n			w a ɴ	
426		k a m a r u		k a m u						
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
432			s u i u		s uː		s uː	s uː		s uː
280	n a g a m u ɴ								n a g a m u ɴ	
12				a s i r aː	w a t e r a					w a t a s i t a tɕ i
84		o b a		o	oː		o	o		
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
384	m a sː ɨ g u	m a sː u g u d u a	m a sː u g u	m a sː u g u	m a sː u ŋ u n a			m a sː u g u		m a sː u ŋ u n a
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
413	ts ɨ k i s a s u r i	ts u tɕː a s u	ts u iː s a	t u k i s a s u	ts u k i s a s u	ts ɨ f u	s a s u	ts u k i s a s u	ɕ i tɕ i k u dʑ i j u ɴ	ts u k i s a s u
410	ʔ u θ u r i		u tː a k u						ʔ u ts u ɴ	
424	o θ a u r i	u t o u	ui t o	u t a u	u t a u		o t a o	u t a u	ʔ u t a j u ɴ	u t a u
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
448	ʔ u d u ɴ	u m u				mː		u ɴ d a	ʔ ɴ d oː r u	
261		s o r a		s o r a						s o r a
330				ɕ u dʑ i ɴ	ɕ u dʑ i ɴ					ɕ u dʑ i ɴ
13			o i d o ɴ				o r a r a	o r a tɕ i		
201	h i g u r u s a r i			h i j a i		p i ʃ i			h w iː s a ɴ	
117				k i m o					tɕ i m u	
449					dʑ u k u s i t a					dʑ u k u s i t a
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
238				d oː	d oː		d o ŋ e	d o g a i n i		d oː
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
211				eː	eː		eː	eː		iː
458	θ u s i	t o s i	t o ɕ	t o s i	t o s i	t u s ɨ	t o s i	t o s i	t u s i	t o s i
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
451		h o k o r i		h o k o r i	h o k o r i	p u k i	h o k e	h o k o r i	h u k ui	h o k o r i
251	b i tɕ i n a								b i ɕ i n u	
81	x o g a								k uː g a	
80		t a m a g o	t a m a g o	t a m a g o	t a m a ŋ o		t a m a ŋ o	t a m a g o		t a m a ŋ o
248	ʔ a m a								ʔ a m a	
306	n a r i					n a ɭ			n a i	
318		k a k a	o k aː h a ɴ	o k aː s a ɴ	o k aː tɕ a ɴ		k a k a			o k aː s a ɴ
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
149	x u r i	k u r u	k u	k u r u	k u r u		k u r u	k u r u		k u r u
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
90		ts u b u r i							ɕ i b u r u	
289		u d e		u d e		u d i	o d e	u d e		u d e
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
386						m a tː oː β u			m a tː oː b a	
114	k u b i	k u b i	k ui	k u b i	k u b i		k u b i	k u b i	k u b i	k u b i
342	j u k i	j u k i	j ui	j u k i	j u k i	j u ts ɨ	e k i	j u k i	j u tɕ i	j u k i
171		k u a	k a i w a	k a w a	k a w a	k aː	k a w a	k a w a	k aː r a	k a w a
440	ʔ u θ u r u ɕ a		o t o r o sː e s ui				o s o r e r u		ʔ u t u r u s a	
422	h u k u r ɨ r u r i	h u k u r e r u	h u k u r u	h u k u r e r u	h u k u r e r u	f u k u r i ɭ	ɸ u k u r e r u	h u k u r e r u	h u kː w i j u ɴ	h u k u r e r u
340	m a ɕ u					m aː s o			m aː ɕ u	
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
256			s u nː e		s u k e n a i			s u k u n a i		s u k u n a i
179		tɕ i tɕ i		t u t i	ts u tɕ i		tɕ i tɕ i	ts u tɕ i		ts u tɕ i
164				o h i s a m a	o h i s a ɴ		o ɸ i s a ɴ			o h i s a m a
429	x a z a m u r i		k a i z u ɴ						k a dʒ a ɕ u ɴ	
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
352	tɕ i kʲ a s a r i	tɕ i k a kʲ a	tɕ i k e	t i k a i	tɕ i k a i		tɕ i k eː	tɕ i k a i	tɕ i ts a s a ɴ	tɕ i k a i
70	θ a n ɨ	t a n e	t a n e	t a n e	t a n e	t a n i	t a n e	t a n e		t a n e
303	w a θ a	h a r u t a	z u z u w a t a	h a r a w a t a	h a r a w a t a		h a r a w a t a	h a r a w a t a		h a r a w a t a
269	ʔ i x i	i k e		i k e			e k e	i k e		
412	s e h e r u r i	s a k e r u	s a k u	ɕ a k e r u	s a k e r u	s a k i ɭ	s a k e r u	s a k e r u	s a k i j u ɴ	s a k e r u
38					oː k iː	u k u		oː k iː		oː k iː
230	ʔ a ɴ tɕ u		a iː	a n o h i t o	a n o h i t o		a r e	a n o h i t o	ʔ a n u tsː u	a n o h i t o
215		j o kː j a	j o k a							
10	ʔʲ a					vː a			ʔʲ aː	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
240		d o k o	d o k o	d o k o	d o k o		d o k o	d o k o		d o k o
247			a s i k o	a k o	a k o		a s u k o	a k o		a s u k o
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
283			s e n a k a	s e n a k a	s e n a k a		s e n a	s e n a k a		s e n a k a
124	x a m u r i								k a n u ɴ	
355					g o ts ui	u d a				
