COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
14-1	k u r ɨ									
18-1	d a r ɨ									
35-1	h i θ u a u									
36-1	h u θ a ts u									
48-1	n a g a s a									
60-1	θ u r i									
63-1	s i r a m i									
64-1	k i									
67-1	h a									
68-1	n e									
71-1	tɕ i									
76-1	h u n e									
83-1	ts u n u									
87-1	h a n e									
95-1	m i m i									
98-1	h a n a									
99-1	k u tɕ i									
-102-1	s i θ a									
103-1	ts u m e									
110-1	θ e									
116-1	m u n ɨ									
120-1	n u m u r									
132-1	k i k u r									
139-1	x u r u s u r									
140-1	u j u g u r									
156-1	θ a tɕ u r u									
168-1	ts u k i									
169-1	h u s i									
170-1	m i d u									
173-1	i s i									
180-1	k u m u									
185-1	h a i									
186-1	m o ɨ r u									
187-1	m i tɕ i									
190-1	ʔ k a i									
193-1	k iː r u i									
194-1	s i r u s a									
195-1	k u r u s a									
216-1	m a r u									
221-1	n a									
239-1	i ts u									
252-1	m i d u									
253-1	j u d u									
254-1	ʔ ts u ts u									
266-1	k a d e									
267-1	n a g a r ɨ r u r									
268-1	u m i									
272-1	ʔ m e									
276-1	ʔ r a u r									
281-1	m u s i									
304-1	ts u b a i									
305-1	tɕ i i									
308-1	h a n a									
309-1	k u s a									
310-1	θ u									
311-1	n i									
14-2		k o r e								
18-2		d a r e								
35-2		h i t o ts u								
36-2		h u t a ts u								
48-2		n a g a kʲ								
60-2		t o r i								
63-2		s i r a m i								
64-2		k i								
67-2		h a								
68-2		n e								
71-2		tɕ i								
76-2		h o n e								
83-2		ts u n o								
87-2		h a n e								
95-2		m i m i								
98-2		h a n a								
99-2		k u tɕ i								
-102-2		s i t a								
103-2		ts u m e								
110-2		t e								
116-2		m u n e								
120-2		n o m u								
132-2		k i k u								
139-2		k o r o s u								
140-2		o j o g u								
156-2		t a r e r u								
168-2		ts u k i								
169-2		h o s i								
170-2		m i z u								
173-2		i s i								
180-2		k u m o								
185-2		h a i								
186-2		m o e r u								
187-2		m i tɕ i								
190-2		a k a i								
193-2		k i r o i								
194-2		s i r o kʲ								
195-2		k u r o kʲ								
216-2		m a r u								
221-2		n a								
239-2		i ts u								
252-2		m i ts u								
253-2		j o z u								
254-2		i ts u ts u								
266-2		k a z e								
267-2		n a g a r e r u								
268-2		u m i								
272-2		a m e g								
276-2		a r a u								
281-2		m u s i								
304-2		ts u b a								
305-2		tɕ i i								
308-2		h a n a								
309-2		k u s a								
310-2		t o								
311-2		n i								
14-3			k o r e							
18-3			d a r e							
35-3			h i t o ts							
36-3			h u t a ts							
48-3			n a g a							
60-3			t o i							
63-3			s i r a m							
64-3			k i							
67-3			h a							
68-3			n e							
71-3			tɕ i							
76-3			h o n e							
83-3			ts u n o							
87-3			h a n e							
95-3			m i m i							
98-3			h a n a							
99-3			k tɕ i							
-102-3			s i i a							
103-3			ts u m e							
110-3			t e							
116-3			m u n e							
120-3			n o m							
132-3			k i k							
139-3			k o r o s							
140-3			o j o g							
156-3			t a j e							
168-3			ts u k i							
169-3			h o s i							
170-3			m i i u							
173-3			i s i							
180-3			k m o							
185-3			h a i							
186-3			m o e							
187-3			m i tɕ i							
190-3			a k a							
193-3			k i r o							
194-3			s i r o							
195-3			k r o							
216-3			m a r i							
221-3			n a							
239-3			i ts u							
252-3			m i i u							
253-3			j o i u							
254-3			i ts u ts u							
266-3			k a i e							
267-3			n a g a r e							
268-3			u m i							
272-3			a m e							
276-3			a r a u							
281-3			m ui s i							
304-3			ts u i a							
305-3			tɕ i							
308-3			h a n a							
309-3			k s a							
310-3			t o							
311-3			n i							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o t						
36-4				h u t a t u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t a						
103-4				t u m e						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a tː e r u						
168-4				t u k i						
169-4				h o s i						
170-4				m i m u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k eː r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r ui						
221-4				n a						
239-4				i t u						
252-4				m i ɕ u						
253-4				j o ɕ u						
254-4				i t u t u						
266-4				k a ui e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				t i t						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n i						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a tː e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k u m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k eː r o i					
194-5					s i r o i					
195-5					k u r o i					
216-5					m a r ui					
221-5					n a					
239-5					i ts u					
252-5					m i z u					
253-5					j o z u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ a r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					tɕ i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
14-6						k u ɭ i				
18-6						d a ɭ i				
35-6						p i t u				
36-6						p u t a ts				
48-6						n a g a				
60-6						t u ɭ				
63-6						s ɨ a m i				
64-6						k i				
67-6						p a				
68-6						n i				
71-6						ts i				
