COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
1415	d̪ o n̪	d̪ ɛ n̪	d̪ e	d̪ o ŋ	d̪ o ŋ	d̪ o ŋ	d̪ e
96	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪	d̪ u k s̪
1521				ʐ o ŋ	ɖʐ o ŋ	ɖʐ o ŋ	
174				j ɑ ɾ	j ɑ ɾ	j ɜ ɾ	
1553	ʑ ɜ k ʊ r̪ d u n̪						ʊ ɾ d u n̪
1700	n̪ o ŋ o					n̪ o ŋ o	n̪ õ ŋ o
399	b ɑ				b ɜ	b ɜ	
173			gʲ ɜ̃ l ɜ				gʲ ɜ̃ l ɜ
1184		h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɜ n̪ d o q	h ɑ n̪ d o q
1389	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ	kʰ o ŋ
1239	m o	m o	m o	m o	m o	m o	
1577	k r̪ o		k r̪ o				k r̪ o
1397	d̪ʲ u	d̪ʲ u		d̪ʲ u	d̪ʲ u	d̪ʲ u	d̪ʲ u
946	kʰ ɑ	kʰ ɑ	kʰ ɑ				kʰ ɑ
163	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɑ	ŋ ɜ	ŋ ɑ
1347	s̪ ȵ ɜ m ɜ						ɕ ȵ ɑ ŋ m ɑ
887	ɕ ɛ d i	ɕ ɛ d i	ɕ ɜ d i		ɕ ɛ d i	ɕ ɛ d i	ɕ ɑ d i
855	l̪ t̪ i m	l̪ ʈ i m					
33	p o t̪ ʊ k s̪		t̪ ʊ k s̪		t̪ ʊ k s̪		
566			ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	ɾ ɜ b ɜ q	
