COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e ʔ									
56-1	u m e									
96-1	a t a tʃ									
99-1	a r a m n n ʔ									
114-1	t o k i tʃ i									
115-1	u u u o o i									
133-1	t i p a r tʃ tʃ i									
144-1	w a a w a tʃ i									
150-1	k a w									
234-1	k o m									
236-1	p i k u n									
241-1	a w i n									
249-1	i tʃ e									
1-1	w a t a									
2-1	w w m m									
65-1	i w									
74-1	p a n a									
106-1	t u n i i									
128-1	p o k o i									
147-1	t i m i tʃ i									
231-1	p a n a u o ʔ									
232-1	p a u o u ʔ									
239-1	n a m a k a n									
266-1	i t i m ʔ n									
51-1	u w e ʔ									
97-1	m a p o m									
109-1	u p w u i i									
121-1	k a p i p w k tʃ									
149-1	t o k									
160-1	k i r i k									
163-1	u p e n									
167-1	p a									
207-1	m i									
259-1	t o w a									
66-1	k a r a k a w									
134-1	n a p a t									
139-1	m i n o tʃ i ʔ									
142-1	o p t a m m tʃ tʃ									
145-1	k a t a t i tʃ i ʔ									
148-1	t r r w w i n o									
162-1	i n i n									
166-1	i m i									
179-1	t a									
201-1	p i									
21-1	k a w tʃ n									
24-1	w o t o z a n									
52-2		t t e								
56-2		e m e								
96-2		a t a n i								
99-2		a r e b j n								
114-2		t o k e n i								
115-2		e r r n i i								
133-2		t i p a k s i								
144-2		w t a w s i								
150-2		k a w								
234-2		k o m								
236-2		p a k e n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w w k i i								
106-2		t e n e i								
119-2		n j t t i i i								
128-2		h o k s i								
147-2		t i t e i								
231-2		p a n a w o								
232-2		j r e e e k								
239-2		n a m a k a n								
266-2		e t i m n								
51-2		i w e								
55-2		r h a m								
97-2		m a h o n l n								
121-2		k a p a ã a k e i i								
163-2		e p e n								
167-2		p a								
259-2		t o w a								
66-2		k a r a k a w								
112-2		t r a r j t s i								
116-2		t o p a k a s i								
125-2		k a t m m a s i								
135-2		t e m i e e								
139-2		w e k e b i e								
142-2		p a t r m m n i								
148-2		t r w a k i n e n l								
162-2		i n i n								
166-2		i m i								
179-2		t a								
52-3			i t e tʃ							
56-3			u m e							
96-3			a t a e e							
99-3			a t i m u ɲ							
114-3			t u k u a e							
115-3			u i t u e							
133-3			t i p i i a e e							
144-3			i d a w a ʃ e							
150-3			k a w							
234-3			k u m							
236-3			p v k u m							
241-3			a w i ɲ							
249-3			i a e							
1-3			w a t a t							
2-3			w n m m							
65-3			i w e							
93-3			t u p a i u a e							
95-3			w u k tʃ							
106-3			t u ɲ v j e							
119-3			ɲ p t tʃ e e e							
128-3			h u k tʃ e e							
147-3			t u m u a e							
231-3			p a m a w u a							
232-3			u i n u j i							
239-3			ɲ a m a k a m							
266-3			v t i m							
3-3			w i i i w u							
4-3			w a t i a							
55-3			w h a m s							
109-3			u p w j u e							
121-3			k a p i p w ʃ tʃ e							
149-3			t u k tʃ							
160-3			k i i i k							
207-3			m i							
112-3			t i v i v i t j a							
125-3			k a t v m a t n a							
134-3			m i p a t e							
135-3			t u m n a j ʃ e							
139-3			m u n u a u							
52-4				t t e						
56-4				u m r						
96-4				a a a tʃ						
99-4				a r u m n n						
114-4				t u k i tʃ i						
