COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
715-1	d i															
1089-1	n a															
1319-1	n ɛ															
1398-1	s u ŋ u r															
1557-1	g i r e															
1626-1	w a g a															
1840-1	t i n															
2247-1	g o															
4677-1	k u r e j															
5162-1	m i n ɛ															
5406-1	t aː n d															
359-1	g a r u															
1577-1	g i r e															
2196-1	n a r a															
2230-1	s i g e															
2533-1	b a r i															
3605-1	k a n d															
3866-1	o z u															
4553-1	t a g u															
4822-1	k u m b															
5254-1	d u r ɔ															
503-1	k i n a															
1356-1	m a j															
1881-1	n u m															
3218-1	p uː dʒ u															
3372-1	n a m a															
3718-1	a r a															
4135-1	b a n u															
4694-1	g u z u															
807-1	k o m															
2320-1	k a ŋ ɛ															
2476-1	k ɔ															
3719-1	m															
4081-1	t a m b i															
4313-1	n ɛ m															
4460-1	s u j															
5810-1	p i r i															
93-1	t ɔ															
260-1	b ɛ r ɛ															
385-1	dʒ ɛ m b ɛ															
890-1	a m b r															
1336-1	t e g e															
1703-1	b a															
1769-1	t ɛ m b i															
2162-1	b ɛ r ɛ															
2635-1	s o															
3031-1	d ɛ g ɛ															
4591-1	t ɛ r i															
5301-1	p ɛ r u															
5605-1	t i m ɛ															
463-1	d u m b u															
1432-1	t a r u															
1474-1	t ɔ ŋ															
1788-1	s i															
2044-1	t i m b															
2713-1	t ɛ m ɛ ɛ ɛ ɛ															
3219-1	p aː z a															
3425-1	j ɔ															
4184-1	ɲ ɛ															
4629-1	n u ŋ ɔ															
4759-1	n i j̃															
4904-1	n u ŋ a															
4960-1	g i n aː dʒ i															
4980-1	t ɔ															
5059-1	g u j o															
5339-1	p a g a															
5549-1	t a w a															
5905-1	t i n u															
5922-1	b i r ɛ															
5938-1	a t u n a															
1-1	p ɛ															
483-1	g e z u															
629-1	t a															
667-1	ɛ w ɛ															
1254-1	z a m t u r u															
1415-1	ɲ ɛ															
1542-1	n ɔː															
1683-1	s i															
1898-1	p u r̃ i															
2901-1	t u ŋ g															
2957-1	m a n d i															
3048-1	b i j															
3251-1	m a r a															
3885-1	t ɛ r ɛ															
4402-1	j i															
5622-1	p e r i j															
6006-1	p i r̃ a															
135-1	t u n d															
158-1	m ɔ ɔ u															
194-1	b ɛ															
221-1	ɛ z u															
650-1	b ɛ z i															
1152-1	t i w ɛ															
1374-1	k ɔ ŋ g															
1452-1	g aː r a															
1862-1	i z i															
2083-1	k a n i															
2108-1	n a j̃															
2636-1	m															
2924-1	p o r															
2941-1	b i r i															
3405-1	ɛ m ɛ															
3751-1	p ɛ j															
4066-1	g ɔ r̃ ɔ															
4535-1	s u g ɔ															
4888-1	s a m n a															
5583-1	t a ŋ g															
5751-1	t i j ɛ															
5981-1	a r̃ a															
114-1	t ɔ j̃ a															
851-1	g b															
1941-1	k i r i															
2179-1	n d i															
2351-1	b a b a															
2496-1	n u ŋ															
3482-1	m i z i d ɛ															
3497-1	n aː															
3588-1	k ɔ r ɔ															
4202-1	g o r o															
4293-1	z ɔ b ɔ															
4921-1	s a m b a															
408-1	j a m b i															
545-1	i r u															
978-1	t a m															
1052-1	n aː m b u															
1070-1	l u g o															
1942-1	j e															
2456-1	k ɔ t i															
2514-1	t u z u															
2666-1	s i g i															
2817-1	a ŋ g ɛ															
3132-1	t u ŋ															
3300-1	ɛ w ɛ															
3976-1	ɔ m															
4152-1	k i r̃ a															
4361-1	t e g e															
4570-1	g ɔ w															
4648-1	j e															
5318-1	d ɔ r ɔ															
5673-1	d ɛ m e															
5887-1	j a															
446-1	g o ŋ g i r															
521-1	k ɔː dʒ i															
1108-1	k e															
1124-1	i r e															
1745-1	dʒ a j a															
1823-1	g o r															
2143-1	b a															
2265-1	u r ɔ															
2392-1	l o z u															
2579-1	d o															
2774-1	k a ŋ															
3339-1	k a r a															
3550-1	i n i															
4024-1	z i b a															
4219-1	t ɛ m b															
4240-1	w e r i															
4259-1	g ɔ m															
4738-1	g u n d a															
5197-1	ɛ r u															
5447-1	g i z e															
5531-1	i r̃ u															
5733-1	n i															
5828-1	j a n															
562-1	s u m ɔ															
998-1	w ɔ															
1022-1	p i t i															
1023-1	j i															
1205-1	j e															
1275-1	t a															
1578-1	n u m															
2063-1	i r ɛ															
2334-1	ɛ ɔ u															
2798-1	i r̃ ɛ j̃															
3252-1	m m b ɛ															
3463-1	w n															
3683-1	k i r̃ ɛ															
3772-1	t u m a															
3790-1	g a w̃															
4052-1	b a z a															
4220-1	k t															
4440-1	t i															
4479-1	k ɛ															
4711-1	j a r i															
4778-1	t a s a															
4821-1	k u															
4941-1	ɔ j̃ ɔ															
5272-1	t e g u															
5423-1	ɔ z ɔ															
5424-1	k ɔ r ɔ															
563-1	s u m o															
613-1	m aː															
684-1	ɲ a r̃ i															
742-1	dʒ a r a															
1204-1	k e r i															
