COGID	dutch	english	french	german
1469-1	z ɑ n t			
2047-1	z ɔ n ə			
2054-1	d ɔ n d ə			
1375-1	l ɪ k t			
760-1	w ɪ n d			
756-1	s n eː			
726-1	m ɔ t ə r			
1351-1	x r ɛɪ n d ə ɑ t			
1353-1	x r ɛɪ n + m ɔ t ə r			
412-1	z w ɛɪ k r r eː l ə			
406-1	z w ɛɪ ɣ ə r + ə r t ə			
1005-1	s t ɛ p ə v aː r			
1012-1	s t ɛ p + m ɔ t ə r			
1016-1	w eː t r			
1069-1	ɪ			
509-1	v ɑ l			
693-1	m uː eː l			
2179-1	n ɛ s t			
1753-1	v ɪ s x			
1131-1	w ɔ l v			
1198-1	b aː r d			
2032-1	h ɔ n			
2241-1	n + z			
2244-1	l ɪ p			
610-1	k eː ə			
945-1	h ɛ r t			
1534-1	l l k			
384-1	z ɔ k			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z aː			
1385-1	z aː d			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z x d ə			
2020-1	l ɪ ŋ			
867-1	h ɔ n d d			
1970-1	v ɔ l			
1230-1	d r d t			
2017-1	n eː ɛɪ			
968-1	w ɛ l d			
1674-1	l ɛɪ n d			
1671-1	h œy l			
829-1	k l ɪ p			
1025-1	w ɑ t ə r			
1027-1	z eː			
1832-1	r d w			
-1816-1	h t d aː n			
-335-1	l ə x ɛɪ n			
1043-1	s t r eː m			
423-1	s t eː n			
2049-1	m ɛɪ n			
2062-1	s t ɔ r m			
2065-1	r aː n + ə aː k oː			
1368-1	d ɑ t ə			
1365-1	d ɑu ɛɪ			
754-1	r aː n			
768-1	w ɛ t ə r			
1211-1	v ɛɪ ə r			
106-1	m eː n			
-98-1	b aː b ɛɪ			
719-1	v ɑ d ə r			
1341-1	z ɔ n			
-2027-1	k ɑ n t			
-2026-1	n ɛ v ə ɛɪ			
409-1	z w t ə n + l uː n			
402-1	d x ɛɪ ɣ ə r ɛɪ n + l t ə			
1014-1	s t ɛ p + d ɔ x t ə			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s			
2199-1	k ɑ l l			
2197-1	s aː p			
1523-1	z			
1521-1	b ɔ k			
512-1	m ɛ r aː			
2141-1	h ɔ n			
2147-1	x ɑ n t			
814-1	k r ʉ			
810-1	d ɑu v			
1755-1	h n t			
1758-1	m uː eː			
1760-1	r ɛɪ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w ɔ s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k iː t ɔ			
1810-1	h eː t			
1805-1	v l ɛɪ s			
1813-1	h ɑ r			
1811-1	b l ɛɪ t			
690-1	r ʉ p			
2177-1	h s p			
246-1	d t ə r eː k r			
249-1	d w l ɛɪ d ə			
1506-1	n ɔ s t eː l k			
2242-1	m ɔ n			
2245-1	t ɔ ŋ			
1196-1	ə eː k ə			
2174-1	s x l d ə r			
575-1	ɑ k t l +			
603-1	ɛ l + ə aː k oː			
601-1	h ɑ n d			
615-1	v ɪ ŋ k ə			
901-1	k l uː			
608-1	v ɔ t			
596-1	t aː x			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ			
947-1	l ɛɪ v ə r			
1606-1	h œy p			
472-1	d n eː ə			
1535-1	z w ɪ t			
1546-1	s p ɔ t			
1959-1	s l aː p			
694-1	s n eː r			
1961-1	d r iː m ə			
323-1	l eː l ɛɪ			
1885-1	x r ɑ p			
2156-1	k r l k l ə			
1903-1	w ɔ n d			
525-1	z w ɛ l ɛɪ ŋ			
276-1	l ɑ m eː			
274-1	d ɑu p			
278-1	b l ɪ n d			
258-1	d ə + d r ŋ			
256-1	n eː k t d			
383-1	eː t			
207-1	r eː p			
376-1	d r ɪ ŋ k			
2009-1	oː v ə			
2003-1	k ɑ t ə l			
2024-1	p ə n			
1321-1	k r p			
1976-1	t ɔ ŋ ə			
1243-1	m eː l t eː			
1265-1	p iː l			
1261-1	z iː v ə			
655-1	b r s t			
650-1	d eː n			
1532-1	k eː ɛɪ ə			
-36-1	z ɔ p			
34-1	b ɔ n			
-1647-1	v ə ɣ			
-1615-1	d l l			
125-1	v ɑ t			
1659-1	h ɔ n ɪ k			
1661-1	m eː l k			
1676-1	b ɔ t ə r			
480-1	d ə + ɛ r eː k k			
1466-1	k l ɛɪ ŋ d ɪ			
2277-1	w ɔ l			
2271-1	v ɑ l t			
2293-1	l ɛɪ ŋ ə r			
624-1	s p ɪ n			
628-1	s p ɪ n d ə l			
626-1	w eː v ə			
633-1	n eː d ə l			
1185-1	s x s t ə r eː			
1179-1	h eː t			
2168-1	k ɑ m			
1952-1	d uː r			
899-1	l ɛɪ d ə r			
922-1	b ɑ t			
-934-1	l ɑ m p			
916-1	t r ɔ x			
1726-1	v ɑ l d			
2108-1	p l uː			
1133-1	v ɔ r aː			
2114-1	s p aː d ə			
1272-1	r ɔ t			
1979-1	x r ɑ s			
1989-1	h aː			
-2260-1	p l ɑ n t			
70-1	b eː k			
-89-1	w ɛɪ n + s t k			
-12-1	p ɛɪ p			
713-1	z ɑ p			
747-1	n eː t ə l			
308-1	d uː			
289-1	b ɪ n d ə			
1930-1	b r eː k			
1928-1	s p l l t			
858-1	s t r ɛ k			
1577-1	h w l + eː			
908-1	w ɔ s			
648-1	b uː r			
1855-1	h ɔ l			
657-1	h ɑ m ə r			
2058-1	n aː x			
949-1	b l eː k r s m ə			
1642-1	x ɔ l d			
1640-1	z iː l v ə r			
1633-1	ɛɪ t ə n			
1630-1	t ɪ n			
993-1	x l aː s			
-2121-1	r ɔ l			
1692-1	v ɑ l			
1694-1	d r ɔ p			
1062-1	z eː ŋ k			
476-1	z w ɪ m ə			
1051-1	v l ɛɪ ɣ			
1075-1	b l aː v ə			
135-1	x l ɛɪ t ə			
-134-1	d ɑ n t			
1839-1	x eː + eː			
1097-1	k oː r ʉ k + k r m			
1777-1	v ɔ l aː			
1434-1	b r ɪ ŋ ə			
1417-1	l ɛɪ d ə			
1424-1	r ɛɪ t ə			
778-1	p aː d			
790-1	b r ʉ k			
1223-1	p ɑ d ə l			
1117-1	z aː x			
1411-1	h aː v ə			
1407-1	h ɑ l d ə			
1390-1	d ɪ ŋ			
2086-1	x eː v ə			
2082-1	k iː r ʉ k + k aː			
576-1	z iː k			
579-1	v ɪ n d ə			
581-1	l ɑ t +			
-1791-1	r eː k			
-225-1	p r ɛɪ t			
-2284-1	p l ɑ t			
1479-1	aː p ə ə			
847-1	h oː			
659-1	b ɔ t ə ə			
860-1	m eː t ə			
213-1	r eː t t			
1286-1	v ɑ r			
1293-1	w ɛ s t			
474-1	d iː k			
467-1	d iː n			
1177-1	d iː p			
588-1	v l l k			
584-1	h aː k			
-1153-1	r ɔ n d			
700-1	t w ɛ l v			
875-1	d ɑu z ə d			
1559-1	ɑ l			
1565-1	m eː r			
1968-1	h ɛ l f t			
-350-1	p ɛ r			
1478-1	b oː d ə			
1469-2		s æ n		
2047-2		s ɛ n		
2054-2		d ɔ n t r		
1375-2		l ɔː aɪ		
760-2		w aɪ n		
756-2		s n æ		
726-2		n d		
1351-2		ɡ r ɔ t f f aɪ d		
1353-2		ɡ r ɔ t n d		
412-2		s r əʊ n r əʊ		
406-2		s r eɪ n		
1005-2		s r ɪ f r		
1012-2		s t iː f n d		
1016-2		w iː d		
1069-2		s k		
509-2		f ɔː l		
693-2		p iː l		
2179-2		n ɪ tʃ		
1753-2		f ɪ s		
1131-2		r ɔ l f		
1198-2		b eɪ r t		
