COGID	Albanian	English	French	German	Latin
560-1	j m i				
438-1	m ə i t				
1222-1	u t t				
353-1	p θ i ʃ				
201-1	p ə p i				
20-1	p a r				
503-1	p l e				
957-1	n				
728-1	l k g i				
244-1	n k m				
289-1	n k				
911-1	ə a d r				
724-1	t ə				
145-1	d y i				
992-1	p j				
1181-1	c i n n				
741-1	p f a				
560-2		v ɑ m t			
438-2		w ə au			
1222-2		o f			
353-2		p ɑ s h au			
201-2		p u s f			
20-2		h a			
503-2		p l o n			
957-2		n ə			
728-2		l ɔ ŋ			
244-2		n ɪ m			
289-2		n a f t			
911-2		r a r t ə			
724-2		θ r ɑ			
145-2		t w o			
992-2		h ɑ			
706-2		ɑ f ə			
106-2		p a ð ə r			
741-2		p au h			
421-2		f l ɑ m			
227-2		p t			
560-3			g ɔ ɛ		
438-3			ø r		
1222-3			u f		
353-3			f ɛ k		
201-3			f s p f		
20-3			f ɛ r		
503-3			f u n		
957-3			ɑ̃ d		
728-3			s ɛ n e		
244-3			n ɑ̃ m		
289-3			n ɛ		
911-3			r ɑ̃ d t		
724-3			t r ɛ		
145-3			d ɛ̃ u		
992-3			ʃ ɑ̃		
1181-3			k ɛ n		
706-3			u		
106-3			f a r r		
741-3			p m ʃ		
421-3			f l u r		
227-3			f u a		
560-4				v i m x	
438-4				øː r u	
1222-4				e f	
353-4				f i k h u	
201-4				f ai h	
20-4				h a t aː	
503-4				f l iː n	
957-4				e aː	
728-4				l u ŋ	
244-4				n m m	
289-4				n u x t	
911-4				r a ts x	
724-4				d r i t	
145-4				ts oː	
992-4				h a	
1181-4				h i n n	
706-4				e	
106-4				f e t ə	
421-4				f l e r r	
227-4				f oi ts	
560-5					w e m n
438-5					p r u
1222-5					eː f
353-5					p e s k o
201-5					p e p p
20-5					f a t r d
503-5					p l l n
957-5					e e
728-5					l o l
244-5					n m m
289-5					n m iː t
911-5					m e i n
724-5					t r l t
145-5					d au uː
992-5					k e
1181-5					k oː n t
706-5					oː e
106-5					p e t r r
741-5					p m m
421-5					f l o t r
227-5					p u n
