COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ⁵						
18-1	n j a n ⁵						
19-1	n j ³¹ ⁵						
44-1	l u ʔ ³						
50-1	ʃ ai ŋ ³						
62-1	s ai k ⁵						
70-1	b a n ³¹						
75-1	n j ɔ ʔ ³						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ³²						
127-1	kʰ w j						
132-1	w ɔ ʔ ³¹						
133-1	n au ³						
135-1	n au ³¹						
142-1	d z w i						
143-1	ŋ ɔ ʔ ʔ						
149-1	ʔ u ⁵						
152-1	ŋ ɔ ³						
157-1	b u ⁵						
183-1	ʔ u ³						
184-1	n u ʔ ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ³						
192-1	n j ³						
195-1	n ɔ ³¹						
200-1	g i ɛ ³¹						
216-1	s ai n						
218-1	l ɔ ʔ ⁴³						
225-1	s ai ŋ ³						
235-1	kʰ j ɛ n						
244-1	s o t ⁵						
253-1	m j ³¹						
270-1	m j ⁵						
278-1	m a ŋ ŋ ³¹						
279-1	b u ³						
285-1	j a n m						
308-1	b a t						
322-1	m j ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ⁵						
341-1	d z ɔ						
347-1	ʃ u k ⁵⁴						
362-1	j i ³						
391-1	j a p ⁵³						
394-1	m ɔ ʔ ⁴³						
397-1	tʃʰ ei ⁵						
443-1	n j ṵ p ⁵³						
460-1	s a t ⁵⁴						
463-1	w i ³						
464-1	ʔ u ŋ ³						
473-1	s o m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ a ³						
494-1	g i ⁵						
496-1	l j a ³						
516-1	tʰ a t						
1-2		m au ⁵²					
4-2		l a ⁵²					
18-2		m j ⁵² ⁵²					
19-2		n j ⁵²					
44-2		l a ⁵²					
50-2		s a ⁵²					
62-2		ts ḭ ²³ ⁵²					
70-2		p w ⁵²					
75-2		m j a ʔ ⁵²					
97-2		ts a ŋ					
112-2		ts a ⁵²					
122-2		m j a ʔ					
127-2		kʰ a ³					
132-2		w a ʔ ⁵²					
133-2		n au ⁵²					
135-2		n au ŋ					
142-2		ts ḭ ⁵² i ³					
143-2		ŋ a ʔ ⁵²					
149-2		ʔ u ⁵²					
152-2		ŋ a ³					
157-2		p a ⁵²					
183-2		ʔ u ³					
184-2		n a k ⁵²					
185-2		ts a m ³					
189-2		m j a ʔ ²³					
192-2		n a					
195-2		n a ³					
200-2		ʃ i ²³ ⁵²					
216-2		ʃ au ŋ ²³					
218-2		l a ʔ ⁵²					
225-2		ts au ŋ ²³					
235-2		kʰ i ⁵²					
244-2		s au i ²³					
253-2		m i ³					
270-2		m i ⁵²					
278-2		m j ⁵² ³					
279-2		w a ²³					
285-2		j a ³ ³					
308-2		p a ⁵² ⁵²					
322-2		m i ⁵²					
325-2		kʰ u ⁵²					
337-2		m j o ŋ					
341-2		ts a a					
347-2		s u ʔ ⁵²					
362-2		ɣ i ³					
391-2		j a̰ a ⁵²					
394-2		m a ʔ ⁵²					
397-2		tʃʰ ə ²³					
443-2		m j a̰ ʔ ⁵²					
460-2		ts a ²³					
463-2		w i ³					
464-2		ʔ au ŋ ⁵²					
473-2		ts a m ²³					
476-2		kʰ j u k ⁵²					
481-2		ts ai ³					
494-2		ɣ i ⁵²					
496-2		l a ŋ ŋ					
516-2		ɣ i ³					
1-3			m au ³				
4-3			l ɔ ⁴				
18-3			m j e ŋ				
19-3			n j ³				
44-3			l o ʔ ⁵³				
50-3			ʃ a ŋ ³¹				
62-3			s ə k ⁵³				
70-3			b ãɪ n ³				
75-3			m j ɔ̃ ʔ ³				
97-3			tʃʰ a ŋ ⁴				
112-3			ʃ ɔ ⁴				
122-3			m j o k ³²				
127-3			kʰ e ³				
132-3			w o ʔ ³				
133-3			n ɔ̃ ⁴ ³				
135-3			n au ⁴				
142-3			d z e				
143-3			ŋ ɔ ʔ ⁵³				
149-3			ʔ u ⁴				
152-3			m ɔ ³				
157-3			b ɔ ⁴				
183-3			w u ³				
184-3			n o ʔ ⁵³				
185-3			tsʰ æ m ³¹				
189-3			m j ɔ̃ ʔ ³				
192-3			n ɔ ³				
195-3			n ɔ̃ ³				
200-3			g e ⁵				
216-3			s ai ŋ ⁴				
218-3			l ɔ̰ ʔ ³				
225-3			s ə ŋ ⁴				
235-3			kʰ j e				
244-3			s oi ŋ				
253-3			m j ŋ				
270-3			m j ³				
278-3			m j ŋ ŋ ³¹				
279-3			w ɔ ³				
285-3			j ɛ ⁵³ ³¹				
308-3			d e ʔ ⁴				
322-3			m j ³				
325-3			kʰ au ³				
337-3			m j a ŋ ³				
341-3			d z u ⁴				
347-3			ʃ o ʔ ⁵³				
362-3			j i				
391-3			j w ʔ ⁵³				
394-3			m ɔ ʔ ³				
397-3			tʃʰ e ⁴³				
443-3			m j w p ⁵³				
460-3			s ai ʔ ⁵³				
463-3			w e ⁵¹				
464-3			ʔ a ŋ ⁴				
473-3			s ɛ m ³¹				
476-3			kʰ j o k ⁵³				
481-3			tʃʰ e ³¹				
494-3			g i ³				
496-3			ʃ a ŋ ŋ				
516-3			j e ³				
1-4				m o̰ k ⁴³			
4-4				l a ²			
18-4				m j ʔ n			
19-4				n ḭ ʔ ⁵⁴ ⁵⁴			
44-4				l au ʔ ³²			
50-4				ʃ ɪ ŋ ³			
62-4				s a ʔ ⁵			
70-4				b a n ⁴			
75-4				m i ɔ ʔ ³			
97-4				tʃʰ a ŋ			
112-4				tsʰ ɔ ⁵			
122-4				m j æu ʔ ⁴³			
127-4				kʰ a i ⁵			
132-4				ʔ o ʔ ³			
133-4				n o ʔ			
135-4				n u k ⁵⁴			
142-4				d z ⁵⁴ ³¹			
143-4				ŋ o ʔ ⁵⁴			
149-4				ʔ au ³ ⁵⁴			
152-4				ŋ o ³			
157-4				b o ⁵			
183-4				ʔ au ³			
184-4				n au ʔ ³			
185-4				tsʰ e ⁴			
189-4				m j ɔ ʔ ³			
192-4				n a̰ ³			
195-4				n ɔ ³			
200-4				g i ʔ ⁵⁴			
216-4				s ɪ n ²			
218-4				l o ʔ ³²			
225-4				s a ŋ			
235-4				kʰ i t t ⁵⁴			
