COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
454			kʰ u r l a	k u r b a n		kʰ u r l a		
276		dʒ a tʃ i				dʒ a ɲ tʃ i		
2462		d̪ a ŋ kʰ u				d̪ a m k u	d a ŋ kʰ ə n	tʰ a ŋ m a n
153	l i ʃ i ŋ			l i ʃ i ŋ				
1577			ɾ i				ɾ i	
1815		b r o ŋ b u	b u ŋ p u		a t ə r o ŋ b a	b ă ɾ o ŋ b a	a t ə r o ŋ b a	
1798					dʒ o ŋ		dʒ o ŋ	
728	tʰ a ŋ p u							tʰ a ŋ p u
2277			ŋ j e w o			ŋ j e w o		
2331			tʃ o k p o		tʃ o k p o			tʃ o k p o
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
827	bʱ i		bʱ i	bʱ i	b i h̥	b i h̥	bʱ i	
582	p u r tʃ i			p u r tʃ i				
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
2737	ɲ i z o k a	ŋ i z a	ŋ i z a		n i z a	ŋ i z a	ɲ i dʒ a	
1547	j a s			j a s				j a s
2765	i n i ŋ			i ɲ i ŋ				i n i ŋ
416		kʰ a m tʃ u d a ŋ				kʰ a m tʃ u d a ŋ		
1014			g e s t̪ u j a			g e s t̪ u r		
865						z a s	z a s	
2491					pʰ a kʰ e n		pʰ aː kʰ e n	
2422	j a k p o		j a k p o					
2268				s e m pʰ e k a				s e m pʰ e l a n
1996	m u t̪ i r k a	m u ŋ t̪ a ŋ			m u ŋ d i r		m u ŋ d i r kʰ e n	m u ŋ d i r p a n
2100	ʃ i k a		ʃ i l o		ʃ i k a n	ʃ i k a n	ʃ i kʰ e n	
464		t o tʃ a ŋ	t o tʃ a ŋ		t o tʃ a ŋ	t o tʃ a ŋ	t o ʃ a ŋ	
637			a u	a u	a u	a w u	a u	a u
1761					s a ʔ	s a h̥		
755		tʃ j a m t u ɾ t a	tʃ j a m t u ɾ t a					
2463			d̪ a ŋ b a	d̪ a ŋ tʃʰ a m				
562	s a ŋ k a			s a ŋ k a				
1487		dʒ o g t a ŋ	dʒ o g t a ŋ		dʒ o k t a ŋ	dʒ o k t a ŋ	tʃ o k t̪ a ŋ	tʃ o k t̪ a ŋ
1566	m ĭ n k a	m i n p a n		m ĭ n k a			m i ŋ kʰ e n	
1602	tʃ a			tʃ a				tʃ a
1132	b ă ŋ tʃ a ŋ		b ă ŋ tʃ a ŋ					b ă ŋ tʃ a ŋ
989	tʃʰ a b u l a			tʃʰ a b u				
2783	n a ɲ i ŋ	n a ɲ i ŋ			n a ɲ i ŋ		n a ɲ i ŋ	
2256	pʰ u l o	pʰ u l o	pʰ u l o		u kʰ e n		pʰ u a kʰ e n	pʰ u l a n
202					t o ŋ t e			t o ŋ t e
1575	ɾ i j a m a			ɾ i j a m a				
1548		pʰ e l u tʃ o k			pʰ e l u tʃ o k	pʰ e l u tʃ o k		
918		j a ŋ l u	j a ŋ l u		j a ŋ l u	j a ŋ l u ŋ	j a ŋ l u ŋ	j a ŋ l u ŋ
2083			z a m b o		z a m b o			
2033	g o k p o	g o k tʃ u	g o k p o	g o k tʃʰ a m	g o k p o			g o k p a n
2110	a l o				a l o	ʔ a l o		
238	kʰ a l u			kʰ a l u				kʰ a l u
2006	s e m tʃ e n							s e m tʃ e n
