COGID	dutch	english	french	german
1469-1	z ɑ n			
2047-1	z oː n			
2054-1	d ɔ n d r r			
1375-1	l ɛɪ x			
760-1	w ɪ n t			
756-1	s oː eː			
726-1	m oː d ə r			
1351-1	x r ɔ s + ʉ ɑ t ə r			
1353-1	x r ɛɪ s + m m d ə r			
412-1	v w iː ɣ ə r + n ɑ t ə			
406-1	z w eː ɣ ə r + m n d ə			
1005-1	s t iː p + v ɑ t ə r			
1012-1	s t iː p + m m d ə r			
1016-1	w ɪ d w ə r			
1069-1	s x			
509-1	v ɑ l ə			
693-1	m uː x l iː			
2179-1	n eː s t			
1753-1	v ɪ ɛɪ			
1131-1	w ɔ l f			
1198-1	b aː r d			
2032-1	h ɔ r			
2241-1	v aː z ə			
2244-1	l iː p			
610-1	k n iː			
945-1	h ɛ r			
1534-1	l ɛ k ə			
384-1	z oː k			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə			
471-1	z ɪ ə			
1385-1	z ɑ t			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z oː d ə			
2020-1	l ɑ ŋ			
867-1	h ɔ n d ə r d			
1970-1	v ɔ l			
1230-1	d r ʉ t			
2017-1	n ɛ ɛɪ			
968-1	w ɛ l t			
1674-1	l ɑ n t			
1671-1	h iː ɣ ə l			
829-1	k l iː p			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ			
1832-1	r aː w			
-1816-1	oː eː t aː			
-335-1	l ɑ ɣ ə n			
1043-1	s t r ɔ m			
423-1	s t eː n			
2049-1	m oː n			
2062-1	s t ɑ r m			
2065-1	r aː n ə n + b oː			
1368-1	s ɑ t ə			
1365-1	d ɑu w			
754-1	r aː n			
768-1	w ɛ t ə r			
1211-1	v v iː r			
106-1	m ɑ n			
-98-1	b eː b ɛɪ			
719-1	v ɑ t ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n eː v ə			
409-1	z w eː ɣ ə r + z oː			
402-1	d w eː ɣ ə r s + eː x t ə			
1014-1	s t iː p + d ɔ x t ə			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː r			
2194-1	ɔ k s ə			
2199-1	k ɑ l			
2197-1	s iː p			
1523-1	z oː			
1521-1	b oː k			
512-1	m eː r aː			
2141-1	h aː n			
2147-1	x ɑ n			
814-1	k r r			
810-1	d oː b			
1755-1	h ɔ n t			
1758-1	m eː s			
1760-1	r ɛ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l oː s			
1307-1	n ɪ t			
1305-1	v l iː			
711-1	w ɛ s p			
1442-1	v l iː ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k iː t oː			
1810-1	h oː t			
1805-1	v l ɛɪ ts			
1813-1	h aː r r			
1811-1	b l uː t			
690-1	r iː p			
2177-1	h ɛ p			
246-1	d x ə r + b r d			
249-1	d x l ɛɪ d l iː t			
1506-1	n aː z ə n d l			
2242-1	m ɔ n t			
2245-1	t ɔ ŋ			
1196-1	n ɑ k ə			
2174-1	s ɔ l t ə r			
575-1	ɑ eː s ə l +			
603-1	ɑ l ə n + b oː			
601-1	h ɑ n t			
615-1	v ɪ ŋ ə r r			
901-1	k l ɛɪ			
608-1	v ɔ t			
596-1	t ɛɪ			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ			
947-1	l ɛɪ v ə r			
1606-1	h ʉ p			
472-1	n iː z ə			
1535-1	z w ɛ t ə			
1546-1	s p ɛ k ə			
1959-1	s l iː p ə			
694-1	s oː ɑ r			
1961-1	d r h m ə			
323-1	l eː v ə			
1885-1	x r aː p			
2156-1	k r s k l d			
1903-1	w ɔ n d ə			
525-1	z w ɛ l ɛɪ ŋ			
276-1	l ɑ m m			
274-1	d oː p			
278-1	b l ɛɪ n t			
