COGID	Albanian	English	French	German	Latin
560-1	v ə n i				
438-1	g r r				
1222-1	c i t				
353-1	p i j t i				
201-1	p p n				
20-1	l a				
503-1	p l ł				
957-1	d				
728-1	l k g u				
244-1	n u m				
289-1	n j e t				
911-1	u r r r				
724-1	t ə r				
145-1	d u j				
992-1	ʃ				
1181-1	k ə n t				
741-1	p k				
560-2		w ɪ m			
438-2		ɔ r			
1222-2		w ɑ			
353-2		f ɑ s k			
201-2		ai ɑ ŋ d			
20-2		p ɔ n			
503-2		f l ə			
957-2		w n			
728-2		l au ŋ			
244-2		n ɪ m			
289-2		n u			
911-2		w ə r t			
724-2		θ r m t			
145-2		t ɑ o			
992-2		h o			
706-2		s			
106-2		p ʊ ð ə r			
741-2		p ɑ h			
421-2		b l ə ð			
227-2		f ɑ t			
560-3			v ɑ̃ n		
438-3			f r		
1222-3			ʒ v		
353-3			p ɑ̃ s s		
201-3			f ɑ̃ ə		
20-3			f a		
503-3			p u l		
957-3			ʒ		
728-3			l ɑ̃ g		
244-3			n ø m		
289-3			n u w		
911-3			d ɑ̃ d i		
724-3			t r w		
145-3			d u u		
992-3			m u		
1181-3			k ɑ̃ t		
706-3			ʒ s		
106-3			p ɑ̃ r		
741-3			p ø k		
421-3			f l ø		
227-3			f u		
560-4				v i ai n	
438-4				o r	
1222-4				v o	
353-4				f au z h	
201-4				f i ŋ	
20-4				f a r	
503-4				f l l n	
957-4				v ŋ	
728-4				l u ŋ ə	
244-4				n aː m ə	
289-4				n oi x t	
911-4				r aː z	
724-4				d r u t	
145-4				ts oi	
992-4				h	
1181-4				h a n uː	
706-4				h n	
106-4				f au l ə r	
421-4				f l u r r	
227-4				f u x t	
560-5					w i m n
438-5					r r
1222-5					w g
353-5					p eː s k
201-5					p oː n u
20-5					k u r r
503-5					p l l
957-5					e n n
728-5					l a g gʷ
244-5					n o m i n
289-5					n oː w
911-5					s e s w i
724-5					t r k w
145-5					d m n
992-5					k w e
1181-5					k u t n eː
706-5					uː g
106-5					p aː t r
741-5					p eː m n
421-5					f l aː r
227-5					p u t
