COGID	Eryuan	Heqing	Jianchuan	Lanping	Luobenzhuo	Qiliqiao	Xiangyun	Yunlong	Zhoucheng
4788	v ɤ ³³	v ɤ ³³	v ɤ ³³			v ɤ ³³		v ɤ ³³	v ɤ ³³
6577	ɕ ɛ ⁵⁵	ɕʰ ɛ̃ ⁵⁵	ɕ ɛ̃ ⁵⁵	ɕ j ɛ̃ ⁵⁵		ɕ ɛ ⁵⁵			ɕ ɛ ⁵⁵
6059	x a ²¹						x ou ³¹		
5692	z ɿ ⁴²			ʐ ɛ ⁴²	s æ̃ ³³				
2294		x ɑ ⁵⁵				x ɯ ⁵⁵	x ou ⁵⁵		x ɯ ⁵⁵
3537			ã ³³	ã ⁴⁴					
4411	k w a ⁴²				q w a ⁴⁴				
1462	x ɯ ⁴⁴					x ɯ ⁴⁴	x ou ⁴⁴	x ɯ ⁴⁴	x ɯ ⁴⁴
1707	ʂ e ⁴²	s ẽ ⁴²		s ɛ̃ ⁴²				s ɛ ⁴²	
1583			kʰ w ɛ ⁵⁵					kʰ w ɛ ⁵⁵	
3303	k ɯ ³³		k ɯ ³³			k ɯ ³³	k ɯ ³³	k ɯ ³³	
3097		j ɔ ³⁵				j ɔ ³⁵	j ɔ ³⁵		j ɔ ³⁵
4621				ɕ y ³³			ɕ y ³³	ɕ y ³³	
3473	k ɤ ²¹								k ɤ ²¹
3534	j i ²¹			j i ²¹		j i ²¹			j i ³¹
2951						ɕ i ³⁵			ɕ i ³⁵
4317	ʂ e ⁴²	sʰ e ⁴⁴		s e ⁴⁴		s e ⁴⁴		s ɛ ⁵⁵	s e ⁴⁴
6129	v ɤ ³³			v ɛ ⁴⁴				v ɤ ³³	v ɤ ³¹
2911		k ɛ ²¹	k ɛ ²¹	k ɛ ³¹					
183					tɕ ã ³¹			tɕʰ i ³¹	
6131		t e ⁴²	t a ⁴²	t a ⁴²					
6545			tɕʰ ɛ ⁴⁴		tɕʰ a ⁵⁵				
4531		j õ ²¹		j ɔ ²¹			j ã ³¹	j o ²¹	j o ²¹
5540	ɣ ɔ ³¹	ɣ ɔ ²¹							
1365			v ɤ ⁵⁵		v ɤ ⁵⁵	ŋ ɤ ³⁵	ɛ ³⁵		v ɤ ³⁵
4573	tɕʰ u ³¹					tɕʰ ɔ ³³	tsʰ u ³¹	tɕʰ u ³¹	tɕʰ o ³¹
2768	t a ⁴⁴	t a ⁴⁴	t a ⁴⁴			t a ⁴⁴	t a ⁴⁴	t a ⁴⁴	
774					t ɤ ³³		tʰ ɛ̃ ⁵⁵		
6486	j ɔ ⁴²	j ɔ̃u ⁴²	j õ ⁴²	j ɔ̃ ⁴²			j ɛ̃ ²¹	j ɔ ⁴²	
660	t w a ³¹	t w a ³¹	t w a ³¹				t w e ³³	t w a ³¹	
3408		k ɔu ⁵⁵				k ɤ ³⁵			
3409		l a ⁴⁴				l a ⁴⁴			l ɛ ⁵⁵
5287				ɕ ĩ ⁴⁴		ɕ i ³⁵			
