COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	t t e ʔ									
56-1	o m e ʔ									
96-1	a t a tʃ									
99-1	a r i tʃ o n									
114-1	t o k i i ʔ									
115-1	u o i i ʔ									
133-1	t i p a r a									
144-1	a a a w a i ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w o m m									
65-1	i w									
74-1	p a n a ʔ									
106-1	t o n e i									
128-1	p o k									
147-1	t i m i i ʔ									
231-1	p a n a w o ʔ									
232-1	p p p i m o									
239-1	n a m a k a n									
266-1	i t i m									
51-1	u w i ʔ									
97-1	m a p o m									
109-1	u p i n i i									
121-1	k a p i j a k ʔ									
149-1	t o k									
160-1	k i r i k									
163-1	u p e n									
52-2		t t e								
56-2		o m e								
96-2		a r a s i								
99-2		a r i h e n								
114-2		t o k e s i								
115-2		e o e s s								
133-2		t i p r a s s i								
144-2		w r a w a s i								
150-2		k a w								
234-2		k o m								
236-2		p i k e n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w i k i s								
106-2		t e n e s i								
119-2		j j t t i s								
128-2		h o k i s i								
147-2		t i m i s i								
231-2		p a n a w o								
232-2		u i p e m o								
239-2		n a m a k a n								
266-2		i t i m								
51-2		e w e								
55-2		i h a m								
97-2		m a h o m a								
121-2		k a p i j r k s i								
163-2		e p e n								
52-3			t t o							
56-3			u m o							
96-3			a t a a							
99-3			a t i h o n							
114-3			t u k i a e							
115-3			h t i e e tʃ							
133-3			t i i a n a e tʃ							
144-3			t t t w t e e							
150-3			k a w							
234-3			k u m							
236-3			i v k u n							
241-3			a w e n							
249-3			e s o							
1-3			w a t a							
2-3			w w m m							
65-3			e w tʃ							
93-3			t u i a a e a e							
95-3			w i k e							
106-3			t o n e tʃ e							
119-3			m a t i tʃ e							
128-3			h u k tʃ e							
147-3			t i m i tʃ e							
231-3			i a n a w u							
232-3			h i i i j a							
239-3			n a m a k a n							
266-3			i t i m							
3-3			w u n k k u							
4-3			w a t e							
55-3			i h a m							
109-3			o i w m i e e							
121-3			k a h i j a k a e							
149-3			t u k tʃ							
160-3			k e e e k							
52-4				t t e						
56-4				u m e						
96-4				a r a ʒ̟						
99-4				a r i ʒ̟ o n						
114-4				t o k i i						
115-4				u r i i						
133-4				t i p a a a						
144-4				a a a w a						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w m m m						
65-4				i w						
74-4				p a n a						
93-4				t u p a r i tʃ i						
95-4				w i k i						
106-4				t u n i i						
119-4				m j t t i						
128-4				p o k						
147-4				t i m i i						
231-4				p a n a w o						
232-4				p p i u						
239-4				n a m a k a n						
266-4				i t i m						
3-4				w u r k k u						
4-4				w a r i						
51-4				u w i						
97-4				m a p u m						
109-4				u p i ʒ̟ i						
121-4				k a p i j a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
52-5					t t e					
56-5					o m e					
96-5					a r a s					
99-5					a r e j e n					
114-5					t o k i s i					
115-5					e o i s i					
133-5					t i p a r a s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k o n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w f m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t o n e i					
119-5					j j t i i					
128-5					f o k i s i					
147-5					t i m i s i					
239-5					m a m a k a n					
266-5					i t i m					
3-5					w r r i k o					
4-5					w a t i					
51-5					y w e ʔ					
55-5					i f a m					
97-5					m a f o m					
109-5					o p e i i s					
149-5					t o k					
160-5					k i r i k					
163-5					o p e n					
52-6						t t t				
56-6						u m u i				
96-6						a a a tʃ i				
99-6						a n i h u				
114-6						t u k i tʃ i				
115-6						u u i i tʃ i				
133-6						t i p a a a tʃ i				
144-6						a a a w a tʃ tʃ				
150-6						k a w				
234-6						k u m				
236-6						p i k u h				
241-6						a w i n				
249-6						i tʃ u				
1-6						w a t a				
2-6						w u m				
65-6						i w i				
74-6						p a h a				
93-6						t u p a n i tʃ i				
95-6						w i k i tʃ				
106-6						t u n i tʃ i				
119-6						i a tʃ t i tʃ i				
128-6						h u k i tʃ i				
147-6						t i k i tʃ i				
231-6						p a k a w u				
232-6						p p i u m u				
239-6						n a k a k a				
266-6						i t i m i				
3-6						w u u i k u				
4-6						w a t i				
55-6						i h a m				
97-6						w a h u m a				
109-6						u p i m i tʃ i				
160-6						k i a i k				
52-7							t t e			
56-7							u m e			
96-7							a r a p			
99-7							a r i b u d			
114-7							t u k o i			
115-7							u r o i			
133-7							t i p r r a i			
144-7							a r a w a i			
150-7							k a w			
234-7							k u m			
236-7							p i k u d			
241-7							a w i d			
249-7							i s e			
1-7							w a z a			
2-7							w b m d			
65-7							i w i			
74-7							p a d a			
93-7							t u p a r i i			
95-7							w i k i			
106-7							t u d e i			
119-7							b a t t i			
128-7							h u k o i			
147-7							t i m i i			
231-7							p a d a w u			
232-7							u p i u u			
266-7							i t i m			
3-7							a u r k k u d			
4-7							w a r i			
51-7							u w e			
55-7							i h a m d			
97-7							m a h u m			
109-7							u p i t i			
121-7							k a p i b a k			
149-7							t u k			
160-7							k i r i k			
163-7							u p e d			
52-8								t t y		
56-8								u m e		
96-8								r a a s		
99-8								r a i j u n		
114-8								t u k e s		
115-8								u a i s s		
133-8								t i p r a s s		
144-8								a r a w a s i		
150-8								k a w		
234-8								k u m		
236-8								p i k u n		
241-8								a w i n		
249-8								i s e		
1-8								w r t r		
2-8								i u m m		
65-8								i w		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								y i k		
119-8								m y i t i s		
231-8								p a n a v u		
232-8								u i p u m u		
239-8								n a m a k a n		
3-8								w u a v k u e		
4-8								w a t i		
51-8								u w e		
55-8								v j a m		
109-8								u p v b i s		
121-8								k r p i j r k s		
149-8								t u k		
163-8								u p e n		
52-9									i t e	
56-9									o m e	
96-9									a r a ʃ	
99-9									a r i j e n	
114-9									t o k i ʃ i	
115-9									u r a i ʃ i	
133-9									t i p a r ʃ ʃ	
144-9									a a r w a ʃ i	
150-9									k a w	
234-9									k o m	
236-9									p i k o n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w u m m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i	
106-9									t i n e ʃ i	
119-9									j j t i ʃ i	
128-9									h o k ʃ ʃ	
147-9									t i m i ʃ i	
231-9									p a n a w o ʔ	
232-9									p i p i m o	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w o r i k o	
4-9									w a r i ʔ	
51-9									i w e ʔ	
55-9									i h a m	
97-9									m a h o m	
109-9									i p w i i ʃ	
121-9									k a p i j a k ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
52-10										i t e
56-10										o m e
96-10										a r a tʃ
99-10										a r i t o n
114-10										t o k i tʃ i
115-10										y r i tʃ ʔ
133-10										t i p a r tʃ tʃ
144-10										a r a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p i k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w ø m m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t y n e tʃ i
119-10										j j t t i tʃ i
128-10										h o k i tʃ
147-10										t i m i tʃ i
231-10										p a n a w o
232-10										h p p j j o
239-10										n a m a k a n
266-10										i t i m ʔ
3-10										w o r k k o
4-10										w a tʃ i
51-10										y w e
55-10										i h a m
97-10										m a h o m
121-10										k a p i j k k tʃ i ʔ
149-10										t o k
160-10										k i r i k
163-10										y p e n
