COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
381		z u b e r u a		s u b e s u b e s i tʲ uː						s u b e kː o i
306	n a r i					n a ɭ			n a i	
274	n eː θ a		n u r e i t a	n u r e t a	n u r e t a		n o r e t a	n u r e t a	ɴ d i t oː r u	n u r e t a
224					a ɴ t a r a					a ɴ t a t a tɕ i
160	k u r ɨ r u r i		k ui r u			f iː ɭ			k w iː j u ɴ	
84		o b a		o	oː		o	o		
341		k oː r i	k oː i	k oː r i	k oː r i		k oː r i	k oː r i		k oː r i
444	m u θ u r i				m o ts u	m u ts ɨ	m o ts u	m o ts u	m u ts u ɴ	m o ts u
297	ʔ w ɨː s ɨ b a		s u b a			s u b a			ʃ i b a	
339		ɕ o	s i o	s i j o	s i o		s i o	s i o		s i o
314		m o s i	m o ɕ i k a		m o s i	m u s ɨ	m o s i	m o s i	m u s i	m o s i
155	i r u r i	i t e							i ts oː n	
345	w a r a b ɨ					j a r a b i			w a r a b i	
210	m iː s a r i		n i k e			m ɨː			m iː s a ɴ	
245		k o k o	k o k o	k o k o	k o k o		k o k o	k o k o		k o k o
370		k i t a n a kʲ a	k i sː a n e		k i t a n a i		k i t a n eː			k i t a n a i
204		i pː i a	pː e	i pː a i	i pː a i		e pː eː	i pː a i		i pː a i
217	x o r a tɕ a ɴ					k aː r a ts ɨ			k aː r a ts oː r u	
2				a s i	w a t e					w a t a s i
264	k i r i	k i r i	k i j i	k i r i	k i r i	ts ɨː			tɕ i r i	k i r i
222	ʔʲ a x j a					vː a d u			ʔ i tː aː	
199	ʔ a ts ɨ s a r i		a tɕ i	a t ui	a ts ui	a ts ɨ		a ts ui	ʔ a ɕ i s a ɴ	a ts ui
122				t a b e r u	t a b e r u					t a b e r u
376	w a r u s a r i	w a r u kʲ a	w a r i		w a r ui		w a r iː	w a r ui	w a sː a ɴ	w a r ui
456	ts ɨ n a	ts u n a	ts u n a	t u n a		ts ɨ n a	ts u n a		ɕ i n a	ts u n a
175	s ɨ n a		z ui n a	s u n a	s u n a		s u n a	s u n a	ʃ i n a	s u n a
251	b i tɕ i n a								b i ɕ i n u	
355					g o ts ui	u d a				
343		k oː r u	k oː	k oː r u	k oː r u		k oː r u	k oː r u		k oː r u
331	u θ u					b u t u		o tː o	u t u	
344		k o d o m o	k o i d o ɴ	k o d o m o	k o d o m o		k o d o m o	k o d o m o		k o d o m o
357	h i sː a r i					pˢ ɨ s ɨ			h w i sː a ɴ	
11	w a x j a	w a r e ɴ i s a				b a n t iː			w a tː aː	
415	m u s u b u r i	m u s u b u		m u s u b u	m u s u b u		m o s u b u	m u s u b u	m u s u b u ɴ	m u s u b u
81	x o g a								k uː g a	
398		k o s u r u	k o s u	k o s u r u	k o s u r u		k o s u r u	k o s u r u		k o s u r u
457					n a w a			n a w a		
323			o t o tsː a ɴ	o t oː s a ɴ	o t o tɕː a ɴ					o t oː s a ɴ
3			o iː				o r a	o r e		
91				a t a m a	a t a m a		a t a m a	a t a m a		a t a m a
399	s ɨ r u r i								ʃ i j u ɴ	
404	n a g ɨ r u r i		n a g u				n a ŋ e r u	n a g e r u	n a g i j u ɴ	n a ŋ e r u
151	n ɨ h u θ u r i								n i ɴ t oː ɴ	
387				eː	eː		eː			iː
215		j o kː j a	j o k a							
111		h a r a	h a r a	h a r a	h a r a		ɸ a r a	h a r a		
1	w a ɴ	w a r e				b a n			w a ɴ	
20			n a iː	n a n i	n a n i		n a n i	n a n i		n a n i
218		k u a tː e	k a e t a	k a w a i t a	k a w a i t a					k a w a i t a
85	z u b u					dz uː			z uː	
191	ʔ oː s a r i								ʔ oː s a ɴ	
72		n i k u	n i	n i k u	n i k u		n i k u	n i k u		n i k u
90		ts u b u r i							ɕ i b u r u	
265							m o j a	m o j a		
32				j o k e	j oː k e					
233	ʔ a ɴ tɕ u ɴ x j a		a iː d o ɴ	a n o h i t o t a t i	a n o h i t o j a r a		a e r a	a n o h i t o t a tɕ i	ʔ a tː aː	a n o h i t o t a tɕ i
449					dʑ u k u s i t a					dʑ u k u s i t a
150		n e t e	n e i tɕ o	n e j uː	n e t e r u		n e tɕ oː r u	n e t o r u		n e t e r u
