COGID	dutch	english	french	german
1469-1	z ɑ n d ə			
2047-1	z ɔ n ə			
2054-1	d oː n d r r			
1375-1	l ɛɪ x t			
760-1	w ɪ n d			
756-1	s n aː j			
726-1	m uː d ə r			
1351-1	x r ɑ n d p aː d r r			
1353-1	x r ɑ n + m oː r ə r			
412-1	v ɑ iː ɣ r r + p aː d ɑ r			
406-1	b w p ɣ r r ɑ m ʉ l ɑ r			
1005-1	s t iː p + v ɑ d ə r			
1012-1	s t ɛɪ p + m oː r ə r			
1016-1	w ɪ d w ə r			
1069-1	ɛɪ x			
509-1	v ɔ l ə			
693-1	m uː l t iː			
2179-1	n ɛ s t			
1753-1	v ɪ s x			
1131-1	w ɔ l f			
1198-1	b aː r d ə			
2032-1	h oː r			
2241-1	n aː z			
2244-1	l ɪ p ə			
610-1	k aː n			
945-1	h ɛ r t			
1534-1	l ɪ k ə			
384-1	z oː ɣ ə			
1650-1	n ɔ t			
1663-1	z ɑ l t			
2279-1	l ɛɪ n ə n			
471-1	z aː j			
1385-1	z aː d			
792-1	j ɔ k			
1111-1	m ɑ s t			
197-1	z uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d r r d			
1970-1	v ɔ l			
1230-1	d r r			
2017-1	n ʉ v ɑ			
968-1	w ɛ l t			
1674-1	l ɑ n d			
1671-1	h uː ɣ ə l			
829-1	k l ɪ p ə			
1025-1	w ɑ t ə r			
1027-1	z ɛɪ j			
1832-1	r ɔ f			
-1816-1	oː ts aː aː n			
-335-1	l ɑ ɣ uː n ə			
1043-1	s t r ɔ m			
423-1	s t ɛɪ n			
2049-1	m oː n			
2062-1	s t ɔ r m			
2065-1	r aː n + ɣ + b oː x ə			
1368-1	s ɑ d ə			
1365-1	d øː uː			
754-1	r aː n ə			
768-1	w ɛ d ə r			
1211-1	v ɛɪ ɣ r			
106-1	m ɑ n			
-98-1	b aː b iː ŋ			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d ɑ n t			
-2026-1	n ɛ v ə ɛɪ			
409-1	s w p ɣ ɪ r + z oː n			
402-1	d w iː ɣ r r ɛɪ n ɔ l t ə r			
1014-1	s t iː p + d ɔ x t r r			
1059-1	w iː r			
120-1	s t ɑ l			
2183-1	s t iː ɑ k			
2194-1	ɔ k s ə			
2199-1	k ɑ l p			
2197-1	s aː p			
1523-1	z ɑu j			
1521-1	b ɔ k			
512-1	m eː r aː j			
2141-1	h uː n			
2147-1	x ɑ n s			
814-1	k r ɔ ə			
810-1	d oː v ə			
1755-1	h oː n t			
1758-1	m oː z			
1760-1	r ɑ t			
1620-1	v ɪ n ə			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l øː s			
1307-1	n ɪ s ə			
1305-1	v l iː j			
711-1	w ɑ s p ə			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ x ə			
-73-1	m ɔ s k iː t oː j			
1810-1	h oː d			
1805-1	v l eː s j			
1813-1	h aː r r			
1811-1	b l uː d			
690-1	r ʉ p ə			
2177-1	h oː p ə			
246-1	oː ɣ b r ɛɪ b r ɑu			
249-1	oː ɣ l n d l iː t			
1506-1	n aː z t r + l ɔ x			
2242-1	m uː n t			
2245-1	t ɔ ŋ ə			
1196-1	d eː k ə			
2174-1	s ɔ l d ə r			
575-1	t k t l l			
603-1	ɛ l + ɣ + b oː x ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ x r r			
901-1	k l oː ə			
608-1	v ɔ t			
596-1	t aː j			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l eː v ə r			
1606-1	h ʉ p			
472-1	z n iː p			
1535-1	s w ɛ t ə			
1546-1	s p ɪ k ə			
1959-1	s l aː p ə			
694-1	s n ɑ r k ə			
1961-1	d r iː m ə			
323-1	l ɛɪ v ɪ			
1885-1	x r aː p			
2156-1	k r + k ə l t + ɔ ŋ			
1903-1	w ɔ n d ə			
525-1	s w ɛ l ɪ ŋ			
276-1	l ɑ m eː j			
274-1	d oː p			
278-1	b l ɪ n d			
258-1	b r oː ŋ k ɔ ŋ k ə			
256-1	n aː k aː d			
383-1	eː t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ s ə l			
2024-1	p ɑ n ə			
1321-1	k oː p ə			
1976-1	t ɑ ŋ ə			
1243-1	m aː l t eː t			
1265-1	v iː l ə			
1261-1	z iː v ə			
655-1	b r eː d			
650-1	d eː k			
1532-1	k aː d t ə			
-36-1	z ɔ p ə			
34-1	b oː n ə			
-1647-1	v ɛɪ x ə			
1469-2		s æ n t		
2047-2		s ʌ n		
2054-2		d ʌ n d r r		
1375-2		l aɪ t		
760-2		w aɪ n d		
756-2		s n eɪ		
726-2		m aʊ d ə r		
1351-2		ɡ r aɪ t əʊ p eɪ d ə r		
1353-2		ɡ r aɪ t + m ʌ d ə r		
412-2		s l aɪ p ə r eɪ p ɑː d		
406-2		s v aɪ n ə r eɪ m ʌ r		
1005-2		s l iː f aɪ eɪ d d		
