COGID	dutch	english	french	german
1295	h aː v ə r			h aː f ə r
2293	l eː r	l ɛ ð ə r		l eː d ə r
1343	k ɪ n t			k ɪ n t
352	eː r s t ə			eː r s t ə
164	x iː r			ɡ ai ə r
271		l eɪ z ɪ		l ɛ s ɪ x
1530	k oː n ɛɪ n			k a n iː n + x ə n
3	h ɔ f			h oː f
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1254	h aː r t			h eː r t
1921	s l aː n			ʃ l aː ɡ ə n
1617	s x ʉ p			ʃ ʊ p ə
159	h aː v ɪ k			h aː b ɪ x t
205	ɑ r m + b ɑ n t			a r m + b a n t
1408	n eː m ə			n eː m ə n
736	v r ɑu w			f r au
308	d uː n	d uː		t uː n
1047	b r ɔ n			b r ʊ n ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
1930	b r eː k ə	b r eɪ k		b r ɛ x ə n
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
612	b eː n			b ai n
1644	x iː t ə			ɡ iː s ə n
672	d eː k ə			d ɛ k ə
70	b øː k	b iː tʃ		b uː x ə
1872	w ɑ ŋ			v a ŋ ə
581	v ə r + l iː z ə	l uː z		f ɛ r + l iː r ə n
1300	x ɛ r s t			ɡ ɛ r s t ə
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
713	s ɑ p	s æ p		z a f t
2038	n ɪ x t			n ɪ x t ə
584	h aː k	h ʊ k		h aː k ə n
1133	v oː r ə	f ʌ r əʊ		f ʊ r x ə
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
184	b ə + t aː l ə			b ə + ts aː l ə n
116	j ɔ ŋ ə			j ʊ ŋ ə
436	h ɑu t			h ɔ l ts
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
1666	v l ɑ k t ə			f l ɛ x ə
1188	n ɑu w	n æ r əʊ		
320		d aɪ		t oː t
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
850	t ɔ p	t ɔ p		
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
1821	r ʉ x			r ʏ k ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
1559	ɑ l ə	ɔː l		a l ə
311	l ɛɪ k			l ai x + n aː m
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
-1021	m uː r ɑ s			m oː r a s t
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
838		s t eɪ	ʀ ɛ s t e	
586	k r aː x			k r aː ɡ ə n
1568	w ɛɪ n ə x			v eː n ɪ x
727	m ɑ n			m a n
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
296	b œy ɣ ə			b ɔy ɡ ə n
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
474	d ɪ k	θ ɪ k		d ɪ k
1836	k ɑ l m	k ɑː m		
1648	s m eː d ə			ʃ m iː d ə n
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
2159	k r ɔ p			k r ɔ pf
700	t w aː l f	t w ɛ l v		ts v œ l f
243	d yː r			t ɔy ə r
-588	p l ɑ t			p l a t
940	m aː x			m aː ɡ ə n
162	aː d ə l aː r			aː d l ə r
816	l oː n			l oː n
590	s ɔ k	s ɔ k		
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
51		b r ɪ k	b ʀ i k	
111	k ɪ n t			k ɪ n t
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
785	w iː l	w iː l		
1333		n ɪ ə r		n aː ə
-12	p ɛɪ p	p aɪ p		pf ai f ə
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1091	uː v ə r			uː f ə r
240	v ə r + k oː p ə			f ɛ r + k au f ə n
2210	s t eː k ə			ɛ r + ʃ t ɛ x ə n
2192	k uː	k aʊ		
-425	r ɔ ts	r ɔ k		
1689		l ɪ f t	l ə v e	
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
783		r əʊ d	ʀ u t	
2144	k œy k ə	tʃ ɪ k ɪ n		
108	m ɛɪ s j ə			m ɛː t x ə n
837	b l ɛɪ v ə			b l ai b ə n
166	v oː ɣ ə l			f oː ɡ ə l
685		t aɪ m	t ɑ̃	
1906	z w ɑ k			ʃ v a x
630	v ɑ ŋ ə			f a ŋ ə n
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
1411	h ɛ b ə	h æ v		h aː b ə n
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
125	v ɛ t	f æ t		f ɛ t
260	m uː			m yː d ə
514	h ɛ ŋ s t			h ɛ ŋ s t
-2284	p l aː ts	p l eɪ s		p l a ts
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
20	k l ɛɪ n			k l ai n
721			p ɛ ʀ	eː ə
1024	aː d ə r			aː d ə r
1912	s t ɛ r k			ʃ t a r k
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
1726	v ɛ l t	f iː l d		f ɛ l t
-1791	r ɛɪ k	r ɪ tʃ		r ai x
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
1939	v l uː r	f l ɔː r		
-1153	r ɔ n t	r aʊ n d		r ʊ n t
1799	k n oː p			k n ɔ pf
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
648	b oː r ə	b ɔː r		b oː r ə n
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
1989	h oː j	h eɪ		h ɔy
1571	m eː n ə x t ə			m ɛ ŋ ə
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
2094		ʃ ʌ v l̩		ʃ au f ə l
1193	b r eː t			b r ai t
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
1191		b uː t	b ɔ t	
2000	b l ɑ t			b l a t
588	v l ɑ k		p l a	f l a x
319	s t ɛ r v ə			ʃ t ɛ r b ə n
1839	w ɛ + ɣ aː n	ɡ əʊ + aʊ t		au s + ɡ eː ə n
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
7	w oː n ə			v oː n ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
2219	v ə r + z aː m ə l ə			z a m ə l n
-1158	b ɑ l	b ɔː l		
1181	m ʉ ts			m ʏ ts ə
2277	w ɔ l	w ʊ l		v ɔ l ə
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
2055	b l ɪ k s ə m			b l ɪ ts
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
1223	p ɛ d ə l	p æ d l̩		p a d ə l
1066	j ɛɪ	j uː		
995	v l ɛ x t ə			f l ɛ x t ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
684	t ɛɪ t			ts ai t
1065			t y	d uː
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
431	k l ɪ ŋ k			k l ɪ ŋ k ə
347	t w eː d ə			ts v ai t ə
2208	h ɑ k ə			ts ɛ r + h a k ə n
1194	w ɛɪ t	w aɪ d		
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
-2270	r ɛ s t ə			r ɛ s t
1900	z iː k	s ɪ k		
2051	h eː m ə l			h ɪ m ə l
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
6009	v r ɑu w ə + l ə k			ts ʏ n t + h ɔ l ts
133	x aː n	ɡ əʊ		
1052	z ɛɪ			z iː
213	r ɛ x ts	r aɪ t		r ɛ x t
626	w eː v ə	w iː v		v eː b ə n
