COGID	dutch	english	french	german
648	b oː r ə	b ɔː r		b oː r ə n
308	d uː n	d uː		t uː n
776	v ə r + d eː l ə			t ai l ə n
303	w ɛ r k	w ɜː k		
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
104	m ɑ n ə + l ə k			m ɛ n + l ɪ x
-1785	x r aː n	ɡ r eɪ n		
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1408	n eː m ə			n eː m ə n
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
-934	l ɑ m p	l æ m p		l a m p ə
-2290	s t ɔ f			ʃ t ɔ f
1661	m ɛ l k	m ɪ l k		m ɪ l x
1895		h iː l		h ai l ə n
347	t w eː d ə			ts v ai t ə
916	t r ɔ x	t r ɔ f		t r oː k
1562	v eː l			f iː l
1204	v iː r + k ɑ n t			f iː r + ɛ k
783		r əʊ d	ʀ u t	
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
514	h ɛ ŋ s t			h ɛ ŋ s t
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
-346		r iː f		r ɪ f
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
1638	k oː p ə r	k ɔ p ə r		
305	p aː l			pf aː l
393	k ɑu w ə			k au ə n
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
133	x aː n	ɡ əʊ		
240	v ə r + k oː p ə			f ɛ r + k au f ə n
1179	h uː t	h æ t		h uː t
480	d r ɑ ŋ k	d r ɪ ŋ k		ɡ ə + t r ɛ ŋ k
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
1972	d eː l			t ai l
1051	v l iː ɣ ə	f l aɪ		f l iː ɡ ə n
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
1389			ʃ o z	z a x ə
633	n aː l t	n iː d l̩		n aː d ə l
517	p aː r t			pf eː r t
1851		f l əʊ		f l iː s ə n
1617	s x ʉ p			ʃ ʊ p ə
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
847	h oː x	h aɪ		h oː x
2114	s p aː d ə	s p eɪ d		ʃ p aː t ə n
2016		f r aɪ	f ʀ i ʀ	
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
2091	b ə + w aː r ə			b ə + v aː r ə n
1038			v a ɡ	v oː ɡ ə
127	v eː			v iː
-2284	p l aː ts	p l eɪ s		p l a ts
961	h ɪ ŋ k ə			h ɪ ŋ k ə n
1401		ɡ r ɑː s p		ɡ r ai f ə n
931	k aː r s			k eː r ts ə
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
2097		h əʊ		h a k ə
1559	ɑ l ə	ɔː l		a l ə
1181	m ʉ ts			m ʏ ts ə
2166	b ɔ r s t ə l			b ʏ r s t ə
1066	j ɛɪ	j uː		
-225	p r ɛɪ s	p r aɪ s		p r ai s
630	v ɑ ŋ ə			f a ŋ ə n
1397	h ɑu d ə			b ə + h a l t ə n
2051	h eː m ə l			h ɪ m ə l
2219	v ə r + z aː m ə l ə			z a m ə l n
1666	v l ɑ k t ə			f l ɛ x ə
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
1900	z iː k	s ɪ k		
1644	x iː t ə			ɡ iː s ə n
293	d ɑ k			d a x
1431	d r aː ɣ ə			t r aː ɡ ə n
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
-1033	b aː j	b eɪ		
877	w eː ɣ ə			v iː ɡ ə n
785	w iː l	w iː l		
2127	d r aː j ə			d r eː ə n
2144	k œy k ə	tʃ ɪ k ɪ n		
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
2192	k uː	k aʊ		
319	s t ɛ r v ə			ʃ t ɛ r b ə n
590	s ɔ k	s ɔ k		
-1337	v ɔ r k	f ɔː k		
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
-2030		ʌ ŋ k l̩		ɔ ŋ k ə l
1237	ɛ ŋ k ə l	æ ŋ k l̩		
1989	h oː j	h eɪ		h ɔy
1295	h aː v ə r			h aː f ə r
2228	h ɑ l s			h a l s
1608	b ɔ r s t			b r ʊ s t
850	t ɔ p	t ɔ p		
1439	z ɛ n d ə	s ɛ n d		
420	aː r d + b eː v ɪ ŋ			eː r t + b eː b ə n
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1872	w ɑ ŋ			v a ŋ ə
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
311	l ɛɪ k			l ai x + n aː m
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1530	k oː n ɛɪ n			k a n iː n + x ə n
1024	aː d ə r			aː d ə r
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
1836	k ɑ l m	k ɑː m		
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
2038	n ɪ x t			n ɪ x t ə
-445		f æ m ə l ɪ		f a m iː l iː ə
1177	d iː p	d iː p		t iː f
1921	s l aː n			ʃ l aː ɡ ə n
