COGID	dutch	english	french	german
1469-1	v ɛ n d			
2047-1	z oː n			
2054-1	d ɔ n ə ə r			
1375-1	l ɪ k			
760-1	w ɪ n d			
756-1	s n eː			
726-1	m ɔ d ə r			
1351-1	x r ɑ n d p t r			
1353-1	x r ə r + m oː r ə r			
412-1	v ɛ eː x ə r s p ə			
406-1	b oː eː t ə r + s ɔ ə			
1005-1	s t eː p v ɑ d ə			
1012-1	s t eː p + m oː r ə r			
1016-1	w ɛ t ə ə r			
1069-1	ɛɪ			
509-1	v ɔ l ə			
693-1	m øː n l			
2179-1	n eː s t			
1753-1	v ɛ s			
1131-1	w ɔ l f			
1198-1	b ɑ r d			
2032-1	h oː r			
2241-1	n aː z			
2244-1	l ɪ p			
610-1	k			
945-1	h ɛ t			
1534-1	l ɛ k ə			
384-1	b oː n ə			
1650-1	n oː t			
1663-1	z ɔ l t			
2279-1	l ɛɪ n ə			
471-1	z ɛɪ ə			
1385-1	z ɛɪ t ə			
792-1	v ɛɪ k			
1111-1	m ɑ s t			
197-1	d uː d ə			
2020-1	l ɑ ŋ			
867-1	h oː n d ə r d			
1970-1	v ɔ l			
1230-1	d r ɛɪ ə			
2017-1	n ɛ w			
968-1	w ɛ l t			
1674-1	l ɑ n d			
1671-1	h øː ɣ ə l			
829-1	k l ɪ p			
1025-1	w eː t ə r			
1027-1	z aː			
1832-1	r ɔ v			
-1816-1	oː z ə aː			
-335-1	l ɑ x uː n			
1043-1	s t r ʉ m			
423-1	s t ɛɪ n			
2049-1	m ɛɪ n			
2062-1	s t ɔ r m			
2065-1	r aː n + + b oː x ə			
1368-1	s ɑ d ə			
1365-1	d ɑu w			
754-1	r aː n ə			
768-1	w eː d ə r			
1211-1	v oː ə r			
106-1	m ɑ n			
-98-1	b eː b ɪ			
719-1	v ɑ d ə r			
1341-1	z oː n			
-2027-1	d oː n t			
-2026-1	n eː v ə			
409-1	s w ɛɪ ɣ ə r + z oː			
402-1	d w eː ɣ ə r + t t iː f ə			
1014-1	s t eː p ə d ɔ x t ə			
1059-1	w eː r			
120-1	s t eː l			
2183-1	s t eː r			
2194-1	ɔ k s			
2199-1	k ɑ v			
2197-1	s aː p			
1523-1	z ɛɪ			
1521-1	b ɔ k			
512-1	m ɑ r aː			
2141-1	h uː n			
2147-1	x ɛ n t			
814-1	k r ɛɪ			
810-1	d ɔ b ə			
1755-1	h oː n t			
1758-1	m uː s			
1760-1	v ɛ t			
1620-1	v ɪ n			
1282-1	w aː l			
1136-1	v ɔ k s			
1309-1	l uː s			
1307-1	n ɪ t			
1305-1	v l ɛɪ			
711-1	w eː s p			
1442-1	v l ɛɪ ɣ			
62-1	m ʉ k			
-73-1	m ɔ s k t ə			
1810-1	h oː d			
1805-1	v l eː s			
1813-1	h aː r r			
1811-1	b l uː d			
690-1	r ʉ p			
2177-1	h oː d			
246-1	ɛɪ t b r uː ɣ r ɑu			
249-1	oː t ə n d l ɛɪ			
1506-1	n oː s ə ə + l			
2242-1	m uː n			
2245-1	t ɔ ŋ			
1196-1	b ɛ k ə			
2174-1	s x l d ə r			
575-1	d eː t l			
603-1	s l + + b oː x ə			
601-1	h ɑ n d			
615-1	v ɪ ŋ ə ə r			
901-1	k l øː			
608-1	v ɔ t			
596-1	t eː			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ			
947-1	l eː v ə r			
1606-1	h oː p ə			
472-1	n eː z ə			
1535-1	s w ɛ t ə			
1546-1	s p ɛ t ə			
1959-1	s l aː p ə			
694-1	s n ɑ r ə			
1961-1	d r aː m ə			
323-1	l eː v ə			
1885-1	x r ɑ p			
2156-1	k r + d ə l			
1903-1	w ɔ n d ə			
525-1	z w eː l ɪ ŋ			
276-1	l ɑ m ɛɪ			
274-1	d eː p			
278-1	b l ɪ n d			
258-1	b r ɔ d ə ŋ			
256-1	n aː k t t			
383-1	s t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k ə			
2009-1	oː v ə			
2003-1	k ɛ t ə l			
2024-1	p ɑ n			
1321-1	k oː p ə			
1976-1	t ɑ ŋ ə			
1243-1	m aː l t ɛɪ			
1265-1	v aː l ə			
1261-1	z ɛɪ v ə			
655-1	b r s d			
650-1	d eː			
1532-1	k n eː t ə			
-36-1	z ɛɪ p			
34-1	b oː n			
-1647-1	v ɛɪ x			
1469-2		s ɑː n		
2047-2		s ɔ		
2054-2		θ ɔ ə r		
1375-2		l ɪ k		
760-2		w ɪ n		
756-2		s n eɪ		
726-2		m ʌ d ə r		
1351-2		ɡ r əʊ t ɪ p eɪ d ə r		
1353-2		ɡ r əʊ t m ʌ t ə r		
412-2		s w aɪ əʊ d		
406-2		s w ɪ n m d m m		
1005-2		s w iː k aɪ		
1012-2		b t ɪ p m ʌ t ə r		
1016-2		w iː d v w		
1069-2		s		
509-2		f iː l		
693-2		m ɪ l		
2179-2		n ɛ s		
1753-2		f ɪ		
1131-2		w ɔ l		
1198-2		b eɪ r		
2032-2		h ʌ r		
2241-2		b iː s		
2244-2		s ɪ p		
610-2		k n		
945-2		h æ r		
1534-2		l ɪ		
384-2		s aʊ		
1650-2		b ɔ t		
1663-2		s əʊ		
2279-2		l ɪ n		
471-2		s eɪ		
1385-2		s eɪ t		
792-2		j ɪ k		
1111-2		m ɑː s t		
197-2		s aʊ t		
2020-2		l æ		
867-2		h ʌ n d r		
1970-2		f əʊ l		
1230-2		d r ɪ d		
2017-2		n iː		
968-2		w ɛ l		
1674-2		l ɑː n t		
1671-2		h iː t l̩ l		
829-2		k l ɪ p		
1025-2		w ɛ t ə r		
1027-2		s ɛ		
1832-2		r aʊ		
-1816-2		ʌ s eɪ n		
-335-2		l eɪ iː n		
1043-2		s t r aɪ m		
423-2		s t aɪ n		
2049-2		m aɪ n		
2062-2		s t ʌ r m		
2065-2		r iː n b ɔː t		
1368-2		s ɔ d ə r		
1365-2		θ aʊ		
754-2		r iː		
768-2		w ɛ d		
1211-2		f eɪ r		
106-2		m ɑː n		
-98-2		b iː v ɪ		
719-2		f eɪ d ə r		
1341-2		s aɪ		
-2027-2		d ɑː n t		
-2026-2		n iː f		
409-2		s w aɪ r n̩		
402-2		s w aɪ n ə r ɔ t ə		
1014-2		s t ɪ f æ d ɔː əʊ t ə r		
1059-2		w aɪ		
120-2		s t ɑː l		
2194-2		n k		
2199-2		k ɑː l p		
2197-2		s ɔ p p		
1523-2		s w		
512-2		m æ r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r ɑː		
1620-2		f aɪ n		
1282-2		w ɑː l		
1136-2		f ʌ k		
1309-2		l aʊ s		
1307-2		n ɛ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ b		
-73-2		m ɪ tʃ k ɪ d		
1810-2		h aɪ t		
1805-2		f l iː s		
1813-2		h ɑː r		
1811-2		b l æ t		
690-2		r ɪ p		
2177-2		h iː t		
246-2		w æ n n b r əʊ		
249-2		aɪ l l		
1506-2		n iː s d ɔː l		
2242-2		m ʌ n t		
2245-2		t ʌ ŋ		
2174-2		s ɔ l d ə r		
603-2		b l ɔː		
601-2		h æ n t		
615-2		f ɪ ŋ r		
901-2		k l v		
608-2		f æ t		
596-2		t ɪ		
937-2		b ɔ r s t		
936-2		n eɪ v l		
646-2		l ʌ		
947-2		l ɛ v ə r		
1606-2		h iː f		
472-2		n iː s		
1535-2		s w ɛ t		
1546-2		s p aʊ		
1959-2		s l eɪ p		
694-2		s n + r k		
1961-2		d r ɪ m		
323-2		l ɛ v		
1885-2		ɡ r ɑː p		
2156-2		b r r k k l t		
1903-2		w ɔ n t		
525-2		s w ɛ l ɪ		
276-2		l æ m		
274-2		θ ɔ p		
278-2		b l ɪ n d		
258-2		b r ɪ d k		
256-2		n eɪ k		
383-2		s t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		b ɔ t d		
2009-2		aʊ f		
2003-2		k eɪ t l̩ l		
2024-2		p ɑː n		
1321-2		r əʊ p		
1976-2		t ɑː ŋ		
1243-2		m ɑː l r aɪ d		
1265-2		p æ		
1261-2		s ɪ v		
655-2		b r aɪ t		
650-2		θ iː s		
1532-2		k n eɪ t		
-36-2		s w p		
34-2		b ɔː n		
-1647-2		f aɪ ɡ		
1469-3			ʀ o z ʀ	
2047-3			ʀ o t	
2054-3			t ɔ t	
1375-3			v a z	
760-3			v a k	
756-3			b ɛ ɑ̃	
726-3			ɔ	
1351-3			f ʀ i t p t ʀ	
1353-3			f ʀ i ɔ	
412-3			f ɔ a ɡ t ə t	
406-3			s ɔ a ɡ i i ə	
1005-3			ʀ ɛ ɑ̃ t p f b ʀ ʀ	
1012-3			ʀ ɛ ɑ̃ ɔ	
1016-3			v a k b	
1069-3			a	
509-3			p a a	
693-3			ɔ a	
2179-3			s ʀ	
1753-3			f ʀ k	
1131-3			ʀ a f l	
1198-3			b ɑ̃ ʀ t	
2032-3			p ɑ̃ k	
2241-3			s ɔ	
2244-3			a	
610-3			l	
945-3			s ɑ̃ t	
1534-3			s a k	
384-3			ʀ ɔ ɡ	
1650-3			b ɔ	
1663-3			ʀ o t s	
2279-3			v a l	
471-3			ʀ o t	
1385-3			ʀ u t	
792-3			e t	
1111-3			a ʀ ɛ	
197-3			ʀ ɔ t	
2020-3			s a	
867-3			s ɑ̃ t t u t	
1970-3			p l a l	
1230-3			t ɔ t t	
2017-3			s ɔ ɔ	
2183-3			ʀ t p	
1521-3			ʀ ɔ k	
1755-3			p ɛ t	
1760-3			ʀ ɔ t	
1196-3			s a	
575-3			a z l	
2014-3			ʀ u ʀ t	
1321-3			ʀ ɔ	
1265-3			v a a	
1469-4				z ɛ n t ə
2047-4				z ʊ n
2054-4				t ʊ n d ə r
1375-4				l ɪ t t ə
760-4				v ɪ n t
756-4				ʃ n aː ə
726-4				m oː d ə r
1351-4				ɡ r ɛ n d aː r r r
1353-4				ɡ r ɛ t + m uː d ə r
412-4				ʃ a d s ə b ɪ t ə
406-4				b ʊ n + r m uː t ə
1005-4				ʃ ʊ iː f t r r r
1012-4				ʃ t iː f b m uː d ə r
1016-4				v ai t ɔy ə n
1069-4				v ə
509-4				f iː l ə
693-4				m ʏ ə +
2179-4				n ɛ s t
1753-4				f ɪ s
1131-4				v a l f
1198-4				b ɪ s t ə
2032-4				h oː r
2241-4				n ɛ s
2244-4				l ɪ f
610-4				k ɪ
945-4				h a t ə
1534-4				l ɪ x ə
384-4				ts uː ɡ ə n
1650-4				n oː t
1663-4				z oː l
2279-4				l ɪ n n
471-4				ts eː n
1385-4				ts ɛ t ə n
792-4				l ɛ x
1111-4				m ɛ s t
197-4				ts uː t ə
2020-4				l a ŋ
867-4				ts ɪ n d ə r t
1970-4				f l l ə
1230-4				t ɛ r ə x
2017-4				n iː v
968-4				v eː r t l
1674-4				l ɛ n t
1671-4				h uː f ə l
829-4				k l ɪ f
1025-4				v eː t ə r
1027-4				z iː
1832-4				r ʊ f
-1816-4				au z iː l aː
-335-4				l aː ɡ ə n ə
1043-4				ʃ t r ɪ m
423-4				ʃ t ai n
2049-4				m ai n
2062-4				ʃ t a m
2065-4				r ɛ ɡ ə k + b
1368-4				ʃ ɛ aː t ɔy ə
1365-4				t au ə
754-4				r ɛ ɡ ə n
768-4				v eː d ə
1211-4				f ai ə r
106-4				m a n
-98-4				b eː b ɪ ə
719-4				f ɛ d ə r
1341-4				z ʊ n
-2027-4				b oː t ə
-2026-4				n eː b ə
409-4				ʃ ʊ n d + n ɔ l
402-4				ʃ oː ʊ ə + d ɪ n t ə r
1014-4				ʃ t iː f ə d oː ɡ s r
1059-4				v iː
120-4				ʃ t a l
2183-4				ʃ t z a ə
2194-4				ɔ s
2199-4				k aː f ə
2197-4				ʃ ʊ p
1523-4				z ʊ ɡ
1521-4				b ɪ k
512-4				m ɛ r iː
2141-4				h ɪ n
2147-4				ɡ ɛ r s
814-4				k r aː
810-4				t uː f
1755-4				h ʊ n ə
1758-4				m au s
1620-4				f ɪ n
1282-4				v a l b ɪ
1136-4				f ɛ s
1309-4				l ai s
1307-4				n ɪ t
1305-4				f l iː
711-4				v ɛ ʃ p
1442-4				f l iː ɡ
62-4				m ʏ ə
-73-4				m ʏ s x iː t ə
1810-4				h ai t
1805-4				f l ɛ s
1813-4				h aː r
1811-4				b l oː t
690-4				r ɪ b
2177-4				h oː t t
246-4				v ɛ b r + b r au
249-4				oː ɡ l l t t
1506-4				n ʊ s t l l yː ɡ ə
2242-4				m ʊ n t
2245-4				ts ɔ ŋ
1196-4				n ɪ k ə
2174-4				ʃ ɔ l t ə r
575-4				ts ɛ s ə l
603-4				ʃ l ʏ + b t
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l ai
608-4				f ʊ t
596-4				ts iː n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ʊ ŋ
947-4				l eː b ə r
1606-4				h uː f
472-4				n iː z ə
1535-4				ʃ v ɛ t ə
1546-4				ʃ p aː ɡ ə n
1959-4				ʃ l aː f ə
694-4				ʃ n ʏ r ə
1961-4				t r ɪ m ə n
323-4				l ai b ə n
1885-4				ɡ r aː f ə
2156-4				f ɛ l + ə n
1903-4				v ɔ n t
