COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
1-1	n o tʃ i								
2-1	n w x + tɬ x x x								
8-1	w eː j p j								
16-1	e s tʃ tɬ i								
24-1	i s t i								
32-1	m i k i								
51-1	o n + i								
52-1	w aː k + tɬ i k								
53-1	n a k a s tɬ								
54-1	tɬ aː l l i								
55-1	k w a								
60-1	iː x + t e l o l o								
83-1	tɬ e + tɬ								
87-1	+ a tɬ aː n i								
92-1	m a k a								
103-1	m a j n								
106-1	k a k i								
138-1	n e ʔ w								
139-1	m i k + t i a								
142-1	m a t i								
145-1	m o + t eː k a								
176-1	tɬ aː k a + tɬ								
179-1	n a k a + tɬ								
180-1	m eː ts + tɬ i								
186-1	k e tʃ + tɬ								
190-1	j a k a + tɬ								
194-1	s eː								
220-1	o ʔ + tɬ i								
231-1	i t a								
240-1	k o tʃ i								
283-1	t e + tɬ								
293-1	i n + iː n								
314-1	k w a w t + tɬ								
315-1	oː m e								
322-1	t e ʔ a m e ʔ								
323-1	tɬ eː								
9-1	t oː t oː + tɬ								
17-1	oː m i + tɬ								
22-1	tɬ a t i a								
30-1	w iː ts								
88-1	i i i								
158-1	w e j a k								
159-1	a t i m + + tɬ								
177-1	m i j k k								
184-1	t oː k aː ʔ + tɬ								
187-1	j a n k w i + k								
227-1	x aː l l l								
1-2		m u tʃ i							
2-2		n e x + t i x x							
8-2		w e j i t							
16-2		e s + t i							
24-2		i s t i							
32-2		m i k i							
51-2		u n + i							
52-2		w a k + t u							
53-2		n a k a s							
54-2		t a h h							
55-2		k w a							
60-2		iː x + t e l u l u							
83-2		t e + t							
87-2		p a t a n i							
92-2		m a k a							
103-2		m a j							
106-2		k a k i							
138-2		n e h e							
139-2		m i k + t i a							
142-2		m a t i							
145-2		m u + t e k a							
176-2		t a k a + t							
179-2		n a k a + t							
180-2		m e ts + t i							
186-2		k e tʃ + t							
190-2		j e k a + i							
194-2		s e							
220-2		u h + t i							
231-2		i t a							
240-2		k u tʃ i							
283-2		t e + t							
293-2		i n n iː							
314-2		k w a i i + t							
315-2		o m e							
322-2		t e h e m e h							
323-2		t e							
9-2		t o t u + t							
17-2		o m i + t							
22-2		t a t i a							
88-2		i i i							
158-2		w e j a k							
159-2		a t i m i + t							
177-2		m i j k							
184-2		t o k a + +							
187-2		j a m k w i + k							
227-2		x a h l l							
1-3			n o tʃ i						
