COGID	dutch	english	french	german
2108	p l uː ɣ ə	p l aʊ		pf l yː ɡ ə n
303	w ɛ r k	w ɜː k		
1789	b eː d ə l aː r			b ɛ t l ə r
776	v ə r + d eː l ə			t ai l ə n
908	w ɑ s ə	w ɔ ʃ		v a ʃ ə n
-2284	p l aː ts	p l eɪ s		p l a ts
1719	h ɛ k			ɡ ə + h eː ɡ ə
995	v l ɛ x t ə			f l ɛ x t ə n
1472	m ɔ d ə r	m ʌ d		
169	r ɛɪ ɣ ə r			r ai ə r
340	b ə + ɣ r aː v ə			b ə + ɡ r aː b ə n
1548	aː d ə m ə			aː t m ə n
1895		h iː l		h ai l ə n
758	l ʉ x t			l ʊ f t
747	n eː t ə l	n ɛ t l̩		n ɛ s ə l
213	r ɛ x ts	r aɪ t		r ɛ x t
6011	j ʉ l iː		e t a b l	
191	s x ɛ ŋ k ə			ʃ ɛ ŋ k ə n
-1161	l ɛɪ n	l aɪ n		
52	b ɑ k + s t eː n			b a k + ʃ t ai n
1681	d ɑ l			t aː l
652	t ɪ m ə r + m ɑ n			ts ɪ m ə r + m a n
1355	k l ɛɪ n + z oː n	ɡ r æ n + s ʌ n		
296	b œy ɣ ə			b ɔy ɡ ə n
855	l aː x	l əʊ		
1188	n ɑu w	n æ r əʊ		
1212	r oː k			r au x
-306	p ɔ s t	p əʊ s t		
2111	x r aː v ə			ɡ r aː b ə n
2082	t ə r ʉ + ɣ eː v ə	ɡ ɪ v + b æ k		ts uː r ʏ k + ɡ eː b ə n
942	b aː r + m uː d ə r			ɡ ə + b ɛː r + m ʊ t ə r
-134	d ɑ n s ə	d ɑː n s		t a n ts ə n
2016		f r aɪ	f ʀ i ʀ	
1696	w ɛ r p ə			v ɛ r f ə n
1872	w ɑ ŋ			v a ŋ ə
260	m uː			m yː d ə
584	h aː k	h ʊ k		h aː k ə n
1264	s x ɪ l ə			ʃ ɛː l ə n
-588	p l ɑ t			p l a t
1179	h uː t	h æ t		h uː t
1648	s m eː d ə			ʃ m iː d ə n
1855	œy t + h ɔ l ə	h ɔ l əʊ		au s + h ɶː l ə n
1676	b oː t ə r	b ʌ t ə r		b ʊ t ə r
-2104	m ɛ s t + f ɔ r k	p ɪ tʃ + f ɔː k		
1434	b r ɛ ŋ ə	b r ɪ ŋ		b r ɪ ŋ ə n
812	p ɑ p ə ɣ aː j			p a p a ɡ ai
2086	x eː v ə	ɡ ɪ v		ɡ eː b ə n
1240	h iː l	h iː l		
-1723		ɡ ɑː d n̩		ɡ aː r t ə n
626	w eː v ə	w iː v		v eː b ə n
-1021	m uː r ɑ s			m oː r a s t
2192	k uː	k aʊ		
181	r eː k ə n ɪ ŋ			r ɛ x n ʊ ŋ
135	x l ɛɪ d ə	s l aɪ d		ɡ l ai t ə n
713	s ɑ p	s æ p		z a f t
-2035		k ʌ z n̩		k uː z iː n ə
-89	w ɪ ŋ ə r t	v aɪ n		v ai n + ʃ t ɔ k
635	v ɛ r v ə			f ɛ r b ə n
624	s p ɪ n ə	s p ɪ n		ʃ p ɪ n ə n
827	aː n + s t ɛ l ə			a n + ʃ t ɛ l ə n
2168	k ɑ m	k əʊ m		k a m
1394	k r ɛɪ ɣ ə			k r iː ɡ ə n
311	l ɛɪ k			l ai x + n aː m
1260	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
1248	m ɪ d ɑ ɣ + eː t ə			m ɪ t aː k + ɛ s ə n
1097	t ə r ʉ x + k oː m ə	k ʌ m + b æ k		ts uː r ʏ k + k ɔ m ə n
1117	z ɛɪ l	s eɪ l		z eː ɡ ə l
1479	oː p ə n ə	əʊ p ə n		œ f n ə n
2000	b l ɑ t			b l a t
2094		ʃ ʌ v l̩		ʃ au f ə l
1447	b oː m			b au m
1644	x iː t ə			ɡ iː s ə n
1274	h aː j			h ai
1401		ɡ r ɑː s p		ɡ r ai f ə n
1836	k ɑ l m	k ɑː m		
-445		f æ m ə l ɪ		f a m iː l iː ə
1979	x r ɑ s	ɡ r ɑː s		ɡ r aː s
-2270	r ɛ s t ə			r ɛ s t
1661	m ɛ l k	m ɪ l k		m ɪ l x
1065			t y	d uː
7	w oː n ə			v oː n ə n
816	l oː n			l oː n
1300	x ɛ r s t			ɡ ɛ r s t ə
727	m ɑ n			m a n
1424	r ɛɪ d ə	r aɪ d		r ai t ə n
-1615	oː l iː	ɔ ɪ l		ɶː l
1397	h ɑu d ə			b ə + h a l t ə n
1651	z ɑ l f			z a l b ə
850	t ɔ p	t ɔ p		
159	h aː v ɪ k			h aː b ɪ x t
-2290	s t ɔ f			ʃ t ɔ f
1821	r ʉ x			r ʏ k ə n
2185	v ə r + b ɪ n d ə			f ɛ r + b ɪ n d ə n
1075	b l aː z ə	b l əʊ		b l aː z ə n
1542	b r aː k ə			ɛ r + b r ɛ x ə n
1689		l ɪ f t	l ə v e	
-2121	r ɔ l ə	r əʊ l		r ɔ l ə n
1062	z ɪ ŋ k ə	s ɪ ŋ k		z ɛ ŋ k ə n
657	h aː m ə r	h æ m ə r		h a m ə r
1194	w ɛɪ t	w aɪ d		
1390	d ɪ ŋ	θ ɪ ŋ		d ɪ ŋ
1642	x ɑu t	ɡ əʊ l d		ɡ ɔ l t
474	d ɪ k	θ ɪ k		d ɪ k
1091	uː v ə r			uː f ə r
1431	d r aː ɣ ə			t r aː ɡ ə n
-1279	d ɔ l f ɛɪ n	d ɔ l f ɪ n		
-1785	x r aː n	ɡ r eɪ n		
801		f r ɔ ɡ		f r ɔ ʃ
-1153	r ɔ n t	r aʊ n d		r ʊ n t
162	aː d ə l aː r			aː d l ə r
51		b r ɪ k	b ʀ i k	
166	v oː ɣ ə l			f oː ɡ ə l
1900	z iː k	s ɪ k		
-350	p aː r	p ɛ ə r		p aː r
1191		b uː t	b ɔ t	
528	j øː k			j ʊ k ə n
393	k ɑu w ə			k au ə n
1828	s x œy m			ʃ au m
2107	h ɑ r k			h a r k ə
2091	b ə + w aː r ə			b ə + v aː r ə n
949	s m ɪ t	b l æ k + s m ɪ θ		ʃ m iː t
1293	w ɛ s t ə	w ɛ s t		v ɛ s t ə n
888	œy t + s p r ɛɪ d ə	s p r ɛ d + aʊ t		
821	v ə r + d iː n ə			f ɛ r + d iː n ə n
875	d œy z ə n t	θ aʊ z n̩ d		t au z ə n t
2219	v ə r + z aː m ə l ə			z a m ə l n
1608	b ɔ r s t			b r ʊ s t
314	d oː d ə			t ɶː t ə n
158	w ɛ + ɣ aː n			v ɛ k + ɡ eː ə n
280	b oː x			b oː ɡ ə n
838		s t eɪ	ʀ ɛ s t e	
798		s n eɪ l		ʃ n ɛ k ə
919	s t uː l			ʃ t uː l
874	m ɑ n	əʊ l d + m æ n		
1562	v eː l			f iː l
1254	h aː r t			h eː r t
1669	b ɛ r x			b ɛ r k
590	s ɔ k	s ɔ k		
1777	v ɔ l ɣ ə	f ɔ l əʊ		f ɔ l ɡ ə n
2116	ɔ m + d r aː j ə			ʊ m + d r eː ə n
648	b oː r ə	b ɔː r		b oː r ə n
352	eː r s t ə			eː r s t ə
-1033	b aː j	b eɪ		
-1041	r iː v iː r	r ɪ v ə r		
2144	k œy k ə	tʃ ɪ k ɪ n		
287	t ɑu w			t au
1921	s l aː n			ʃ l aː ɡ ə n
347	t w eː d ə			ts v ai t ə
993	x l ɑ s	ɡ l ɑː s		ɡ l aː s
630	v ɑ ŋ ə			f a ŋ ə n
1666	v l ɑ k t ə			f l ɛ x ə
1577	ɔ p + h ɑ ŋ ə	h æ ŋ		au f + h ɛ ŋ ə n
2127	d r aː j ə			d r eː ə n
320		d aɪ		t oː t
-1791	r ɛɪ k	r ɪ tʃ		r ai x
1638	k oː p ə r	k ɔ p ə r		
684	t ɛɪ t			ts ai t
-934	l ɑ m p	l æ m p		l a m p ə
579	v ɪ n d ə	f aɪ n d		f ɪ n d ə n
1144	k aː l			k aː l
2090	v ə r + n iː t ə ɣ ə			f ɛ r n ɪ x t ə n
1154	s l øː t ə l + b eː n			ʃ l ʏ s ə l + b ai n
931	k aː r s			k eː r ts ə
240	v ə r + k oː p ə			f ɛ r + k au f ə n
864		s aɪ d		z ai t ə
1952	d øː r	d ɔː r		t oː r
782	w ɛ x			v ɛ k
1439	z ɛ n d ə	s ɛ n d		
2058	n aː ɣ ə l	n eɪ l		n aː ɡ ə l
1407	v ɑ s t + h ɑu d ə	h əʊ l d		h a l t ə n
569	v ə r + ɑ n d ə r ə			f ɛ r + ɛ n d ə r n
576	z uː k ə	s iː k		z uː x ə n
436	h ɑu t			h ɔ l ts
672	d eː k ə			d ɛ k ə
783		r əʊ d	ʀ u t	
514	h ɛ ŋ s t			h ɛ ŋ s t
-2260	p l ɑ n t ə	p l ɑː n t		pf l a n ts ə n
2001		l iː f		l au p
940	m aː x			m aː ɡ ə n
1255	aː v ɔ n d + eː t ə			aː b ə n t + ɛ s ə n
628	s p ɪ n d ə l	s p ɪ n d l̩		ʃ p ɪ n d ə l
122	d iː r			t iː r
736	v r ɑu w			f r au
1024	aː d ə r			aː d ə r
2006	p ɔ t	p ɔ t		
1530	k oː n ɛɪ n			k a n iː n + x ə n
2253	k ɛ r v ə	k ɑː v		
858	œy t + r ɛ k ə	s t r ɛ tʃ		ʃ t r ɛ k ə n
1272	r ɔ ɣ ə	r aɪ		r ɔ ɡ ə n
30	l ɛɪ m			l ai m
916	t r ɔ x	t r ɔ f		t r oː k
892	s x ɛɪ d ɪ ŋ			eː ə + ʃ ai d ʊ ŋ
877	w eː ɣ ə			v iː ɡ ə n
337	k aː p	k eɪ p		
1640	z ɪ l v ə r	s ɪ l v ə r		z ɪ l b ə r
-2	t ɛ n t	t ɛ n t		
125	v ɛ t	f æ t		f ɛ t
1906	z w ɑ k			ʃ v a x
899	l ɑ d ə r	l æ d ə r		l ai t ə r
1199	s l œy j ə r			ʃ l ai ə r
1066	j ɛɪ	j uː		
2271	v ɪ l t	f ɛ l t		f ɪ l ts
186	s x ʉ l t			ʃ ʊ l t
1861	s x eː d ə l			ʃ ɛː d ə l
1659	h oː n ɪ ŋ	h ʌ n ɪ		h oː n ɪ x
1678	v ɑ s t ə + l ɑ n t			f ɛ s t + l a n t
762	w ɔ l k			v ɔ l k ə
2038	n ɪ x t			n ɪ x t ə
108	m ɛɪ s j ə			m ɛː t x ə n
1208	b r ɑ n t + h ɑu t			b r ɛ n + h ɔ l ts
2275	b eː l t + h ɑu w ə r			b ɪ l t + h au ə r
100	v r ɑu w			f r au
1295	h aː v ə r			h aː f ə r
1223	p ɛ d ə l	p æ d l̩		p a d ə l
-425	r ɔ ts	r ɔ k		
1185	s x uː n + m aː k ə r	ʃ uː + m eɪ k ə r		ʃ uː s t ə r
2051	h eː m ə l			h ɪ m ə l
2097		h əʊ		h a k ə
566	k l ɪ m ə	k l aɪ m		
1408	n eː m ə			n eː m ə n
862			s ɑ̃ t ʀ	ts ɛ n t r ʊ m
1245	s x oː r + s t eː n			ʃ ɔ r n + ʃ t ai n
1518	s p ɪ ts			ʃ p ɪ ts ə
27	v l eː s			f l ai ʃ
