COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-1	i t e ʔ									
56-1	u m e ʔ									
96-1	a t a tʃ									
99-1	a r i p o n									
114-1	t o k o									
115-1	u p u									
133-1	t i p a r a									
144-1	a a a w ʔ									
150-1	k a w ʔ									
234-1	k o m									
236-1	p i k o n ʔ									
241-1	a w i n									
249-1	i tʃ e ʔ									
1-1	w a z a ʔ									
2-1	w e m m									
65-1	i w									
74-1	p a n a ʔ									
52-2		i t e								
56-2		u m e								
96-2		a r a s i								
99-2		a r e n o n								
114-2		t o k o s i								
115-2		u r o e s i								
133-2		t i p r e s s i								
144-2		w r a w a s i								
150-2		k a w								
234-2		k o m ʔ								
236-2		p e k e n								
241-2		a w i n								
249-2		i s e								
74-2		p a n a								
93-2		t o p a r i s i								
95-2		w e k i s i								
52-3			v t v							
56-3			p m v							
96-3			a t a tʃ							
99-3			a w v p o							
114-3			t u k i tʃ e							
115-3			p i i e e tʃ							
133-3			t i p a t a tʃ e							
144-3			a t a w a tʃ e							
150-3			k a w							
234-3			k o m							
236-3			p v k u e							
241-3			a w i							
249-3			i tʃ e							
1-3			w a d a							
2-3			w l m							
65-3			i w i							
93-3			t u p a r e tʃ e							
95-3			w i t e							
52-4				i t e						
56-4				u m e						
96-4				a t a tʃ						
99-4				a w i r o n						
114-4				t o k						
115-4				u w u						
133-4				t i p a r a						
144-4				a a a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w j m						
65-4				i w						
74-4				p a n a						
93-4				t o p a r i						
95-4				w i k						
52-5					e t e					
56-5					i m e					
96-5					a r a s i					
99-5					a r i j e n					
114-5					t o k i s i					
115-5					i f i e s i					
133-5					t i p r r a s i					
144-5					a r a w a s s					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w j m m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
52-6						tʃ t a a				
56-6						u a a				
96-6						a w a tʃ i				
99-6						a r i w u j				
114-6						t u k i tʃ				
115-6						i u i e tʃ i				
133-6						t i p a g a tʃ				
144-6						a w a w a tʃ tʃ				
150-6						k a w				
234-6						k u a				
236-6						p i k u h				
241-6						a w i j				
249-6						i tʃ a				
1-6						w a s a				
2-6						w a a m				
65-6						i w i				
74-6						p a j a				
93-6						t u p a g i tʃ				
95-6						w i k i				
52-7							i t e			
56-7							u m e			
96-7							a a a ʃ			
99-7							a r i j u			
114-7							t u k u ʃ			
115-7							u u o u ʃ			
133-7							t i p r a ʃ ʃ			
144-7							a r a w a ʃ i			
150-7							k a w			
234-7							k u m			
236-7							p i k u j			
241-7							a w i d			
249-7							i ʃ e			
1-7							w a z a			
2-7							w a b m			
65-7							i w i			
74-7							p a j a			
93-7							t o p a r i ʃ i			
95-7							w e k i			
52-8								t t e		
56-8								u m e		
96-8								a r s		
99-8								a a e v		
114-8								t u k i s i		
115-8								y u i s s		
133-8								t i p r a s s		
144-8								a r a v s s i		
150-8								k a w		
234-8								k u m		
236-8								p e k y n		
241-8								a w i		
249-8								i s e		
1-8								w a t a		
2-8								y u m m		
65-8								i v i		
74-8								p a n a		
93-8								t u p a a i s i		
95-8								v i t i		
52-9									i t e	
56-9									h m e	
96-9									a a a ʃ ʃ ʔ	
99-9									a r i w a n	
114-9									t o k i ʃ i ʔ	
115-9									i u e ʃ ʃ i ʔ	
133-9									t i p a r e ʃ ʃ ʔ	
144-9									a a r w a ʃ ʃ ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w w m m ʔ	
65-9									i w ʃ	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i k i ʃ i ʔ	
52-10										tʃ tʃ e
56-10										y m e
96-10										a r i tʃ
99-10										a r e r o
114-10										t o k i tʃ i
115-10										y h i e tʃ ʔ
133-10										tʃ i p a r i i
144-10										a w a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p e k y n
241-10										a w i n
249-10										i tʃ e
1-10										w a tʃ a
2-10										w w m
65-10										i w i
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i k i
