COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
1-1	m au ⁵						
4-1	l a ³						
18-1	n j ⁵ n ⁵						
19-1	n j ³						
44-1	l u k ⁴³						
50-1	ʃ j ŋ ³						
62-1	s ai k ⁵⁴						
70-1	b a n ³¹						
75-1	n j ɔ ʔ ³²						
97-1	tʃʰ a ŋ ³						
112-1	tsʰ ɔ ⁵						
122-1	n j u k ⁵³						
127-1	kʰ j ei ³						
132-1	w ɔ ʔ ³²						
133-1	n ṵ ⁵						
135-1	n au ⁵						
142-1	d z w t						
143-1	ŋ ɔ ʔ ³¹						
149-1	ʔ au ⁵						
152-1	ŋ u ³						
157-1	b u ⁵						
183-1	ʔ u ⁵						
184-1	n u k ʔ						
185-1	tsʰ a m ³						
189-1	n j ɔ ʔ ⁵³						
192-1	n u ⁵ ³						
195-1	n ṵ ³						
200-1	kʰ a ɛ ³						
216-1	s ai ŋ ⁵						
218-1	l ɔ ʔ ³²						
225-1	s a ŋ ⁵						
235-1	kʰ j ei ⁵³						
244-1	s w t ⁵						
253-1	m j n ³¹						
270-1	m j ⁵						
278-1	m j ɔ̰ ŋ						
279-1	j u ⁵						
285-1	j ɛ m ³						
308-1	d a i ³						
322-1	m i ⁵						
325-1	kʰ au ⁵						
337-1	n j a ŋ ³¹						
341-1	d z ɔ ⁵						
347-1	ʃ u ʔ ⁵³						
362-1	j a ³¹						
391-1	j ɛ p ⁴²						
394-1	m ɔ ʔ ⁵						
397-1	tʃʰ ei ⁵						
443-1	n j ɔ̰ p ⁴³						
460-1	s a ʔ ⁵³						
463-1	w i ³¹						
464-1	ʔ u ŋ ³						
473-1	s ɔ m ³						
476-1	kʰ j u k ⁵³						
481-1	tsʰ ɨu ³						
494-1	g j ³						
496-1	h j ɛ ³ ³						
516-1	w a t						
522-1	n u ʔ ³²						
523-1	pʰ j u ³¹						
524-1	n ṵ ³						
540-1	kʰ j ⁵						
3-1	b j ³¹						
6-1	g j ⁵³						
7-1	dʒ au m ³						
