COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
61-1	d ə m																		
63-1	ʔ a tʼ ɨ m																		
107-1	g a m ə kʼ a																		
112-1	d ə b ə s a																		
331-1	nː ɨ g u s																		
377-1	b ə r ə r r																		
381-1	ʔ a ə																		
417-1	r u dʒ																		
451-1	s ə b ɨ t																		
454-1	ʔ a tʃʼ f r r																		
484-1	s ɨ ɨ s t																		
535-1	ʔ a s ɨ r																		
543-1	s ə s t s																		
593-1	ʔ a m r s																		
640-1	m ə n																		
1-1	d ə b ə r ə																		
65-1	tʼ ɨ b																		
212-1	ʔ f n																		
244-1	ʔ a r b g h																		
248-1	m ɨ kʼ r																		
293-1	f ə r ə fː																		
373-1	r ɨ m a r																		
408-1	b ə r r r																		
414-1	d ə bː a r ə lː																		
601-1	ʔ ə r b b																		
642-1	n ɨ f g s																		
60-1	nː ə f ə s ə																		
115-1	ʔ ə mː a m																		
209-1	s ə m ɨ s																		
242-1	ʔ a m ɨ s t																		
415-1	dʒ ɨ s a b																		
450-1	dʒ ə r ə																		
490-1	tʼ ə bː ə ə																		
638-1	s ɨ r ə r																		
645-1	r a kʼ																		
160-1	ə r ə r a																		
208-1	ʔ ɨ n r u r r																		
214-1	ʔ a bː u																		
378-1	ʔ a nː g ə h																		
379-1	dʒ ə nː ə ɲː																		
409-1	g ə t ə r ə																		
598-1	k ɨ f ʔ ə																		
646-1	ʔ a ɲː ə a																		
210-1	ə ə n r ə																		
215-1	ʔ a nː bː b ə tʃʼ																		
285-1	m ɨ tʼ a d																		
332-1	ʔ ə g r r r																		
380-1	ʔ ə a ɲː																		
412-1	s a a nː																		
64-1	d a bː r																		
67-1	ʔ ɨ r																		
251-1	f ə fː ə																		
294-1	m ɨ r ə u																		
597-1	ʔ ə mː g g g a																		
7-1	ʔ a f g a																		
158-1	r ə m f s																		
372-1	k ə n f ə r																		
374-1	b ə fː r k ə a																		
375-1	s ə b																		
411-1	h ə r r s s																		
541-1	kʼ ə tʃʼ ɨ n																		
6-1	m ə r k a m a																		
113-1	b u nː a																		
330-1	r ə lː d																		
448-1	kʼ ə a m r ə n b ə h																		
449-1	ʔ a b ə m																		
491-1	d ɨ nː g ə t																		
596-1	n ə g ə																		
4-1	g dʒ n o ə																		
8-1	r ə b ə r a																		
106-1	m ə s a																		
290-1	ʔ a g ə dʒ ə																		
489-1	b ə r f fː b m a																		
602-1	m ɨ nː																		
2-1	k ɨ lː ɨ																		
3-1	k ɨ rː ə																		
213-1	ʔ a r a s m																		
486-1	nː ə tʼ ə kʼ ə																		
647-1	ɲː ə tʃʼ a t																		
10-1	tʼ ɨ r u r																		
110-1	d ə f ə																		
152-1	ʔ a ə																		
211-1	m ɨ rː ə t																		
328-1	s ə ə b ə																		
333-1	m ɨ s ɨ r																		
334-1	ʔ a m b ə s a																		
410-1	r a r ə																		
540-1	lː ə b a																		
109-1	g u n tʃʼ ə																		
153-1	ʔ ə m ə s ə n																		
250-1	ʔ ə h ə																		
289-1	lː ɨ bː																		
326-1	m ə ʔ o																		
594-1	g ɨ dʒ o																		
154-1	f ə f r r r a																		
245-1	ə ə ʔ ə r ə ə																		
247-1	ʔ ɨ n r ɨ r a r i t																		
286-1	tʃʼ ə g ə r																		
643-1	g ə																		
62-1	f ə lː a																		
288-1	r ɨ b a s																		
416-1	kʼ ə jː ɨ h																		
5-1	g ə b s s																		
61-2		d ə m																	
63-2		ʔ a tʼ ɨ m																	
107-2		g a m ə kʼ a																	
112-2		d a b ə f a																	
331-2		n ɨ g m s																	
377-2		b ə kʼ kʼ r r																	
381-2		ʔ a a																	
417-2		r m dʒ																	
451-2		s ə b a b																	
454-2		ʔ a h f r																	
484-2		s ɨ ɨ r h																	
535-2		ʔ a sː ɨ r																	
543-2		r ə s b																	
593-2		ʔ a m r s																	
640-2		m ə n																	
1-2		d ə b ə r ə																	
65-2		tʼ m b																	
163-2		r ə h ə																	
